hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
40001		0	21	1976	1		0	6	5		3	841			0	9	2	1	4	3	1	2	2	0	0	1	Wales	11	3	2	10	7	26	30/1/1540 00:00:00		1	2	0		0		0	3	0	2			0				0
40002		0	21	1976	1		1	5	6		6	9955			0	9	1	1	4	4	2	3	1	1	1	1	Wales	11	4	5	10	7	0	28/1/1540 00:00:00		1	0	0		0		0	1	0	2			0				0
40003		0	21	1976	1		0	3	2		4	2144			0	9	1	1	1	1	0	2	0	0	0	1	Wales	11	1	3	3	1	3	28/1/1540 00:00:00		0	2	0		0		0	1	0	2			0				0
40004		0	21	1976	1		0	1	1		8	9935			1	1	1	1	7	7	1	0	0	1	1	1	Wales	11	7	5	1	1	0	29/1/1540 00:00:00		1	0	0		0		0	2	0	2			0				0
40005		0	21	1976	1		0	3	2		5	9965			2	8	2	1	5	4	1	1	0	0	0	1	Wales	11	4	4	3	1	4	29/1/1540 00:00:00		1	1	0		0		0	2	0	2			0				0
40006		0	21	1976	1		1	6	3		5	9965			0	9	2	1	4	4	1	2	0	0	0	1	Wales	11	4	4	8	1	4	29/1/1540 00:00:00		1	1	0		0		0	2	0	2			0				0
40007		0	21	1976	1		0	1	1		4	2344			3	2	1	1	4	4	0	1	0	0	0	1	Wales	11	4	3	1	1	3	29/1/1540 00:00:00		1	1	0		0		0	2	0	2			0				0
40008		0	21	1976	1		0	2	1		4	2144			3	1	1	1	2	2	0	1	0	0	0	1	Wales	11	2	3	1	1	3	29/1/1540 00:00:00		1	1	0		0		0	2	2	2			0				0
40009		0	21	1976	1		0	1	5		8	9935			5	6	2	1	6	5	1	3	1	2	2	1	Wales	11	5	5	10	7	0	19/1/1540 00:00:00		0	0	0		0		0	2	0	2			0				0
40010		0	21	1976	1		0	1	1		8	9935			2	2	1	1	5	5	0	1	0	1	0	1	Wales	11	5	5	1	1	0	18/1/1540 00:00:00		1	0	0		0		0	1	0	2			0				0
40011		0	21	1976	1		1	6	5		1	2514			10	2	2	1	2	2	1	1	3	0	0	1	Wales	11	2	1	6	5	17	20/1/1540 00:00:00		1	1	0		0		0	3	0	2			0				0
40012		0	21	1976	1		1	6	3		3	2422			0	9	2	1	4	3	1	1	1	0	0	1	Wales	11	3	2	4	3	10	18/1/1540 00:00:00		1	1	0		0		0	1	0	2			0				0
40013		0	21	1976	1		1	6	4		2	2524			9	2	2	1	3	3	1	1	2	0	0	1	Wales	11	3	1	5	4	13	18/1/1540 00:00:00		1	1	0		0		0	1	0	2			0				0
40014		0	21	1976	1		0	5	2		7	9955			4	2	2	1	6	5	1	1	0	1	1	1	Wales	11	5	4	3	1	4	18/1/1540 00:00:00		0	0	0		0		0	1	0	2			0				0
40015		0	21	1976	1		0	6	4		3	2511			0	9	2	1	3	2	1	1	2	0	0	1	Wales	11	2	2	5	4	14	19/1/1540 00:00:00		1	1	0		0		0	2	0	2			0				0
40016		0	21	1976	1		1	6	4		2	643			9	2	2	1	3	3	1	1	2	0	0	1	Wales	11	3	1	5	4	13	19/1/1540 00:00:00		1	1	0		0		0	2	0	2			0				0
40017		0	21	1976	1		0	5	1		8	9935			1	1	1	1	6	6	1	0	0	1	1	1	Wales	11	6	5	1	1	0	20/1/1540 00:00:00		1	0	0		0		0	3	0	2			0				0
40018		0	21	1976	1		0	2	2		4	541			0	9	1	1	7	7	2	0	0	0	2	1	Wales	11	7	3	3	1	3	19/1/1540 00:00:00		0	1	0		0		0	2	0	2			0				0
40019		0	21	1976	1		0	1	2		4	1544			0	9	2	1	3	6	1	1	0	1	1	1	Wales	11	6	3	3	1	3	18/1/1540 00:00:00		1	1	0		0		0	1	0	2			0				1
40020		0	21	1976	1		0	1	4		5	9965			3	8	2	1	2	1	1	1	2	0	0	1	Wales	11	1	4	5	4	16	18/1/1540 00:00:00		1	1	0		0		0	1	0	2			0				0
40021		0	21	1976	2		0	5	1		8	9935			1	1	1	1	7	7	0	1	0	1	1	1	Wales	11	7	5	1	1	0	28/1/1540 00:00:00		1	0	0		0		0	4	0	2			0				0
40022		0	21	1976	2		1	5	4		3	2422			0	9	2	1	4	3	1	2	1	0	0	1	Wales	11	3	2	10	7	26	29/1/1540 00:00:00		1	3	0		0		0	5	2	2			0				0
40023		0	21	1976	2		0	6	4		4	2054			4	2	2	1	4	3	1	1	2	0	0	1	Wales	11	3	3	5	4	15	28/1/1540 00:00:00		0	1	0		0		0	4	0	2			0				0
40024		0	21	1976	2		0	5	2		3	644			0	9	2	1	2	2	1	1	0	0	0	1	Wales	11	2	2	3	1	2	30/1/1540 00:00:00		1	2	0		0		0	6	0	2			0				0
40025		0	21	1976	2		1	6	3		4	644			5	1	2	1	2	2	1	1	1	0	0	1	Wales	11	2	3	4	3	11	29/1/1540 00:00:00		1	1	0		0		0	5	0	2			0				0
40026		0	21	1976	2		0	5	1		8	9935			1	1	1	1	7	7	1	0	0	1	1	1	Wales	11	7	5	1	1	0	28/1/1540 00:00:00		1	0	0		0		0	4	0	2			0				0
40027		0	21	1976	2		0	1	5		4	1554			4	2	2	1	4	3	1	1	3	0	0	1	Wales	11	3	3	6	5	19	28/1/1540 00:00:00		0	1	0		0		0	4	0	2			0				0
40028		0	21	1976	2		1	6	4		3	744			6	2	2	1	3	2	1	1	2	0	0	1	Wales	11	2	2	5	4	14	29/1/1540 00:00:00		1	1	0		0		0	5	0	2			0				0
40029		0	21	1976	2		0	5	1		8	9935			1	1	1	1	6	6	0	1	0	1	1	1	Wales	11	6	5	1	1	0	28/1/1540 00:00:00		1	0	0		0		0	4	0	2			0				0
40030		0	21	1976	2		1	6	3		3	9995			9	6	2	1	2	2	1	1	1	0	0	1	Wales	11	2	2	4	3	10	28/1/1540 00:00:00		0	2	0		0		0	4	0	2			0				0
40031		0	21	1976	2		0	6	3		2	2422			8	2	2	1	5	5	1	2	0	0	0	1	Wales	11	5	1	8	1	1	29/1/1540 00:00:00		1	1	0		0		0	5	0	2			0				0
40032		0	21	1976	3		0	5	2		8	9935			2	1	2	1	6	6	1	1	0	2	2	1	Wales	11	6	5	3	1	0	2/1/1540 00:00:00		1	0	0		0		0	3	0	2			0				0
40033		0	21	1976	3		0	6	4		3	844			6	1	2	1	2	2	1	1	2	0	0	1	Wales	11	2	2	5	4	14	2/1/1540 00:00:00		1	1	0		0		0	3	0	2			0				0
40034		0	21	1976	3		0	5	4		4	2144			0	9	3	1	3	6	2	2	0	3	2	1	Wales	11	6	3	9	1	3	2/1/1540 00:00:00		1	1	0		0		0	3	0	2			0				0
40035		0	21	1976	3		0	5	1		8	9935			1	1	1	1	7	7	0	1	0	1	1	1	Wales	11	7	5	1	1	0	2/1/1540 00:00:00		1	0	0		0		0	3	0	2			0				0
40036		0	21	1976	3		1	6	2		4	1044			5	2	2	1	4	3	1	1	0	0	0	1	Wales	11	3	3	3	1	3	2/1/1540 00:00:00		0	1	0		0		0	3	0	2			0				0
40037		0	21	1976	3		0	6	2		3	2514			0	9	2	1	5	5	1	1	0	0	0	1	Wales	11	5	2	3	1	2	31/12/1539 00:00:00		1	2	0		0		0	1	0	2			0				0
40038		0	21	1976	3		0	1	4		4	9945			0	9	1	1	4	4	1	2	1	0	0	1	Wales	11	4	3	10	7	27	2/1/1540 00:00:00		1	2	0		0		0	3	0	2			0				0
40039		0	21	1976	3		1	6	4		3	644			7	2	2	1	3	3	1	1	2	0	0	1	Wales	11	3	2	5	4	14	9/1/1540 00:00:00		1	1	0		0		0	3	0	2			0				0
40040		0	21	1976	3		0	1	2		3	2524			5	1	2	1	6	6	1	1	0	0	2	1	Wales	11	6	2	3	1	2	11/1/1540 00:00:00		1	1	0		0		0	5	0	2			0				0
40041		0	21	1976	3		0	2	3		4	2144			5	2	2	1	3	2	1	1	1	0	0	1	Wales	11	2	3	4	3	11	9/1/1540 00:00:00		1	1	0		0		0	3	0	2			0				0
