hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
140001		0	12	1986	1		1	6	2		4	642		1	8	2	2	1	3	3	1	1	0	0	0	1	Wales	11	3	3	3	1	3	29/1/1540 00:00:00		1	2	0	0	0	0	2	1	0	2							0
140002		0	12	1986	1		1	6	3		3	1941		1	0	9	2	1	3	3	1	1	1	0	0	1	Wales	11	3	2	4	3	10	29/1/1540 00:00:00		1	1	0	0	0	0	2	1	0	2							0
140003		0	12	1986	1		0	6	5		4	1144		2	6	6	2	1	2	2	1	1	3	0	0	1	Wales	11	2	3	6	5	19	29/1/1540 00:00:00		1	2	0	0	0	0	2	1	0	2							0
140004		0	12	1986	1		0	1	1		8	2354		2	1	1	2	1	7	7	0	1	0	1	1	1	Wales	11	7	5	1	1	0	29/1/1540 00:00:00		1	0	0	0	0	0	2	1	0	2							1
140005		0	12	1986	1		1	3	2		3	9945		1	7	8	2	1	1	2	1	1	0	0	0	1	Wales	11	2	2	3	1	2	30/1/1540 00:00:00		1	2	0	0	0	0	2	2	0	2							0
140006		0	12	1986	1		1	5	2		4	2344		1	0	9	2	1	6	6	0	2	0	0	1	1	Wales	11	6	3	3	1	3	29/1/1540 00:00:00		1	1	0	0	0	0	2	1	0	2							0
140007		0	12	1986	1		1	6	2		4	2422		1	7	6	2	1	2	1	1	1	0	0	0	1	Wales	11	1	3	3	1	3	30/1/1540 00:00:00		1	2	0	0	0	0	2	2	0	2							0
140008		0	12	1986	1		0	1	5		5	2144		1	3	8	2	1	3	3	1	1	3	0	0	1	Wales	11	3	4	6	5	20	29/1/1540 00:00:00		1	2	0	0	0	0	2	1	0	2							0
140009		0	12	1986	1		0	5	1		8	9955		0	2	1	1	1	6	6	1	0	0	1	1	1	Wales	11	6	5	1	1	0	29/1/1540 00:00:00		0	0	0	0	0	0	2	1	0	2							0
140010		0	12	1986	1		0	6	2		4	1894		3	4	8	2	1	2	2	1	1	0	0	0	1	Wales	11	2	3	3	1	3	10/1/1540 00:00:00		1	2	0	0	0	0	2	6	0	2							0
