minfd	nutrient	styr	stqtr	nutcvf
401	2	1980	1	19.00
401	2	1980	2	19.00
401	2	1980	3	19.00
401	2	1980	4	19.00
401	3	1980	1	23.00
401	3	1980	2	23.00
401	3	1980	3	23.00
401	3	1980	4	23.00
401	4	1980	1	13.59
401	4	1980	2	13.59
401	4	1980	3	13.59
401	4	1980	4	13.59
401	5	1980	1	7.29
401	5	1980	2	7.29
401	5	1980	3	7.29
401	5	1980	4	7.29
401	6	1980	1	0.59
401	6	1980	2	0.59
401	6	1980	3	0.59
401	6	1980	4	0.59
401	7	1980	1	27.00
401	7	1980	2	27.00
401	7	1980	3	27.00
401	7	1980	4	28.00
401	8	1980	1	380.00
401	8	1980	2	380.00
401	8	1980	3	380.00
401	8	1980	4	380.00
401	9	1980	1	1.59
401	9	1980	2	1.59
401	9	1980	3	1.59
401	9	1980	4	1.60
401	10	1980	1	700.00
401	10	1980	2	700.00
401	10	1980	3	700.00
401	10	1980	4	700.00
401	11	1980	1	0.29
401	11	1980	2	0.29
401	11	1980	3	0.29
401	11	1980	4	0.29
401	12	1980	1	180.00
401	12	1980	2	180.00
401	12	1980	3	180.00
401	12	1980	4	180.00
401	13	1980	1	70.00
401	13	1980	2	110.00
401	13	1980	3	110.00
401	13	1980	4	110.00
401	14	1980	1	200.00
401	14	1980	2	200.00
401	14	1980	3	200.00
401	14	1980	4	200.00
401	15	1980	1	0.20
401	15	1980	2	0.20
401	15	1980	3	0.20
401	15	1980	4	0.20
401	16	1980	1	1.10
401	16	1980	2	1.10
401	16	1980	3	1.10
401	16	1980	4	1.10
401	17	1980	1	0.49
401	17	1980	2	0.49
401	17	1980	3	0.49
401	17	1980	4	0.49
401	18	1980	1	274.00
401	18	1980	2	274.00
401	18	1980	3	274.00
401	18	1980	4	274.00
401	19	1980	1	5.00
401	19	1980	2	5.00
401	19	1980	3	5.00
401	19	1980	4	5.00
401	20	1980	1	6.00
401	20	1980	2	6.00
401	20	1980	3	6.00
401	20	1980	4	6.00
401	21	1980	1	0.11
401	21	1980	2	0.11
401	21	1980	3	0.11
401	21	1980	4	0.11
401	22	1980	1	29.00
401	22	1980	2	29.00
401	22	1980	3	29.00
401	22	1980	4	29.00
501	2	1980	1	19.00
501	2	1980	2	19.00
501	2	1980	3	19.00
501	2	1980	4	19.00
501	3	1980	1	23.00
501	3	1980	2	23.00
501	3	1980	3	23.00
501	3	1980	4	23.00
501	4	1980	1	13.59
501	4	1980	2	13.59
501	4	1980	3	13.59
501	4	1980	4	13.59
501	5	1980	1	7.29
501	5	1980	2	7.29
501	5	1980	3	7.29
501	5	1980	4	7.29
501	6	1980	1	0.59
501	6	1980	2	0.59
501	6	1980	3	0.59
501	6	1980	4	0.59
501	7	1980	1	28.00
501	7	1980	2	28.00
501	7	1980	3	28.00
501	7	1980	4	28.00
501	8	1980	1	380.00
501	8	1980	2	380.00
501	8	1980	3	380.00
501	8	1980	4	380.00
501	9	1980	1	1.59
501	9	1980	2	1.59
