minfd	nutrient	styr	stqtr	nutcvf
401	2	1998	1	17.00
401	2	1998	2	19.00
401	2	1998	3	20.00
401	2	1998	4	19.00
401	3	1998	1	22.00
401	3	1998	2	21.00
401	3	1998	3	22.00
401	3	1998	4	23.00
401	4	1998	1	13.89
401	4	1998	2	13.19
401	4	1998	3	13.79
401	4	1998	4	14.29
401	5	1998	1	6.39
401	5	1998	2	6.09
401	5	1998	3	6.39
401	5	1998	4	6.59
401	6	1998	1	0.59
401	6	1998	2	0.59
401	6	1998	3	0.59
401	6	1998	4	0.59
401	7	1998	1	27.00
401	7	1998	2	27.00
401	7	1998	3	27.00
401	7	1998	4	26.00
401	8	1998	1	380.00
401	8	1998	2	370.00
401	8	1998	3	380.00
401	8	1998	4	390.00
401	9	1998	1	1.56
401	9	1998	2	1.55
401	9	1998	3	1.60
401	9	1998	4	1.60
401	10	1998	1	600.00
401	10	1998	2	600.00
401	10	1998	3	600.00
401	10	1998	4	600.00
401	11	1998	1	0.29
401	11	1998	2	0.29
401	11	1998	3	0.29
401	11	1998	4	0.29
401	12	1998	1	230.00
401	12	1998	2	330.00
401	12	1998	3	380.00
401	12	1998	4	270.00
401	13	1998	1	70.00
401	13	1998	2	70.00
401	13	1998	3	210.00
401	13	1998	4	210.00
401	14	1998	1	240.00
401	14	1998	2	350.00
401	14	1998	3	420.00
401	14	1998	4	300.00
401	15	1998	1	0.19
401	15	1998	2	0.19
401	15	1998	3	0.19
401	15	1998	4	0.19
401	16	1998	1	0.97
401	16	1998	2	0.97
401	16	1998	3	0.97
401	16	1998	4	0.97
401	17	1998	1	0.39
401	17	1998	2	0.39
401	17	1998	3	0.39
401	17	1998	4	0.39
401	18	1998	1	274.00
401	18	1998	2	274.00
401	18	1998	3	274.00
401	18	1998	4	274.00
401	19	1998	1	5.00
401	19	1998	2	5.00
401	19	1998	3	4.89
401	19	1998	4	5.00
401	20	1998	1	4.00
401	20	1998	2	4.00
401	20	1998	3	4.00
401	20	1998	4	4.00
401	21	1998	1	0.14
401	21	1998	2	0.18
401	21	1998	3	0.18
401	21	1998	4	0.14
401	22	1998	1	31.00
401	22	1998	2	31.00
401	22	1998	3	31.00
401	22	1998	4	31.00
402	2	1998	1	18.80
402	2	1998	2	18.80
402	2	1998	3	18.80
402	2	1998	4	18.80
402	3	1998	1	24.00
402	3	1998	2	23.60
402	3	1998	3	23.90
402	3	1998	4	24.70
402	4	1998	1	16.40
402	4	1998	2	14.20
402	4	1998	3	15.00
402	4	1998	4	15.67
402	5	1998	1	6.20
402	5	1998	2	6.20
402	5	1998	3	6.60
402	5	1998	4	6.80
402	6	1998	1	0.80
402	6	1998	2	0.80
402	6	1998	3	0.71
402	6	1998	4	0.80
402	7	1998	1	28.10
402	7	1998	2	20.00
402	7	1998	3	28.10
402	7	1998	4	28.10
402	8	1998	1	410.00
402	8	1998	2	380.00
402	8	1998	3	390.00
402	8	1998	4	403.00
402	9	1998	1	1.80
402	9	1998	2	1.64
402	9	1998	3	1.65
402	9	1998	4	1.68
402	10	1998	1	730.00
402	10	1998	2	680.00
402	10	1998	3	674.00
402	10	1998	4	690.00
402	11	1998	1	0.29
402	11	1998	2	0.29
402	11	1998	3	0.29
402	11	1998	4	0.29
402	12	1998	1	160.00
402	12	1998	2	210.00
402	12	1998	3	160.00
402	12	1998	4	160.00
402	13	1998	1	80.00
402	13	1998	2	140.00
402	13	1998	3	150.00
402	13	1998	4	80.00
402	14	1998	1	180.00
402	14	1998	2	230.00
402	14	1998	3	180.00
402	14	1998	4	170.00
402	15	1998	1	0.16
402	15	1998	2	0.21
402	15	1998	3	0.16
402	15	1998	4	0.16
402	16	1998	1	1.24
402	16	1998	2	1.30
402	16	1998	3	1.58
402	16	1998	4	1.40
402	17	1998	1	0.39
402	17	1998	2	0.49
402	17	1998	3	0.49
402	17	1998	4	0.49
402	18	1998	1	263.00
402	18	1998	2	263.00
402	18	1998	3	263.00
402	18	1998	4	263.00
402	19	1998	1	4.20
402	19	1998	2	3.60
402	19	1998	3	4.60
402	19	1998	4	5.20
402	20	1998	1	10.00
402	20	1998	2	10.00
402	20	1998	3	10.00
402	20	1998	4	10.00
402	21	1998	1	0.17
402	21	1998	2	0.17
402	21	1998	3	0.17
402	21	1998	4	0.17
402	22	1998	1	41.00
402	22	1998	2	23.40
402	22	1998	3	50.00
402	22	1998	4	60.00
402	23	1998	1	260.00
402	23	1998	2	260.00
402	23	1998	3	250.00
402	23	1998	4	240.00
402	29	1998	1	30.00
402	29	1998	2	22.80
402	29	1998	3	25.20
402	29	1998	4	27.60
402	31	1998	1	30.00
402	31	1998	2	22.80
402	31	1998	3	25.20
402	31	1998	4	27.60
402	36	1998	1	960.00
402	36	1998	2	890.00
402	36	1998	3	870.00
402	36	1998	4	900.00
402	37	1998	1	64.50
402	37	1998	2	64.50
402	37	1998	3	64.50
402	37	1998	4	64.50
402	39	1998	1	3.00
402	39	1998	2	2.35
402	39	1998	3	2.35
402	39	1998	4	2.35
402	40	1998	1	0.42
402	40	1998	2	0.35
402	40	1998	3	0.35
402	40	1998	4	0.35
402	41	1998	1	10.00
402	41	1998	2	2.30
402	41	1998	3	10.00
402	41	1998	4	2.30
402	42	1998	1	570.00
402	42	1998	2	550.00
402	42	1998	3	520.00
402	42	1998	4	550.00
402	44	1998	1	13.00
402	44	1998	2	11.14
402	44	1998	3	15.20
402	44	1998	4	19.40
402	45	1998	1	3.46
402	45	1998	2	2.64
402	45	1998	3	3.98
402	45	1998	4	3.58
402	46	1998	1	0.52
402	46	1998	2	0.64
402	46	1998	3	0.32
402	46	1998	4	0.30
402	47	1998	1	70.00
402	47	1998	2	82.10
402	47	1998	3	90.00
402	47	1998	4	82.10
403	2	1998	1	18.80
403	2	1998	2	18.80
403	2	1998	3	18.80
403	2	1998	4	18.80
403	3	1998	1	24.00
403	3	1998	2	23.60
403	3	1998	3	23.90
403	3	1998	4	24.70
403	4	1998	1	16.40
403	4	1998	2	14.20
403	4	1998	3	15.00
403	4	1998	4	15.67
403	5	1998	1	6.20
403	5	1998	2	6.20
403	5	1998	3	6.60
403	5	1998	4	6.80
403	6	1998	1	0.80
403	6	1998	2	0.80
403	6	1998	3	0.71
403	6	1998	4	0.80
403	7	1998	1	28.10
403	7	1998	2	20.00
403	7	1998	3	28.10
403	7	1998	4	28.10
403	8	1998	1	410.00
403	8	1998	2	380.00
403	8	1998	3	390.00
403	8	1998	4	403.00
