hhno	visgpno	sex	age	occ	soc	dact	nbalvis
80001	4	1	0	9995		0	24
80001	5	2	0	9995		0	4
80002	3	1	0	9995		0	26
80002	4	2	0	9995		0	6
80004	5	2	0	9995		0	4
80004	6	1	0	9995		0	2
80005	7	2	1	9995		0	7
80005	8	2	0	9995		0	7
80005	9	2	1	9985		0	4
80007	3	2	0	9995		0	15
80007	4	1	0	9995		0	10
80007	5	2	1	9985		0	5
80007	6	2	1	9985		0	5
80007	7	1	1	9985		0	5
80007	8	1	1	9985		0	5
80010	2	2	0	9995		0	23
80011	3	1	0	9995		0	32
80012	5	1	0	9995		0	2
80015	4	1	0	9995		0	25
80019	3	2	0	9995		0	9
80019	4	2	0	9985		0	5
80019	5	1	0	9995		0	5
80021	5	2	0	9995		0	9
80021	6	1	1	9995		0	9
80025	3	1	0	9995		0	11
80025	4	2	0	9995		0	8
80027	5	1	0	9995		0	6
80030	3	2	0	9995		0	41
80030	4	1	0	9995		0	41
80032	7	2	1	9985		0	5
80032	8	2	1	9985		0	5
80034	5	2	1	9985		0	5
80034	6	2	0	9995		0	5
80034	7	1	0	9995		0	5
80035	3	2	1	9985		0	5
80035	4	2	0	9995		0	5
80035	5	1	0	9995		0	10
80041	3	2	0	9995		0	16
80041	4	1	0	9995		0	5
80042	3	1	0	9995		0	4
80045	3	2	0	9995		0	28
80045	4	1	0	9985		0	16
80048	2	1	0	9995		0	50
80048	3	1	0	9995		0	50
80048	4	1	0	9995		0	2
80049	3	1	0	9995		0	5
80049	4	2	0	9995		0	4
80051	3	2	0	9995		0	21
80051	4	2	1	9985		0	21
80051	5	2	1	9985		0	21
80051	6	1	0	9995		0	21
80053	2	2	1	9985		0	26
80053	3	2	1	9985		0	4
80054	5	1	0	9995		0	50
80054	6	2	0	9995		0	50
80054	7	1	0	9995		0	1
80054	8	2	0	9995		0	1
80056	5	1	0	9995		0	5
80056	6	2	0	9995		0	15
80056	7	1	1	9985		0	5
80059	4	2	0	9995		0	9
80061	5	1	0	9995		0	5
80063	5	2	0	9995		0	12
80063	6	1	0	9995		0	30
80065	2	2	0	9995		0	4
80066	5	2	0	9995		0	7
80066	6	1	0	9995		0	7
80067	3	1	0	9995		0	5
80067	4	2	0	9995		0	5
80068	4	1	1	9985		0	16
80070	4	1	0	9995		0	9
80074	3	1	0	9995		0	2
80075	3	1	0	9995		0	4
80076	5	2	0	9995		0	5
80077	3	1	0	9995		0	4
80078	4	2	0	9995		0	5
80079	5	2	0	9995		0	26
80079	6	1	0	9995		0	11
80079	7	2	1	9985		0	12
80079	8	1	1	9985		0	14
80079	9	1	1	9985		0	9
80079	10	2	1	9985		0	14
80080	5	1	1	9985		0	5
80081	5	2	0	9995		0	5
80083	3	2	0	9995		0	6
80095	3	1	0	9995		0	5
80095	4	2	0	9995		0	5
80096	4	2	0	9995		0	5
80097	5	2	1	9995		0	15
80097	6	1	0	9995		0	17
80106	7	2	1	9995		0	20
80106	8	1	1	9995		1	28
80112	3	2	1	9985		0	43
80112	4	2	1	9985		0	21
80112	5	2	0	9995		0	11
80112	6	1	0	9995		0	2
80112	7	2	1	9985		0	9
80112	8	1	1	9985		0	9
80115	4	1	0	9995		0	14
80115	5	2	0	9995		0	14
80117	4	2	0	9995		0	4
80117	5	1	0	9995		0	4
80118	6	2	0	9995		0	10
80118	7	1	0	9995		0	15
80119	4	2	0	9995		0	12
80119	5	1	0	9995		0	50
80119	6	1	0	9995		0	50
80119	7	1	0	9995		0	41
80120	5	1	1	9995		0	24
80121	3	1	1	9985		0	45
80121	4	1	1	9985		0	45
80121	5	1	0	9995		0	17
80121	6	2	0	9995		0	17
80122	4	2	0	9995		0	7
80122	5	1	0	9995		0	2
80123	4	2	0	9995		0	4
80123	5	1	0	9995		0	2
80123	6	1	1	9985		0	2
80124	5	1	0	9995		0	5
80124	6	2	0	9995		0	9
80124	7	2	1	9985		0	5
80124	8	2	1	9985		0	5
80124	9	2	1	9985		0	4
80124	10	1	1	9985		0	4
80124	11	2	1	9985		0	4
80125	3	2	0	9995		0	4
80129	5	2	0	9995		0	9
80137	7	1	1	9985		0	5
80137	8	1	1	9985		0	4
80140	3	2	0	9995		0	23
80141	3	2	0	9995		0	5
80142	3	1	0	9995		0	4
80142	4	2	0	9995		0	8
80143	4	1	0	9995		0	40
80143	5	2	0	9995		0	9
80144	3	1	0	9995		0	5
80144	4	2	0	9995		0	5
80148	7	2	0	9995		0	3
80150	5	2	1	9985		0	5
80151	2	1	0	9995		0	34
80152	3	1	0	9995		0	9
80152	4	2	0	9995		0	9
80153	6	1	0	9995		0	2
80153	7	2	0	9995		0	2
80153	8	1	1	9985		0	2
