hhno	Pregnancy_in_household	Child(ren)_under_2
130816	No	No
130817	No	Yes
130818	No	No
130819	No	No
130820	No	No
130821	No	No
130822	No	No
130823	No	No
130824	No	No
130825	No	No
130826	No	No
130827	No	No
130828	No	No
130829	No	No
130830	No	No
130831	No	No
130832	No	No
130833	No	No
130834	No	No
130835	No	No
130836	No	No
130837	No	No
130838	No	No
130839	No	No
130840	No	No
130841	No	No
130842	No	No
130843	No	No
130844	No	No
130845	No	No
130846	No	Yes
130847	No	No
130848	No	Yes
130849	No	No
130850	No	Yes
130851	No	No
130852	No	No
130853	No	No
130854	No	No
130855	No	No
130856	No	No
130857	No	No
130858	No	No
130859	No	No
130860	No	No
130861	No	No
130862	No	No
130863	No	No
130864	No	No
130865	No	No
130866	No	No
130867	No	No
130868	No	No
130869	No	No
130870	No	No
130871	No	No
130872	No	Yes
130873	No	No
130874	No	Yes
130875	No	No
130876	No	No
130877	No	No
130878	No	No
130879	No	No
130880	No	No
130881	No	No
130882	Yes	No
130883	No	No
130884	No	No
130885	No	No
130886	No	No
130887	No	No
130888	No	No
130889	No	No
130890	No	No
130891	No	No
130892	No	No
130893	No	No
130894	No	No
130895	No	No
130896	Yes	No
130897	No	No
130898	No	No
130899	No	No
130900	No	No
130901	No	No
130902	No	No
130903	No	No
130904	No	No
130905	No	Yes
130906	No	No
130907	No	No
130908	No	No
130909	No	No
130910	No	No
130911	No	No
130912	No	No
130913	No	No
130914	No	No
130915	No	No
130916	No	No
130917	No	No
130918	No	No
130919	No	No
130920	No	No
130921	No	No
130922	No	No
130923	No	No
130924	No	No
130925	No	No
130926	No	Yes
130927	No	No
130928	No	No
130929	No	No
130930	No	No
130931	No	No
130932	No	No
130933	No	No
130934	No	No
130935	No	No
130936	No	No
130937	No	No
130938	No	No
130939	No	No
130940	No	No
130941	No	No
130942	No	No
130943	No	Yes
130944	No	No
130945	Yes	No
130946	No	No
130947	No	No
130948	No	No
130949	No	No
130950	Yes	No
130951	No	No
130952	No	No
130953	No	No
130954	No	No
130955	No	Yes
130956	No	No
130957	No	No
130958	No	No
130959	No	No
130960	No	No
130961	No	No
130962	No	No
130963	No	No
130964	No	No
130965	No	No
130966	No	No
130967	No	No
130968	No	No
130969	No	No
130970	No	No
130971	No	No
130972	No	Yes
130973	No	No
130974	No	No
130975	No	No
130976	No	No
130977	No	Yes
130978	No	No
130979	No	No
130980	No	No
130981	No	No
130982	No	Yes
130983	No	No
130984	No	No
130985	No	No
130986	No	No
130987	No	No
130988	No	No
130989	No	No
130990	No	No
130991	No	No
130992	No	No
130993	No	No
130994	No	No
130995	No	No
130996	No	No
130997	No	No
130998	No	No
130999	No	No
131000	No	No
131001	No	No
131002	No	No
131003	No	No
131004	No	No
131005	No	No
131006	No	No
131007	No	No
131008	No	No
131009	No	No
131010	No	Yes
131011	No	No
131012	No	No
131013	No	No
131014	No	No
131015	No	No
131016	No	No
131017	No	No
131018	No	No
131019	No	No
131020	No	No
131021	No	No
131022	No	No
131023	No	No
131024	No	No
131025	No	No
131026	No	No
131027	No	No
131028	No	No
131029	No	No
131030	No	No
131031	No	No
131032	No	No
131033	No	No
131034	No	No
131035	No	No
131036	No	No
131037	No	No
131038	No	No
131039	No	No
131040	No	No
131041	No	No
131042	No	No
131043	No	No
131044	No	No
131045	No	No
131046	No	No
131047	No	No
131048	No	Yes
131049	No	No
131050	No	No
131051	No	No
131052	No	No
131053	No	No
131054	No	No
131055	No	No
131056	No	No
131057	No	No
131058	No	No
131059	No	No
131060	No	No
131061	No	No
131062	No	No
131063	No	No
131064	No	No
131065	No	No
131066	No	No
131067	No	No
131068	No	Yes
131069	No	No
131070	No	No
131071	No	No
131072	No	No
