hhno	visgpno	sex	age	occ	soc	dact	nbalvis
261117	1	1	0		7		7
261121	1	2	0		7		4
261122	1	1			6		3
261122	2	1			6		7
261122	3	1			6		6
261123	1	2	0		7		6
261123	2	1	0		7		6
261125	1	1			6		17
261131	1	1	0		7		4
261131	2	2	0		7		4
261131	3	1			6		12
261140	1	1	0		7		7
261141	1	2	0		7		7
261141	2	1	0		7		7
261147	1	1	0		7		4
261147	2	2	0		7		8
261147	3	1			6		42
261149	1	2			6		7
261149	2	1	0		7		7
261150	1	2			6		3
261150	2	2			6		7
261152	1	2	0		7		17
261153	1	1	0		7		7
261154	1	2	0		7		11
261155	1	2			6		7
261156	1	1	0		7		11
261157	1	1			6		14
261158	1	1			6		25
261158	2	2			6		21
261165	1	1	0		7		3
261165	2	2	0		7		3
261166	1	1	0		7		7
261168	1	1	0		7		7
261168	2	2	0		7		7
261168	3	1			6		7
261168	4	1			6		7
261168	5	2			6		7
261168	6	2			6		7
261169	1	2	0		7		14
261171	1	2	0		7		12
261182	1	1	0		7		7
261182	2	2	0		7		14
261184	1	1			6		10
261186	1	1	0		7		7
261187	1	2	0		7		31
261189	1	1	0		7		7
261190	1	2	0		7		4
261190	2	1	0		7		11
261191	1	1	0		7		46
261191	2	2	0		7		7
261191	3	1			6		7
261191	4	2			6		4
261191	5	2			6		4
261193	1	1			6		21
261193	2	1			6		11
261193	3	1	0		7		4
261195	1	2			6		14
261195	2	1			6		21
261196	1	1	0		7		14
261199	1	1			6		28
261199	2	1			6		14
261199	3	2	0		7		7
261199	4	1	0		7		7
261202	1	1			6		14
261202	2	2			6		14
261203	1	2			6		7
261203	2	1			6		7
261204	1	2	0		7		8
261204	2	2			6		8
261204	3	1			6		8
261205	1	2			6		4
261205	2	2			6		4
261205	3	2	0		7		8
261205	4	1	0		7		15
261206	1	1	0		7		7
261208	1	2	0		7		4
261210	1	2	0		7		11
261210	2	1	0		7		4
261215	1	1	0		7		19
261215	2	2	0		7		4
261217	1	2	0		7		19
261217	2	1	0		7		14
261217	3	2			6		15
261219	1	2			6		10
261223	1	1			6		7
261223	2	1	0		7		4
261223	3	2	0		7		4
261224	1	2	0		7		18
261227	1	1			6		3
261229	1	2			6		11
261229	2	2	0		7		7
261229	3	1	0		7		7
261231	1	2			6		7
261231	2	1			6		7
261235	1	2	0		7		7
261236	1	2	0		7		4
261236	2	1			6		7
261236	3	1			6		7
261237	1	2	0		7		4
261240	1	2			6		7
261240	2	2	0		7		14
261241	1	1	0		7		11
261245	1	2	0		7		8
261246	1	2	0		7		7
261246	2	1	0		7		7
261249	1	1			6		4
261249	2	2			6		7
261249	3	2	0		7		4
261253	1	2	0		7		18
261254	1	1			6		4
261259	1	1			6		7
261259	2	2			6		7
261261	1	2	0		7		35
261262	1	2	0		7		7
261262	2	1	0		7		7
261263	1	1	0		7		14
261263	2	2	0		7		84
261264	1	2	0		7		17
261265	1	1	0		7		7
261265	2	2	0		7		7
261266	1	2	0		7		11
261272	1	1	0		7		7
261273	1	2	0		7		7
261273	2	1	0		7		7
261277	1	1	0		7		27
261278	1	1	0		7		7
261278	2	2	0		7		7
261280	1	1	0		7		7
261280	2	2	0		7		39
261280	3	2			6		7
261286	1	1	0		7		11
261286	2	2	0		7		7
261288	1	1	0		7		11
261288	2	2			6		7
261290	1	1	0		7		7
261290	2	2	0		7		7
261293	1	2	0		7		8
261293	2	1	0		7		4
261293	3	2			6		18
261293	4	2			6		18
261293	5	2			6		4
261293	6	2			6		4
261295	1	2	0		7		14
261298	1	1	0		7		68
261298	2	2	0		7		21
261299	1	2	0		7		11
261300	1	1	0		7		14
261301	1	1	0		7		14
261301	2	1			6		7
261301	3	2	0		7		7
261302	1	2	0		7		38
261303	1	1	0		7		4
261303	2	2	0		7		4
261303	3	1			6		4
261303	4	2			6		4
261304	1	1	0		7		25
261304	2	2	0		7		25
261305	1	1	0		7		7
261305	2	2	0		7		7
261306	1	2	0		7		4
261313	1	2			6		7
261315	1	1	0		7		4
261316	1	1			6		7
261318	1	1	0		7		7
261320	1	1	0		7		7
261320	2	2			6		7
261323	1	1	0		7		7
261323	2	2	0		7		7
261324	1	2			6		11
261324	2	1			6		11
261324	3	2	0		7		7
261324	4	1	0		7		7
261325	1	1	0		7		35
261326	1	2	0		7		7
261326	2	1	0		7		7
261326	3	2			6		7
261326	4	1	0		7		3
261327	1	1	0		7		14
261327	2	2	0		7		7
261330	1	1	0		7		4
261330	2	2	0		7		4
261334	1	2	0		7		10
261335	1	2	0		7		28
261335	2	1	0		7		21
261337	1	1	0		7		14
261337	2	2	0		7		42
261337	3	1			6		7
261337	4	1			6		14
261342	1	1	0		7		4
261344	1	2	0		7		14
261344	2	1			6		7
261344	3	1			6		7
261345	1	2	0		7		7
261346	1	1	0		7		18
261351	1	2	0		7		7
261354	1	1	0		7		43
261354	2	2	0		7		4
261356	1	2			6		3
261357	1	1	0		7		8
261359	1	2	0		7		28
261359	2	1	0		7		28
261359	3	2			6		21
261359	4	2			6		21
261359	5	1			6		7
261359	6	1			6		7
261360	1	1	0		7		27
261360	2	2	0		7		48
261363	1	2	0		7		9
261363	2	1	0		7		13
261364	1	1	0		7		14
261364	2	2	0		7		14
261365	1	2	0		7		7
261366	1	1	0		7		4
261367	1	2	0		7		30
261371	1	2	0		7		7
261371	2	2			6		4
261371	3	1	0		7		3
261372	1	1	0		7		4
261374	1	2	0		7		4
261381	1	2	0		7		4
261382	1	2			6		28
261383	1	2	0		7		7
261384	1	2	0		7		8
261386	1	1	0		7		21
261386	2	2	0		7		21
261388	1	1	0		7		77
261388	2	2	0		7		35
261389	1	2	0		7		4
261397	1	2	0		7		7
261405	1	2	0		7		7
261407	1	2	0		7		4
261408	1	2	0		7		4
261411	1	2	0		7		8
261411	2	2			6		22
261411	3	1			6		14
261411	4	1			6		14
261411	5	1			6		26
261411	6	1			6		4
261416	1	2	0		7		4
261417	1	1	0		7		4
261417	2	2	0		7		7
261419	1	1	0		7		10
261419	2	2	0		7		10
261423	1	1	0		7		11
261423	2	2	0		7		18
261424	1	1	0		7		7
261427	1	1	0		7		14
261427	2	2	0		7		30
261427	3	2			6		7
261427	4	2			6		7
261427	5	1			6		7
261427	6	2			6		7
261427	7	1			6		7
261432	1	2			6		32
261432	2	2	0		7		4
261435	1	2	0		7		12
261437	1	2	0		7		4
261438	1	1	0		7		7
261438	2	1			6		7
261438	3	1			6		7
261438	4	2	0		7		4
261438	5	2			6		4
261439	1	1	0		7		4
261439	2	2	0		7		4
261440	1	1	0		7		7
261440	2	2	0		7		7
261442	1	2	0		7		40
261442	2	2			6		11
261442	3	2			6		11
261442	4	1	0		7		22
261443	1	1	0		7		4
261443	2	2	0		7		4
261444	1	1			6		25
261444	2	2			6		25
261452	1	2			6		4
261452	2	2			6		4
261453	1	1	0		7		12
261456	1	2	0		7		8
261456	2	1	0		7		8
261456	3	1			6		8
261456	4	1			6		8
261458	1	1	0		7		4
261460	1	1			6		21
261463	1	2	0		7		14
261464	1	1	0		7		14
261464	2	2	0		7		21
261464	3	1			6		7
261466	1	2	0		7		7
261466	2	2			6		7
261467	1	2	0		7		7
261468	1	2	0		7		7
261468	2	1	0		7		7
261469	1	2	0		7		31
261470	1	1	0		7		7
261470	2	1	0		7		14
261474	1	1			6		8
261474	2	2			6		28
261474	3	2	0		7		4
261476	1	1			6		15
261476	2	2			6		7
261476	3	2			6		7
261478	1	1	0		7		7
261478	2	2	0		7		17
261478	3	1	0		7		7
261479	1	2	0		7		7
261482	1	1			6		25
261482	2	1			6		25
261482	3	2	0		7		11
261482	4	2			6		11
261482	5	1			6		11
261482	6	2	0		7		7
261484	1	2	0		7		14
261484	2	1			6		8
261485	1	1	0		7		56
261486	1	2	0		7		4
261486	2	2			6		4
261489	1	2	0		7		7
261490	1	2	0		7		11
261490	2	1	0		7		11
261490	3	2	0		7		7
261491	1	1	0		7		4
261491	2	1	0		7		4
261491	3	1	0		7		7
261494	1	1			6		25
261494	2	2			6		25
261494	3	2			6		25
261499	1	1			6		10
261502	1	1	0		7		4
261502	2	2	0		7		4
261504	1	1			6		4
261504	2	1	0		7		4
261505	1	1			6		4
261505	2	2			6		4
261508	1	1	0		7		7
261510	1	2			6		14
261510	2	2			6		7
261510	3	1			6		14
261519	1	2	0		7		4
261520	1	1	0		7		7
261520	2	2	0		7		7
261523	1	2			6		17
261525	1	2	0		7		14
261525	2	1			6		14
261525	3	2			6		14
261525	4	2			6		14
261525	5	2			6		14
261526	1	2	0		7		21
261526	2	2			6		10
261528	1	1	0		7		32
261528	2	2			6		25
261528	3	2			6		18
261531	1	2	0		7		7
261532	1	1	0		7		7
261533	1	2	0		7		12
261535	1	1	0		7		48
261537	1	2	0		7		14
261537	2	2			6		7
261537	3	2			6		7
261541	1	2			6		4
261546	1	1	0		7		7
261546	2	2	0		7		14
261546	3	2			6		14
261546	4	2			6		7
261546	5	1			6		7
261547	1	1			6		7
261550	1	2	0		7		27
261553	1	2	0		7		21
261553	2	2	0		7		7
261554	1	2	0		7		14
261554	2	1			6		14
261559	1	1			6		3
261564	1	1	0		7		7
261565	1	1	0		7		4
261566	1	2	0		7		25
261566	2	2			6		35
261566	3	2			6		35
261569	1	2	0		7		8
261569	2	2	0		7		4
261571	1	2	0		7		21
261572	1	2	0		7		18
261573	1	2			6		7
261574	1	1			6		14
261574	2	1			6		14
261574	3	2			6		14
261576	1	2	0		7		11
261579	1	1	0		7		7
261579	2	2	0		7		7
261580	1	2			6		7
261580	2	2			6		7
261580	3	2	0		7		7
261580	4	1	0		7		4
261587	1	1	0		7		14
261587	2	2	0		7		14
261588	1	2			6		14
261588	2	2	0		7		4
261588	3	1			6		4
261588	4	1	0		7		4
261590	1	1			6		7
261591	1	2	0		7		7
261591	2	1			6		3
261593	1	2	0		7		15
261593	2	1	0		7		4
261593	3	2			6		11
261593	4	2			6		4
261597	1	1	0		7		4
261598	1	1	0		7		34
261598	2	2	0		7		10
261600	1	2	0		7		7
261601	1	1	0		7		14
261601	2	2	0		7		4
261608	1	2			6		3
261611	1	2	0		7		14
261611	2	1	0		7		7
261611	3	1			6		7
261614	1	1			6		3
261616	1	1			6		7
261616	2	1	0		7		14
261619	1	2			6		21
261623	1	1	0		7		7
261623	2	2	0		7		7
261623	3	2			6		7
261623	4	2			6		7
261625	1	2	0		7		7
261626	1	1	0		7		14
261627	1	1	0		7		11
261627	2	2	0		7		7
261635	1	2	0		7		8
261635	2	1			6		7
261635	3	1	0		7		7
261641	1	1	0		7		31
261641	2	2	0		7		18
261641	3	2			6		7
261642	1	1			6		3
261648	1	1	0		7		7
261648	2	2	0		7		7
261648	3	1			6		7
261650	1	1	0		7		8
261651	1	2	0		7		7
261655	1	2	0		7		4
261657	1	1			6		4
261657	2	1			6		4
261658	1	1	0		7		17
261658	2	2	0		7		31
261660	1	2	0		7		11
261661	1	1	0		7		7
261661	2	2	0		7		14
261662	1	2	0		7		72
261662	2	1	0		7		21
261662	3	1			6		72
261662	4	2			6		49
261662	5	1			6		7
261665	1	2	0		7		27
261665	2	1	0		7		14
261665	3	1			6		4
261665	4	2			6		4
261665	5	2			6		7
261666	1	1			6		12
261668	1	2	0		7		7
261668	2	1	0		7		7
261670	1	1	0		7		30
261671	1	1	0		7		28
261674	1	1	0		7		4
261675	1	2	0		7		4
261677	1	1			6		11
261677	2	1			6		7
261677	3	1			6		14
261677	4	2			6		14
261677	5	1	0		7		4
261678	1	2			6		12
261678	2	2			6		4
261680	1	1	0		7		7
261684	1	1	0		7		14
261686	1	2	0		7		11
261686	2	1			6		11
261686	3	2			6		11
261686	4	2			6		11
261687	1	1	0		7		11
261690	1	1	0		7		32
261690	2	1			6		18
261690	3	2			6		18
261691	1	2	0		7		8
261691	2	2			6		33
261691	3	1			6		15
261691	4	1	0		7		4
261693	1	1			6		7
261693	2	2	0		7		4
261693	3	1	0		7		4
261702	1	1	0		7		4
261702	2	2	0		7		24
261703	1	2	0		7		35
261703	2	1			6		7
261704	1	1			6		3
261705	1	2	0		7		4
261705	2	1	0		7		7
261706	1	1	0		7		60
261707	1	2	0		7		4
261713	1	1			6		9
261713	2	2	0		7		11
261714	1	2	0		7		21
261714	2	1	0		7		7
261715	1	1	0		7		11
261715	2	2	0		7		21
261716	1	2	0		7		10
261717	1	2	0		7		10
261718	1	2			6		3
261718	2	2			6		3
261720	1	1			6		14
261720	2	2	0		7		7
261721	1	2	0		7		7
261722	1	1	0		7		7
261722	2	2	0		7		7
261722	3	1			6		7
261722	4	1			6		7
261725	1	1	0		7		8
261726	1	1	0		7		4
261727	1	1	0		7		10
261727	2	2	0		7		3
261728	1	1	0		7		7
261728	2	2	0		7		7
261733	1	1	0		7		18
261736	1	2	0		7		52
261736	2	1			6		14
