minfd	nutrient	styr	stqtr	nutcvf
401	2	1991	1	17.00
401	2	1991	2	19.00
401	2	1991	3	20.00
401	2	1991	4	19.00
401	3	1991	1	22.00
401	3	1991	2	21.00
401	3	1991	3	22.00
401	3	1991	4	23.00
401	4	1991	1	13.89
401	4	1991	2	13.19
401	4	1991	3	13.79
401	4	1991	4	14.29
401	5	1991	1	6.39
401	5	1991	2	6.09
401	5	1991	3	6.39
401	5	1991	4	6.59
401	6	1991	1	0.59
401	6	1991	2	0.59
401	6	1991	3	0.59
401	6	1991	4	0.59
401	7	1991	1	27.00
401	7	1991	2	27.00
401	7	1991	3	27.00
401	7	1991	4	26.00
401	8	1991	1	380.00
401	8	1991	2	370.00
401	8	1991	3	380.00
401	8	1991	4	390.00
401	9	1991	1	1.56
401	9	1991	2	1.55
401	9	1991	3	1.60
401	9	1991	4	1.60
401	10	1991	1	600.00
401	10	1991	2	600.00
401	10	1991	3	600.00
401	10	1991	4	600.00
401	11	1991	1	0.29
401	11	1991	2	0.29
401	11	1991	3	0.29
401	11	1991	4	0.29
401	12	1991	1	230.00
401	12	1991	2	330.00
401	12	1991	3	380.00
401	12	1991	4	270.00
401	13	1991	1	70.00
401	13	1991	2	70.00
401	13	1991	3	210.00
401	13	1991	4	210.00
401	14	1991	1	240.00
401	14	1991	2	350.00
401	14	1991	3	420.00
401	14	1991	4	300.00
401	15	1991	1	0.19
401	15	1991	2	0.19
401	15	1991	3	0.19
401	15	1991	4	0.19
401	16	1991	1	0.97
401	16	1991	2	0.97
401	16	1991	3	0.97
401	16	1991	4	0.97
401	17	1991	1	0.39
401	17	1991	2	0.39
401	17	1991	3	0.39
401	17	1991	4	0.39
401	18	1991	1	274.00
401	18	1991	2	274.00
401	18	1991	3	274.00
401	18	1991	4	274.00
401	19	1991	1	5.00
401	19	1991	2	5.00
401	19	1991	3	4.89
401	19	1991	4	5.00
401	20	1991	1	4.00
401	20	1991	2	4.00
401	20	1991	3	4.00
401	20	1991	4	4.00
401	21	1991	1	0.14
401	21	1991	2	0.18
401	21	1991	3	0.18
401	21	1991	4	0.14
401	22	1991	1	31.00
401	22	1991	2	31.00
401	22	1991	3	31.00
401	22	1991	4	31.00
402	2	1991	1	19.00
402	2	1991	2	19.00
402	2	1991	3	19.00
402	2	1991	4	19.00
402	3	1991	1	24.00
402	3	1991	2	24.00
402	3	1991	3	24.00
402	3	1991	4	24.00
402	4	1991	1	14.79
402	4	1991	2	14.79
402	4	1991	3	14.79
402	4	1991	4	14.79
402	5	1991	1	6.79
402	5	1991	2	6.79
402	5	1991	3	6.79
402	5	1991	4	6.79
402	6	1991	1	0.69
402	6	1991	2	0.69
402	6	1991	3	0.69
402	6	1991	4	0.69
402	7	1991	1	28.00
