hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
150001		0	12	1987	1		1	5	2		3	1944		1	0	9	2	1	6	5	1	1	0	0	1	1	Wales	11	5	2	3	1	2	1/1/1540 00:00:00		1	1	0	0	0	0	2	5	0	2							0
150002		0	12	1987	1		1	1	1		7	9945		0	3	2	1	1	6	6	0	1	0	1	1	1	Wales	11	6	4	1	1	4	1/1/1540 00:00:00		1	0	0	0	0	0	2	5	2	2							0
150003		0	12	1987	1		1	5	2		8	9935		0	0	9	1	1	5	5	1	1	0	1	0	1	Wales	11	5	5	3	1	0	1/1/1540 00:00:00		1	0	0	0	0	0	2	5	0	2							0
150004		0	12	1987	1		1	1	3		3	754		2	0	9	2	1	3	2	1	1	1	0	0	1	Wales	11	2	2	4	3	10	2/1/1540 00:00:00		1	1	0	0	0	0	2	6	0	2							0
150005		0	12	1987	1		1	1	1		8	9945		1	1	1	2	1	6	6	0	1	0	1	1	1	Wales	11	6	5	1	1	0	2/1/1540 00:00:00		1	0	0	0	0	0	2	6	0	2							0
150006		0	12	1987	1		1	1	2		3	9965		1	0	9	2	1	6	5	1	1	0	0	1	1	Wales	11	5	2	3	1	2	2/1/1540 00:00:00		1	1	0	0	0	0	2	6	0	2							0
150007		0	12	1987	1		1	6	4		3	2604		2	0	9	2	1	3	3	1	1	2	0	0	1	Wales	11	3	2	5	4	14	1/1/1540 00:00:00		1	2	0	0	0	0	2	5	0	2							0
150008		0	12	1987	1		1	1	6		5	744		2	4	8	3	1	2	2	1	1	4	0	0	1	Wales	11	2	4	7	6	24	1/1/1540 00:00:00		1	1	0	0	0	0	1	5	0	2							1
150009		0	12	1987	1		1	1	2		7	9945		0	0	9	1	1	1	1	0	1	1	0	0	1	Wales	11	1	4	2	2	8	12/1/1540 00:00:00		1	0	0	0	0	0	2	2	0	2							0
150010		0	12	1987	1		1	5	5		4	2144		0	0	9	1	1	5	5	1	2	2	0	0	1	Wales	11	5	3	10	7	27	11/1/1540 00:00:00		1	2	0	0	0	0	2	1	0	2							0
