hhno	visgpno	sex	age	occ	soc	dact	nbalvis
40001	6	2	1	9995		0	3
40001	7	1	0	9995		0	11
40002	7	1	0	9995		0	9
40002	8	2	0	9995		0	9
40003	3	1	0	9995		0	19
40007	2	2	0	9995		0	49
40007	3	1	0	9995		0	32
40007	4	2	1	9985		0	9
40007	5	2	1	9985		0	23
40007	6	1	1	9985		0	9
40008	2	2	0	9995		0	23
40008	3	1	0	9995		0	5
40012	4	2	0	9995		0	17
40013	5	2	0	9995		0	6
40014	3	1	0	9995		0	12
40014	4	2	0	9995		0	23
40014	5	2	1	9985		0	4
40016	5	2	1	9985		0	4
40018	3	2	0	9995		0	50
40018	4	2	0	9995		0	17
40024	3	1	0	9995		0	11
40024	4	2	0	9995		0	4
40026	2	1	0	9995		0	7
40026	3	2	0	9995		0	18
40033	5	2	0	9995		0	17
40033	6	1	0	9995		0	7
40038	5	2	0	9995		0	28
40041	4	1	0	9995		0	2
40044	4	1	0	9995		0	5
40046	3	1	0	9995		0	32
40046	4	2	0	9995		0	23
40046	5	1	1	9985		0	23
40046	6	1	1	9985		0	23
40046	7	1	1	9985		0	23
40046	8	2	1	9985		0	4
40049	2	1	0	9995		0	5
40049	3	2	0	9995		0	5
40051	5	2	0	9995		0	10
40051	6	2	1	9995		0	28
40051	7	1	0	9995		0	28
40051	8	1	1	9985		0	28
40051	9	1	1	9985		0	28
40053	7	1	0	9995		0	2
40053	8	2	0	9995		0	2
40054	6	1	1	9985		0	12
40056	6	2	0	9995		0	6
40056	7	1	0	9995		0	4
40056	8	1	1	9995		0	22
40057	3	2	1	9985		0	31
40061	6	1	0	9995		0	9
40061	7	2	0	9995		0	9
40064	2	2	0	9995		0	4
40065	2	2	1	9985		0	33
40065	3	2	1	9985		0	33
40065	4	2	0	9995		0	50
40065	5	2	0	9995		0	16
40065	6	1	0	9995		0	26
40066	5	1	0	9995		0	10
40066	6	2	0	9995		0	10
40067	3	2	0	9995		0	7
40067	4	1	0	9995		0	7
40068	4	2	0	9995		0	40
40068	5	1	0	9995		0	5
40072	4	2	0	9995		0	5
40075	5	2	0	9995		0	11
40075	6	1	0	9995		0	11
40081	4	2	0	9995		0	42
40088	3	1	0	9995		0	24
40088	4	2	0	9995		0	7
40089	2	1	0	9995		0	19
40089	3	2	0	9995		0	4
40092	5	2	1	9985		0	17
40092	6	2	0	9995		0	21
40097	5	1	1	9985		0	4
40098	7	2	0	9995		0	18
40098	8	1	0	9995		0	12
40098	9	1	1	9985		0	7
40098	10	1	1	9985		0	7
40104	4	1	0	9995		0	11
40106	4	2	0	9995		0	50
40106	5	1	0	9995		0	50
40106	6	2	1	9985		0	5
40106	7	1	1	9985		0	5
40106	8	2	0	9995		0	6
40106	9	1	0	9995		0	6
40109	4	2	0	9995		0	15
40109	5	1	0	9995		0	15
40109	6	2	1	9985		0	5
40109	7	2	1	9985		0	5
40113	5	2	0	9995		0	4
40113	6	1	0	9995		0	2
40114	5	2	0	9995		0	30
40116	7	1	1	9985		0	4
40124	4	2	0	9995		0	4
40124	5	1	0	9995		0	6
