hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
190076		0	6	1991	4	1	1	6	3		5	9965	0	0	0	9	2	1	3	3	0	2	1	0	0	2	Wales	11	3	4	4	3	12	22/1/1540 00:00:00		0	1	0	0	0	0	2	1	2	2	0	0					0
190077		0	6	1991	4	0	1	2	1		7	9955	0	1	2	1	1	1	5	5	1	0	0	0	0	2	Wales	11	5	4	1	1	4	22/1/1540 00:00:00		0	0	0	0	0	0	2	1	0	2	0	0					0
190078		0	6	1991	4	0	1	1	2		7	9945	0	1	3	1	2	1	4	7	1	1	0	1	1	2	Wales	11	7	4	3	1	4	21/1/1540 00:00:00		0	0	0	0	0	0	2	1	0	2	0	0					0
190079		0	6	1991	4	1	1	5	4		3	2342	0	1	0	9	2	1	4	4	1	2	1	0	0	2	Wales	11	4	2	10	7	26	22/1/1540 00:00:00		0	3	0	0	0	0	2	1	0	2	0	0					0
190080		0	6	1991	4	0	1	1	2		8	9935	0	0	3	6	2	1	7	7	1	1	0	2	2	2	Wales	11	7	5	3	1	0	21/1/1540 00:00:00		0	0	0	0	0	0	2	1	0	2	0	0					0
190081		0	6	1991	4	1	1	5	2		4	744	0	2	0	9	2	1	5	5	1	1	0	0	0	2	Wales	11	5	3	3	1	3	21/1/1540 00:00:00		0	2	0	0	0	0	2	1	0	2	0	0					0
190082		0	6	1991	4	1	1	6	3		5	644	0	2	0	9	2	1	4	4	1	1	1	0	0	2	Wales	11	4	4	4	3	12	21/1/1540 00:00:00		0	2	0	0	0	0	2	1	0	2	0	0					0
190083		0	6	1991	5	1	1	5	3		3	9935	0	1	0	9	2	1	5	5	2	1	0	2	0	2	Wales	11	5	2	8	1	2	1/1/1540 00:00:00		0	1	0	0	0	0	2	4	2	2	-1	0					0
190084		0	6	1991	5	1	0	2	4		2	1544	0	2	9	7	2	1	2	2	1	1	2	0	0	2	Wales	11	2	1	5	4	13	1/1/1540 00:00:00		0	1	0	0	0	0	2	4	0	2	0	0					0
190085		0	6	1991	5	0	1	5	2		8	9935	0	0	3	6	2	1	7	6	1	1	0	2	2	2	Wales	11	6	5	3	1	0	2/1/1540 00:00:00		0	0	0	0	0	0	2	4	0	2	0	0					0
190086		0	6	1991	5	0	1	5	3		5	9995	0	1	0	9	2	1	4	5	1	2	0	0	0	2	Wales	11	5	4	8	1	4	1/1/1540 00:00:00		0	3	0	0	0	0	2	4	2	2	0	0					0
190087		0	6	1991	5	0	1	6	4		4	744	0	2	8	6	2	1	3	3	1	1	2	0	0	2	Wales	11	3	3	5	4	15	1/1/1540 00:00:00		0	2	0	0	0	0	2	4	0	2	0	0					0
190088		0	6	1991	5	0	1	6	4		4	744	0	2	4	7	2	1	3	3	1	1	2	0	0	2	Wales	11	3	3	5	4	15	2/1/1540 00:00:00		0	1	0	0	0	0	2	4	0	2	0	0					0
190089		0	6	1991	5	1	1	6	4		3	841	0	2	0	9	2	1	4	3	1	1	2	0	0	2	Wales	11	3	2	5	4	14	2/1/1540 00:00:00		0	2	0	0	0	0	2	4	0	2	0	0					0
190090		0	6	1991	5	0	1	5	3		4	9945	0	1	0	8	1	1	4	4	2	1	0	0	0	2	Wales	11	4	3	8	1	3	1/1/1540 00:00:00		0	3	0	0	0	0	1	4	0	2	-1	0					0
190091		0	6	1991	5	0	1	6	4		5	9975	0	1	0	8	2	1	3	3	1	1	2	0	0	2	Wales	11	3	4	5	4	16	2/1/1540 00:00:00		0	4	0	0	0	0	1	4	0	2	0	0					0
190092		0	6	1991	6	1	1	5	4		3	2422	0	1	7	6	2	1	3	3	1	1	2	0	0	2	Wales	11	3	2	5	4	14	17/1/1540 00:00:00		0	2	0	0	0	0	2	1	0	2	0	0					0
190093		0	6	1991	6	0	0	5	2		8	9995	0	0	0	9	2	1	7	7	1	1	0	0	2	2	Wales	11	7	5	3	1	0	16/1/1540 00:00:00		0	0	0	0	0	0	2	1	0	2	0	0					0
190094		0	6	1991	6	1	1	5	4		3	2244	0	1	0	9	2	1	4	4	2	1	1	0	0	2	Wales	11	4	2	10	7	26	17/1/1540 00:00:00		0	3	0	0	0	0	2	1	0	2	0	0					0
190095		0	6	1991	6	1	1	6	5		4	754	0	2	0	9	2	1	2	2	1	1	3	0	0	2	Wales	11	2	3	6	5	19	16/1/1540 00:00:00		0	1	0	0	0	0	2	1	0	2	0	0					0
