hhno	Pregnancy_in_household	Child(ren)_under_2
90001	No	No
90002	No	No
90003	No	No
90004	No	No
90005	No	No
90006	No	No
90007	No	No
90008	No	No
90009	No	No
90010	No	No
90011	No	No
90012	No	No
90013	No	No
90014	No	No
90015	No	No
90016	No	No
90017	No	No
90018	No	No
90019	No	Yes
90020	No	Yes
90021	No	No
90022	Yes	No
90023	No	No
90024	No	No
90025	No	No
90026	No	No
90027	No	No
90028	No	No
90029	No	Yes
90030	No	No
90031	No	No
90032	No	No
90033	No	No
90034	No	No
90035	No	No
90036	No	No
90037	No	No
90038	No	Yes
90039	No	No
90040	No	No
90041	No	No
90042	No	No
90043	No	No
90044	No	No
90045	No	No
90046	No	No
90047	No	No
90048	No	No
90049	No	No
90050	No	No
90051	No	No
90052	No	No
90053	No	No
90054	No	No
90055	No	No
90056	No	No
90057	No	Yes
90058	No	No
90059	No	No
90060	No	No
90061	No	No
90062	No	No
90063	No	No
90064	No	Yes
90065	No	No
90066	No	No
90067	No	No
90068	No	No
90069	No	No
90070	No	No
90071	No	No
90072	No	No
90073	No	No
90074	No	Yes
90075	No	No
90076	No	No
90077	No	No
90078	No	No
90079	No	No
90080	No	Yes
90081	No	No
90082	No	No
90083	No	No
90084	No	No
90085	No	No
90086	No	No
90087	No	No
90088	No	No
90089	No	No
90090	No	No
90091	No	No
90092	No	No
90093	No	No
90094	No	Yes
90095	No	No
90096	No	Yes
90097	No	No
90098	No	No
90099	No	No
90100	No	No
90101	No	No
90102	No	No
90103	No	No
90104	No	No
90105	No	No
90106	No	No
90107	No	No
90108	No	No
90109	No	No
90110	No	No
90111	No	No
90112	No	No
90113	No	No
90114	No	No
90115	No	No
90116	No	No
90117	No	No
90118	No	No
90119	No	No
90120	No	No
90121	No	No
90122	No	No
90123	No	No
90124	No	No
90125	No	No
90126	No	No
90127	No	No
90128	No	Yes
90129	No	No
90130	No	No
90131	No	No
90132	No	No
90133	No	No
90134	No	No
90135	No	No
90136	No	No
90137	No	No
90138	No	No
90139	No	No
90140	No	No
90141	No	No
90142	No	No
90143	No	No
90144	No	No
90145	No	No
90146	No	No
