hhno	Pregnancy_in_household	Child(ren)_under_2
240820	No	No
240821	No	No
240822	No	No
240823	No	No
240824	No	No
240825	No	No
240826	No	No
240827	No	No
240828	No	No
240829	No	No
240830	No	No
240831	No	No
240832	No	No
240833	No	No
240834	No	No
240835	No	No
240836	No	No
240837	No	No
240838	No	Yes
240839	No	No
240840	No	Yes
240841	No	No
240842	No	No
240843	No	No
240844	No	No
240845	No	No
240846	No	No
240847	No	No
240848	No	No
240849	No	No
240850	No	No
240851	No	No
240852	No	No
240853	No	Yes
240854	No	No
240855	No	No
240856	No	No
240857	No	No
240858	Yes	No
240859	No	No
240860	No	No
240861	No	No
240862	No	No
240863	No	No
240864	No	No
240865	No	No
240866	No	No
240867	No	No
240868	No	No
240869	No	No
240870	No	No
240871	No	No
240872	No	No
240873	No	No
240874	No	No
240875	No	Yes
240876	No	No
240877	No	No
240878	No	No
240879	No	No
240880	No	No
240881	No	No
240882	No	No
240883	No	Yes
240884	No	No
240885	No	No
240886	No	Yes
240887	No	No
240888	No	No
240889	No	No
240890	No	No
240891	No	No
240892	No	No
240893	No	No
240894	No	No
240895	No	No
240896	No	No
240897	No	No
240898	No	No
240899	No	No
240900	No	No
240901	No	No
240902	No	No
240903	No	No
240904	No	No
240905	No	No
240906	No	Yes
240907	No	No
240908	No	No
240909	No	No
240910	No	No
240911	No	No
240912	No	No
240913	No	No
240914	No	No
240915	No	No
240916	No	No
240917	No	Yes
240918	No	No
240919	No	No
240920	No	No
240921	No	No
240922	No	No
240923	No	No
240924	No	No
240925	No	No
240926	No	No
240927	No	No
240928	No	No
240929	No	No
240930	No	No
240931	No	No
240932	No	No
240933	Yes	No
240934	No	No
240935	No	No
240936	No	No
240937	No	No
240938	No	No
240939	No	No
240940	No	No
240941	No	No
240942	No	Yes
240943	No	No
240944	No	No
240945	No	No
240946	No	No
240947	No	No
240948	No	No
240949	No	No
240950	No	No
240951	Yes	No
240952	No	No
240953	No	No
240954	No	No
240955	No	No
240956	No	No
240957	No	No
240958	No	No
240959	No	No
240960	No	No
240961	No	No
240962	No	Yes
240963	No	No
240964	No	No
240965	No	No
240966	No	No
240967	No	No
240968	No	Yes
240969	No	No
240970	No	No
240971	No	No
240972	No	No
240973	No	No
240974	No	No
240975	No	No
240976	No	No
240977	No	No
240978	No	No
240979	No	No
240980	No	No
240981	No	Yes
240982	No	No
240983	No	No
240984	No	No
240985	No	No
240986	No	No
240987	No	No
240988	No	No
240989	No	No
240990	No	No
240991	Yes	No
240992	No	No
240993	Yes	No
240994	No	No
240995	No	No
240996	No	No
240997	No	No
240998	No	No
240999	No	No
241000	No	No
241001	No	Yes
241002	No	No
241003	No	No
241004	No	No
241005	No	No
241006	No	No
241007	No	No
241008	No	No
241009	No	No
241010	No	No
241011	No	No
241012	No	No
241013	No	No
241014	No	No
241015	No	No
241016	No	No
241017	No	No
241018	No	No
241019	No	Yes
241020	No	No
241021	No	No
241022	No	No
241023	No	No
241024	No	No
241025	No	No
241026	No	No
241027	No	No
241028	No	No
241029	No	No
241030	No	No
241031	No	No
241032	No	No
241033	Yes	No
241034	No	No
241035	No	No
241036	No	No
241037	No	No
241038	No	No
241039	No	No
241040	No	No
241041	No	No
241042	No	No
241043	No	Yes
241044	No	No
241045	No	No
241046	No	No
241047	No	No
241048	No	No
241049	No	No
241050	No	Yes
241051	No	No
241052	No	No
241053	No	No
241054	No	No
241055	No	No
241056	No	No
241057	No	No
241058	No	No
241059	No	No
241060	No	No
241061	No	No
241062	No	No
241063	No	No
241064	No	No
241065	No	No
241066	No	No
241067	No	No
241068	No	No
241069	No	No
241070	No	No
241071	No	Yes
241072	No	No
241073	No	No
241074	No	No
241075	No	No
241076	No	No
241077	No	Yes
241078	No	No
241079	No	No
241080	No	No
241081	No	No
241082	No	No
241083	No	No
241084	No	No
241085	No	Yes
241086	No	Yes
241087	No	Yes
241088	No	No
241089	No	No
241090	No	No
241091	No	No
241092	No	No
241093	No	No
241094	No	No
241095	No	No
241096	No	No
241097	No	No
241098	No	No
241099	No	No
241100	No	No
241101	No	No
241102	No	No
241103	No	No
241104	No	No
241105	No	No
241106	No	No
241107	No	No
241108	No	No
241109	No	No
241110	No	No
241111	No	No
241112	No	No
241113	No	No
241114	No	No
241115	No	No
241116	No	Yes
241117	No	No
241118	No	No
241119	No	No
241120	No	No
241121	No	No
241122	No	No
241123	No	No
241124	No	No
241125	No	No
241126	No	No
241127	No	No
241128	No	No
241129	No	No
241130	No	No
241131	No	No
241132	No	No
241133	No	No
241134	No	No
241135	No	No
241136	No	Yes
241137	No	No
241138	No	No
241139	No	No
241140	No	No
241141	No	No
241142	No	No
241143	No	No
241144	No	No
241145	No	No
241146	No	No
241147	No	No
241148	No	No
241149	No	No
241150	No	No
241151	Yes	Yes
241152	No	Yes
241153	No	No
241154	No	No
241155	No	No
241156	No	No
241157	No	No
241158	No	No
241159	No	No
241160	No	No
241161	No	No
241162	No	Yes
241163	No	No
241164	No	No
241165	No	No
241166	No	No
241167	Yes	No
241168	No	No
241169	No	No
241170	No	No
241171	No	No
241172	No	No
241173	No	No
241174	No	No
241175	No	No
241176	No	No
241177	No	Yes
241178	No	No
241179	No	No
241180	No	No
241181	No	No
241182	No	No
241183	No	No
241184	No	No
241185	No	No
241186	No	No
241187	No	No
241188	No	No
241189	No	No
241190	No	No
241191	No	No
241192	No	Yes
241193	No	No
241194	No	No
241195	No	No
241196	No	No
241197	No	No
241198	No	No
241199	No	No
241200	No	No
241201	No	Yes
241202	No	No
241203	No	No
241204	No	No
241205	No	No
241206	No	No
241207	No	No
241208	No	No
241209	No	No
241210	No	No
241211	No	No
241212	No	No
241213	No	Yes
241214	No	No
241215	No	Yes
241216	No	No
241217	No	No
241218	No	No
241219	No	No
241220	No	No
241221	No	No
241222	No	No
241223	No	No
241224	No	No
241225	No	No
241226	No	No
241227	No	No
241228	No	No
241229	No	No
241230	No	No
241231	No	No
241232	No	No
241233	No	No
241234	No	No
241235	No	No
241236	No	No
241237	No	No
241238	No	No
241239	No	No
241240	No	No
241241	No	No
241242	No	No
241243	No	No
241244	No	No
241245	No	No
241246	No	No
241247	No	No
241248	No	No
241249	No	No
241250	No	No
241251	No	No
241252	No	No
241253	No	No
241254	No	No
241255	No	No
241256	No	No
241257	No	No
241258	No	No
241259	No	No
241260	No	No
241261	No	No
241262	No	No
241263	No	No
241264	No	No
241265	No	No
241266	No	Yes
241267	No	No
241268	No	No
241269	No	No
241270	No	No
241271	No	No
241272	No	No
241273	No	No
241274	No	No
241275	No	No
241276	No	No
241277	No	No
241278	No	No
241279	No	No
241280	No	No
241281	No	No
241282	No	No
241283	No	No
241284	No	No
241285	No	No
241286	No	No
241287	No	Yes
241288	No	No
241289	No	No
241290	No	No
241291	No	No
241292	No	No
241293	No	Yes
241294	No	No
241295	No	No
241296	No	No
241297	No	No
241298	No	No
241299	No	No
241300	No	No
241301	No	Yes
241302	No	No
241303	No	No
241304	No	No
241305	No	No
241306	No	No
241307	No	No
241308	No	No
241309	No	No
241310	No	No
241311	No	No
241312	No	No
241313	No	Yes
241314	No	No
241315	No	No
241316	Yes	No
241317	No	No
241318	No	No
241319	No	No
241320	No	No
241321	No	No
241322	No	No
241323	No	No
241324	No	No
241325	No	No
241326	No	No
241327	No	No
241328	Yes	No
241329	No	No
241330	No	No
241331	No	No
241332	No	No
241333	No	No
241334	No	No
241335	Yes	No
241336	No	No
241337	No	No
241338	No	No
241339	No	No
241340	No	No
241341	No	No
241342	No	No
241343	No	No
241344	No	No
241345	No	No
241346	No	No
241347	No	No
241348	No	No
241349	No	No
241350	No	No
241351	No	No
241352	No	No
241353	No	No
241354	No	No
241355	No	No
241356	No	No
241357	Yes	No
241358	No	No
241359	No	No
241360	No	No
241361	No	No
241362	No	No
241363	No	No
241364	No	No
241365	No	No
241366	No	No
241367	No	No
241368	No	No
241369	No	No
241370	No	No
241371	No	Yes
241372	No	No
241373	No	No
241374	No	No
241375	No	No
241376	No	No
241377	No	No
241378	Yes	No
241379	No	No
241380	No	No
241381	No	No
241382	No	No
241383	No	No
241384	No	Yes
241385	No	No
241386	No	No
241387	No	No
241388	No	No
241389	No	No
241390	No	No
241391	No	No
241392	No	No
241393	No	No
241394	No	No
241395	No	No
241396	No	No
241397	No	No
241398	No	No
241399	No	No
241400	No	No
241401	No	No
241402	No	No
241403	No	No
241404	No	No
241405	No	No
241406	No	No
241407	No	No
241408	No	No
241409	Yes	No
241410	No	No
241411	No	No
241412	No	No
241413	No	No
241414	No	No
241415	No	No
241416	No	No
241417	No	No
241418	No	No
241419	No	No
241420	No	No
241421	No	No
241422	No	No
241423	No	No
241424	No	No
241425	No	No
241426	No	No
241427	No	No
241428	No	No
241429	No	No
241430	No	No
241431	No	No
241432	No	No
241433	No	No
241434	No	No
241435	No	No
241436	No	No
241437	No	No
241438	No	Yes
241439	No	No
241440	No	No
241441	No	No
241442	No	No
241443	No	No
241444	No	No
241445	No	Yes
241446	No	No
241447	No	No
241448	No	No
241449	No	No
241450	No	No
241451	No	No
241452	No	No
241453	No	No
241454	No	No
241455	No	No
241456	No	No
241457	No	No
241458	No	No
241459	No	No
241460	No	No
241461	No	Yes
241462	No	No
241463	No	No
241464	No	No
241465	No	No
241466	No	No
241467	No	No
241468	No	No
241469	No	No
241470	No	No
241471	No	No
241472	No	Yes
241473	No	No
241474	No	No
241475	No	No
241476	No	No
241477	No	No
241478	No	No
241479	No	No
241480	No	No
241481	No	No
241482	No	No
241483	No	No
241484	No	No
241485	No	No
241486	No	No
241487	No	No
241488	No	No
241489	No	No
241490	No	Yes
241491	No	No
241492	No	No
241493	No	No
241494	No	No
241495	No	No
241496	No	Yes
241497	No	No
241498	No	No
241499	No	No
241500	No	No
241501	No	No
241502	No	Yes
241503	No	No
241504	No	No
241505	No	No
241506	No	No
241507	No	No
241508	No	No
241509	No	No
241510	No	No
241511	No	No
241512	No	No
241513	No	No
241514	No	No
241515	No	No
241516	No	No
241517	No	No
241518	No	No
241519	No	No
241520	No	No
241521	No	No
241522	No	No
241523	No	No
241524	No	No
241525	No	No
241526	No	No
241527	No	No
241528	No	No
241529	No	No
241530	No	No
241531	No	No
241532	No	No
241533	No	No
241534	No	No
241535	No	No
241536	No	No
241537	No	No
241538	No	No
241539	No	No
241540	No	No
241541	No	No
241542	No	No
241543	No	No
241544	No	No
241545	No	No
241546	No	No
241547	No	No
241548	No	No
241549	No	Yes
241550	No	Yes
241551	No	No
241552	No	No
241553	No	No
241554	No	No
241555	No	No
241556	No	No
241557	No	No
241558	No	No
241559	No	No
241560	No	No
241561	No	No
241562	No	No
241563	No	No
241564	No	No
241565	No	No
241566	No	No
241567	No	No
241568	No	No
241569	No	No
241570	No	No
241571	No	No
241572	No	No
241573	No	No
241574	No	No
241575	No	No
241576	No	No
241577	No	No
241578	No	Yes
241579	No	No
241580	No	No
241581	No	No
241582	No	No
241583	No	No
241584	No	No
241585	No	No
241586	No	No
241587	No	No
241588	No	No
241589	No	No
241590	Yes	No
241591	No	No
241592	No	No
241593	No	No
241594	No	No
241595	No	No
241596	No	No
241597	No	No
241598	No	No
241599	No	No
241600	No	No
241601	No	No
241602	No	No
241603	No	No
241604	No	Yes
241605	No	No
241606	No	No
241607	No	No
241608	No	No
241609	No	No
241610	No	No
241611	No	No
241612	No	No
241613	No	No
241614	No	No
241615	No	No
241616	No	No
241617	No	No
241618	No	No
241619	No	No
241620	No	No
241621	No	No
241622	No	No
241623	No	No
241624	No	No
241625	No	No
241626	No	No
241627	No	No
241628	No	No
241629	No	No
241630	No	No
241631	No	Yes
241632	No	No
241633	No	No
241634	No	Yes
241635	No	No
241636	No	No
241637	No	No
241638	No	No
241639	No	No
241640	No	No
241641	No	No
241642	No	No
241643	No	No
241644	No	No
241645	No	No
241646	No	No
241647	No	No
241648	No	No
241649	No	No
241650	Yes	Yes
241651	No	No
241652	No	No
241653	No	No
241654	No	No
241655	No	No
241656	No	No
241657	No	No
241658	No	No
241659	No	No
241660	No	No
241661	No	No
241662	No	No
241663	No	No
241664	No	No
241665	No	No
241666	No	No
241667	No	No
241668	No	No
241669	No	No
241670	No	No
241671	No	No
241672	No	No
241673	No	No
241674	No	No
241675	No	No
241676	No	No
241677	No	No
241678	No	No
241679	No	No
241680	No	No
241681	No	No
241682	No	No
241683	No	No
241684	No	No
241685	No	No
241686	No	No
241687	No	No
241688	No	No
241689	No	No
241690	No	No
241691	Yes	No
241692	No	No
241693	No	No
241694	No	No
241695	No	No
241696	No	No
241697	No	No
241698	No	No
241699	No	No
241700	No	No
241701	No	No
241702	No	No
241703	No	No
241704	No	No
241705	No	No
241706	No	No
241707	No	No
241708	No	No
241709	No	No
241710	No	No
241711	No	No
241712	No	No
241713	No	No
241714	No	No
241715	No	No
241716	No	No
241717	No	No
241718	No	No
241719	No	No
241720	No	No
241721	No	No
241722	No	No
241723	No	No
241724	No	No
241725	No	No
241726	No	No
241727	No	No
241728	No	No
241729	No	No
241730	No	No
241731	No	No
241732	No	No
241733	No	No
241734	No	No
241735	No	No
241736	No	No
241737	No	No
241738	No	No
241739	No	No
241740	No	No
241741	No	Yes
241742	No	No
241743	No	No
241744	No	No
241745	No	No
241746	No	Yes
241747	No	No
241748	No	Yes
241749	No	No
241750	No	No
241751	No	No
241752	No	No
241753	No	No
241754	No	No
241755	No	No
241756	No	No
241757	No	No
241758	No	No
241759	No	No
241760	No	No
241761	No	No
241762	No	No
241763	No	No
241764	No	No
241765	No	Yes
241766	No	No
241767	No	No
241768	No	No
241769	No	No
241770	No	No
241771	No	No
241772	Yes	Yes
241773	No	No
241774	No	No
241775	No	Yes
241776	No	No
241777	No	No
241778	No	No
241779	No	No
241780	No	No
241781	No	No
241782	No	No
241783	No	No
241784	No	No
241785	No	No
241786	No	No
241787	No	No
241788	No	Yes
241789	No	No
241790	No	No
241791	No	No
241792	No	No
241793	No	Yes
241794	No	No
241795	No	No
241796	No	No
241797	No	No
241798	No	No
241799	No	Yes
241800	No	No
241801	No	No
241802	No	No
241803	No	Yes
241804	No	No
241805	No	No
241806	No	Yes
241807	No	No
241808	No	No
241809	No	No
241810	No	No
241811	No	No
241812	No	No
241813	No	No
241814	No	No
241815	No	No
241816	No	No
241817	No	No
241818	No	No
241819	No	No
241820	No	No
241821	No	No
241822	No	No
241823	No	No
241824	No	No
241825	No	No
241826	No	No
241827	No	Yes
241828	No	No
241829	No	Yes
241830	No	No
241831	No	No
241832	No	No
241833	No	Yes
241834	No	No
241835	No	No
241836	No	No
241837	No	No
241838	No	No
241839	Yes	Yes
241840	No	No
241841	No	No
241842	No	No
241843	No	No
241844	No	No
241845	No	No
241846	No	No
241847	No	No
241848	No	No
241849	No	No
241850	No	No
241851	No	Yes
241852	No	No
241853	No	No
241854	No	No
241855	No	Yes
241856	No	No
241857	No	No
241858	No	No
241859	Yes	No
241860	No	No
241861	No	No
241862	No	No
241863	No	No
241864	No	No
241865	No	No
241866	No	No
241867	No	No
241868	No	No
241869	No	No
241870	No	No
241871	No	No
241872	No	No
241873	No	No
241874	No	No
241875	No	No
241876	No	No
241877	No	Yes
241878	No	No
241879	No	No
241880	No	No
241881	No	Yes
241882	No	No
241883	No	No
241884	No	No
241885	No	No
241886	No	No
241887	No	No
241888	No	No
241889	No	No
241890	No	No
241891	No	No
241892	No	No
241893	No	No
241894	No	No
241895	No	No
241896	No	No
241897	No	No
241898	No	No
241899	No	No
241900	No	Yes
241901	No	No
241902	No	Yes
