hhno	visgpno	sex	age	occ	soc	dact	nbalvis
232306	1	1	0		7	.	25
232306	2	1	0		7	.	7
232308	1	2	14		6	.	7
232311	1	1	0		7	.	4
232312	1	1	0		7	.	7
232312	2	2	0		7	.	7
232321	1	2	0		7	.	7
232321	2	1	0		7	.	21
232327	1	1	0		7	.	7
232330	1	2	0		7	.	34
232332	1	1	6		6	.	7
232336	1	2	0		7	.	29
232337	1	1	0		7	.	7
232337	2	2	0		7	.	7
232337	3	1	5		6	.	7
232337	4	1	8		6	.	7
232340	1	1	16		7	.	28
232341	1	2	0		7	.	7
232341	2	1	0		7	.	3
232342	1	2	0		7	.	7
232342	2	1	0		7	.	7
232346	1	1	0		7	.	4
232346	2	2	0		7	.	4
232346	3	1	0		7	.	4
232346	4	2	0		7	.	4
232348	1	1	0		7	.	10
232348	2	2	0		7	.	10
232349	1	1	0		7	.	7
232349	2	2	0		7	.	7
232352	1	1	0		7	.	7
232352	2	2	0		7	.	7
232355	1	2	8		6	.	36
232355	2	2	0		7	.	7
232357	1	2	6		6	.	29
232357	2	1	3		6	.	29
232357	3	1	0		7	.	4
232357	4	2	0		7	.	8
232357	5	2	0		7	.	4
232358	1	1	0		7	.	7
232358	2	2	0		7	.	7
232359	1	1	0		7	.	7
232359	2	1	17		7	.	7
232362	1	1	0		7	.	7
232362	2	2	0		7	.	7
232363	1	1	0		7	.	7
232363	2	1	3		6	.	7
232364	1	2	10		6	.	7
232365	1	2	0		7	.	4
232365	2	1	2		6	.	4
232366	1	2	1		6	.	7
232367	1	2	0		7	.	21
232368	1	1	0		7	.	11
232368	2	2	0		7	.	7
232369	1	2	0		7	.	22
232369	2	2	3		6	.	31
232369	3	2	1		6	.	31
232370	1	1	0		7	.	28
232370	2	2	6		6	.	28
232370	3	2	1		6	.	21
232372	1	2	0		7	.	12
232372	2	2	3		6	.	8
232372	3	1	2		6	.	8
232385	1	1	0		7	.	8
232386	1	1	0		7	.	7
232386	2	2	0		7	.	3
232386	3	2	0		7	.	11
232390	1	2	0		7	.	7
232394	1	2	0		7	.	14
232394	2	1	0		7	.	28
232397	1	1	3		6	.	4
232397	2	1	0		7	.	4
232399	1	1	0		7	.	40
