hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
90001		0	23	1981	1		0	5	1		8	9935		0	1	1	1	1	6	6	1	0	0	1	1	1	Wales	11	6	5	1	1	0	1/1/1540 00:00:00		1	0	0		0		0	5	0	2							1
90002		0	23	1981	1		0	5	2		4	9935		0	5	1	1	1	6	6	0	2	0	1	1	1	Wales	11	6	3	3	1	3	2/1/1540 00:00:00		1	1	0		0		0	6	0	2							1
90003		0	23	1981	1		0	2	1		8	9935		0	2	1	1	1	6	6	0	1	0	1	1	1	Wales	11	6	5	1	1	0	1/1/1540 00:00:00		1	0	0		0		0	5	0	2							1
90004		0	23	1981	1		1	5	3		4	354		3	7	1	2	1	5	5	2	1	0	0	0	1	Wales	11	5	3	8	1	3	2/1/1540 00:00:00		1	2	0		0		0	6	0	2							0
90005		0	23	1981	1		0	5	3		5	1894		3	0	9	2	1	4	4	2	1	0	0	0	1	Wales	11	4	4	8	1	4	2/1/1540 00:00:00		1	3	0		0		0	6	0	2							0
90006		0	23	1981	1		0	5	2		8	9935		0	2	1	2	1	7	6	1	1	0	2	2	1	Wales	11	6	5	3	1	0	2/1/1540 00:00:00		1	0	0		0		0	6	0	2							0
90007		0	23	1981	1		1	5	6		3	121		2	0	9	2	1	3	3	3	1	2	0	0	1	Wales	11	3	2	10	7	26	2/1/1540 00:00:00		1	3	0		0		0	6	0	2							0
90008		0	23	1981	1		0	2	2		4	9935		0	6	6	1	1	6	6	1	1	0	1	1	1	Wales	11	6	3	3	1	3	1/1/1540 00:00:00		1	1	0		0		0	5	0	2							1
90009		0	23	1981	1		1	5	2		4	844		2	0	9	2	1	3	4	1	1	0	0	0	1	Wales	11	4	3	3	1	3	31/12/1539 00:00:00		1	2	0		0		0	4	0	2							0
90010		0	23	1981	2		1	6	2		4	744		2	8	1	2	1	4	3	1	1	0	0	0	1	Wales	11	3	3	3	1	3	2/1/1540 00:00:00		1	2	0		0		0	2	0	2							0
90011		0	23	1981	2		1	2	4		3	2524		1	8	1	2	1	2	2	1	1	2	0	0	1	Wales	11	2	2	5	4	14	2/1/1540 00:00:00		1	2	0		0		0	2	0	2							0
90012		0	23	1981	2		1	5	1		6	9955		0	0	9	1	1	6	6	0	1	0	0	1	1	Wales	11	6	5	1	1	0	1/1/1540 00:00:00		1	0	0		0		0	1	0	2							0
90013		0	23	1981	2		1	1	5		4	1894		3	1	1	2	1	3	3	1	1	3	0	0	1	Wales	11	3	3	6	5	19	1/1/1540 00:00:00		1	1	0		0		0	1	0	2							0
90014		0	23	1981	2		1	1	2		5	9965		1	4	8	2	1	5	5	1	1	0	0	0	1	Wales	11	5	4	3	1	4	2/1/1540 00:00:00		1	2	0		0		0	2	0	2							0
90015		0	23	1981	2		1	1	4		5	9965		1	5	8	2	1	2	2	1	1	2	0	0	1	Wales	11	2	4	5	4	16	2/1/1540 00:00:00		1	2	0		0		0	2	0	2							0
90016		0	23	1981	2		0	5	1		8	9935		0	1	1	1	1	7	7	0	1	0	1	1	1	Wales	11	7	5	1	1	0	1/1/1540 00:00:00		1	0	0		0		0	1	0	2							0
