hhno	Pregnancy_in_household	Child(ren)_under_2
70001	No	No
70002	No	No
70003	No	No
70004	No	Yes
70005	No	No
70006	No	No
70007	No	No
70008	No	No
70009	No	No
70010	No	No
70011	No	Yes
70012	No	No
70013	No	Yes
70014	No	No
70015	No	No
70016	No	No
70017	No	No
70018	No	No
70019	No	No
70020	No	No
70021	No	No
70022	Yes	Yes
70023	No	No
70024	Yes	Yes
70025	No	No
70026	No	No
70027	No	No
70028	No	No
70029	No	No
70030	No	No
70031	No	No
70032	No	No
70033	No	No
70034	No	No
70035	No	No
70036	No	No
70037	No	No
70038	No	No
70039	No	No
70040	No	No
70041	No	No
70042	No	No
70043	No	No
70044	No	No
70045	No	No
70046	No	No
70047	No	No
70048	No	No
70049	No	No
70050	No	No
70051	No	No
70052	No	No
70053	No	No
70054	No	No
70055	No	No
70056	No	No
70057	No	No
70058	No	No
70059	No	No
70060	No	No
70061	No	No
70062	No	No
70063	No	No
70064	No	No
70065	No	No
70066	No	No
70067	No	No
70068	No	No
70069	No	No
70070	No	No
70071	No	No
70072	No	No
70073	No	No
70074	No	No
70075	No	No
70076	No	No
70077	No	No
70078	No	No
70079	No	No
70080	No	No
70081	No	No
70082	No	No
70083	No	No
70084	No	No
70085	No	No
70086	No	No
70087	No	No
70088	Yes	No
70089	No	No
70090	No	No
70091	No	No
70092	No	No
70093	No	No
70094	No	No
70095	No	No
70096	No	No
70097	No	No
70098	No	No
70099	No	No
70100	No	No
70101	No	Yes
70102	No	No
70103	No	No
70104	No	No
70105	No	No
70106	No	No
70107	No	Yes
70108	No	No
70109	No	No
70110	No	No
70111	No	No
70112	No	No
70113	No	No
70114	No	No
70115	No	No
70116	No	No
70117	No	No
70118	No	No
70119	No	No
70120	No	No
70121	No	No
70122	No	No
70123	No	No
70124	No	No
70125	No	Yes
70126	No	No
70127	No	No
70128	No	No
70129	No	Yes
70130	No	No
70131	No	No
70132	No	No
70133	No	No
70134	No	No
70135	No	Yes
70136	No	No
70137	No	No
70138	No	No
70139	No	No
70140	No	No
70141	No	No
70142	No	No
70143	No	No
70144	No	No
70145	No	No
70146	No	No
70147	No	No
70148	No	No
70149	No	No
70150	No	No
70151	No	No
70152	Yes	No
70153	No	No
70154	No	No
70155	No	No
70156	No	Yes
70157	No	No
70158	No	No
70159	No	No
70160	No	No
70161	No	No
70162	No	No
70163	No	No
70164	No	No
70165	No	No
70166	No	No
70167	No	No
70168	No	No
70169	Yes	No
70170	No	No
70171	No	No
70172	No	No
70173	No	No
70174	No	No
70175	No	No
70176	No	No
70177	No	No
70178	No	Yes
70179	No	No
70180	No	No
70181	No	No
70182	No	No
70183	No	Yes
70184	No	No
70185	No	No
70186	No	No
70187	No	No
70188	No	No
70189	Yes	No
70190	No	No
70191	No	No
70192	No	No
70193	No	No
70194	No	Yes
70195	No	No
70196	No	No
70197	No	No
70198	No	No
70199	No	No
70200	No	No
70201	No	No
70202	No	No
70203	No	No
70204	No	No
70205	No	No
70206	No	No
70207	No	No
70208	No	No
70209	No	No
70210	No	No
70211	No	No
70212	No	No
70213	No	No
70214	No	No
70215	No	No
70216	No	No
70217	No	No
70218	No	No
70219	No	No
70220	No	No
70221	No	No
70222	No	No
70223	No	Yes
70224	No	No
70225	No	Yes
70226	No	No
70227	No	No
70228	No	No
70229	No	No
70230	No	Yes
70231	No	No
70232	No	No
70233	No	No
70234	No	No
70235	No	No
70236	No	No
70237	No	No
70238	No	No
70239	No	Yes
70240	No	No
70241	No	Yes
70242	No	No
70243	No	No
70244	No	No
70245	No	No
70246	No	Yes
70247	No	No
70248	No	No
70249	No	No
70250	No	No
70251	No	No
70252	No	No
70253	No	No
70254	No	No
70255	No	No
70256	No	Yes
70257	No	No
70258	No	No
70259	No	Yes
70260	No	No
70261	No	No
70262	No	No
70263	No	No
70264	No	No
70265	No	No
70266	No	No
70267	No	No
70268	No	Yes
70269	No	No
70270	No	No
70271	No	Yes
70272	No	No
70273	No	No
70274	No	No
70275	No	No
70276	No	No
70277	No	Yes
70278	No	No
70279	No	Yes
70280	No	No
70281	No	No
70282	No	No
70283	No	No
70284	No	No
70285	No	No
70286	No	No
70287	No	No
70288	No	No
70289	No	No
70290	No	No
70291	No	No
70292	No	No
70293	No	No
70294	No	No
70295	No	No
70296	No	No
70297	No	No
70298	No	No
70299	No	No
70300	No	No
70301	No	No
70302	No	No
70303	No	No
70304	No	No
70305	No	No
70306	No	No
70307	No	No
70308	No	No
70309	No	No
70310	No	No
70311	No	No
70312	No	No
70313	No	No
70314	No	No
70315	No	No
70316	No	No
70317	No	No
70318	No	Yes
70319	No	No
70320	No	No
70321	No	No
70322	No	No
70323	No	No
70324	No	No
70325	No	No
70326	No	No
70327	No	No
70328	No	No
70329	No	No
70330	No	No
70331	No	No
70332	No	No
70333	No	No
70334	No	Yes
70335	No	No
70336	No	No
70337	No	No
70338	No	No
70339	No	No
70340	No	No
70341	No	No
70342	No	No
70343	No	No
70344	No	No
70345	No	No
70346	No	No
70347	No	No
70348	No	No
70349	No	Yes
70350	No	No
70351	No	No
70352	No	No
70353	No	Yes
70354	No	No
70355	No	No
70356	No	No
70357	No	No
70358	No	No
70359	No	No
70360	No	No
70361	No	No
70362	No	No
70363	No	No
70364	No	No
70365	No	No
70366	No	No
70367	No	No
70368	No	Yes
70369	No	Yes
70370	No	Yes
70371	No	No
