hhno	visgpno	sex	age	occ	soc	dact	nbalvis
90003	2	1	1	9985		0	7
90003	3	2	1	9985		0	5
90004	4	2	0	9995		0	9
90004	5	1	0	9995		0	31
90007	7	2	0	9995		0	2
90009	3	1	0	9995		0	4
90009	4	2	0	9995		0	2
90009	5	1	1	9985		0	5
90010	3	2	0	9995		0	29
90011	5	2	1	9985		0	2
90011	6	1	0	9995		0	5
90012	2	2	0	9995		0	20
90013	6	2	1	9985		0	33
90013	7	2	0	9995		0	9
90013	8	1	0	9995		0	5
90014	3	1	1	9985		0	20
90014	4	2	1	9985		0	6
90014	5	1	1	9985		0	16
90014	6	1	0	9995		0	6
90014	7	2	0	9985		0	8
90014	8	2	0	9995		0	16
90015	5	1	0	9995		0	5
90015	6	2	0	9995		0	5
90015	7	2	1	9985		0	10
90015	8	2	1	9985		0	3
90017	5	2	1	9985		0	14
90019	5	1	0	9995		0	10
90019	6	2	0	9995		0	10
90020	5	2	0	9995		0	47
90020	6	1	0	9995		0	21
90021	6	2	1	9985		0	2
90022	4	2	0	9995		0	9
90024	4	2	0	9995		0	6
90026	3	1	0	9995		0	2
90027	3	2	0	9995		0	12
90027	4	1	0	9995		0	5
90028	4	1	0	9995		0	5
90029	8	1	0	9995		0	35
90029	9	2	0	9995		0	2
90029	10	1	1	9985		0	7
90031	4	1	0	9995		0	5
90031	5	2	0	9995		0	5
90032	6	2	0	9995		0	4
90032	7	1	0	9995		0	15
90032	8	1	1	9985		0	4
90034	8	1	1	9985		0	8
90034	9	1	0	9995		0	4
90035	5	2	1	9995		0	4
90035	6	1	0	9995		0	4
90038	4	1	1	9995		0	25
90038	5	1	0	9995		0	25
90038	6	2	0	9995		0	25
90039	2	2	0	9995		0	5
90040	6	2	1	9985		0	5
90040	7	2	0	9995		0	14
90042	6	1	1	9985		0	3
90042	7	1	1	9985		0	4
90042	8	1	1	9985		0	4
90043	8	1	1	9985		0	5
90043	9	1	0	9995		0	5
90044	3	2	0	9995		0	9
90044	4	1	0	9995		0	29
90046	6	2	1	9985		0	9
90046	7	2	1	9985		0	9
90046	8	2	0	9995		0	4
90047	2	1	1	9985		0	5
90047	3	2	0	9995		0	5
90050	3	2	0	9995		0	27
90051	5	2	1	9985		0	5
90051	6	2	1	9985		0	5
90051	7	2	0	9995		0	5
90051	8	1	0	9995		0	5
90052	2	2	1	9985		0	4
90053	5	1	0	9995		0	26
90055	2	2	0	9995		0	47
90056	5	1	0	9995		0	2
90056	6	2	0	9995		0	6
90058	5	1	0	9995		0	7
90058	6	2	0	9995		0	7
90063	6	1	0	9995		0	5
90063	7	2	0	9995		0	5
90064	8	1	1	9985		0	15
90067	4	1	0	9995		0	11
90068	5	1	0	9995		0	24
90068	6	2	0	9995		0	24
90068	7	1	0	9985		0	14
90073	3	2	0	9995		0	23
90075	6	1	0	9995		0	4
90077	4	1	0	9995		0	35
90077	5	2	0	9995		0	2
90078	5	2	1	9985		0	6
90078	6	2	0	9995		0	15
90078	7	2	1	9985		0	5
90078	8	1	1	9985		0	5
90078	9	1	1	9985		0	5
90078	10	2	1	9985		0	12
90079	4	2	1	9995		0	30
90079	5	1	1	9995		0	4
90080	4	2	0	9995		0	8
90080	5	2	0	9985		0	8
90080	6	2	1	9985		0	10
90081	3	2	0	9995		0	21
90081	4	2	1	9985		0	5
90081	5	1	1	9985		0	12
90081	6	1	0	9995		0	6
90086	8	1	0	9995		0	19
90086	9	2	0	9995		0	10
90086	10	2	0	9985		0	5
90089	5	1	1	9985		0	2
90091	5	2	1	9985		0	5
90092	7	1	0	9995		0	4
90092	8	2	0	9995		0	4
90092	9	2	1	9985		0	4
90092	10	2	1	9985		0	4
90093	6	1	0	9995		0	5
90093	7	2	0	9995		0	5
90096	5	2	0	9995		0	16
90096	6	2	1	9985		0	5
90096	7	2	1	9985		0	5
90096	8	2	1	9985		0	5
90099	4	2	0	9995		0	18
90099	5	1	0	9995		0	18
90100	3	1	0	9995		0	2
90102	5	2	1	9985		0	5
90102	6	1	1	9985		0	10
90103	4	2	1	9995		0	33
