hhno	Pregnancy_in_household	Child(ren)_under_2
224203	No	No
224204	No	No
224205	No	No
224206	No	No
224207	No	No
224208	No	No
224209	No	No
224210	No	No
224211	No	No
224212	No	No
224213	No	No
224214	Yes	No
224215	No	No
224216	No	No
224217	No	No
224218	No	No
224219	No	No
224220	No	No
224221	No	No
224222	No	No
224223	No	No
224224	No	No
224225	No	No
224226	No	No
224227	No	No
224228	No	No
224229	No	No
224230	No	No
224231	No	No
224232	No	No
224233	No	No
224234	No	No
224235	No	No
224236	No	No
224237	No	No
224238	No	No
224239	No	No
224240	No	No
224241	No	No
224242	No	No
224243	No	No
224244	No	No
224245	Yes	No
224246	No	No
224247	No	No
224248	No	No
224249	No	No
224250	No	No
224251	No	No
224252	No	No
224253	No	No
224254	No	No
224255	No	No
224256	No	No
224257	No	No
224258	No	No
224259	No	No
224260	No	No
224261	No	No
224262	No	No
224263	No	No
224264	No	No
224265	No	No
224266	No	No
224267	No	No
224268	No	No
224269	No	Yes
224270	No	No
224271	No	No
224272	No	No
224273	No	No
224274	No	No
224275	No	No
224276	No	No
224277	No	No
224278	No	Yes
224279	No	Yes
224280	No	No
224281	No	No
224282	No	No
224283	No	No
224284	No	No
224285	No	No
224286	No	No
224287	No	No
224288	No	No
224289	No	No
224290	No	No
224291	No	No
224292	No	No
224293	No	No
224294	No	No
224295	No	No
224296	No	No
224297	No	No
224298	No	No
224299	No	No
224300	No	No
224301	No	No
224302	No	No
224303	No	No
224304	No	No
224305	No	No
224306	No	No
224307	No	No
224308	No	No
224309	No	No
224310	No	No
224311	No	No
224312	No	No
224313	No	Yes
224314	No	No
224315	No	No
224316	No	No
224317	No	No
224318	No	No
224319	No	No
224320	No	No
224321	No	No
224322	No	No
224323	No	Yes
224324	No	No
224325	No	No
224326	No	No
224327	No	No
224328	No	No
224329	No	No
224330	No	No
224331	No	No
224332	No	No
224333	No	No
224334	No	No
224335	No	No
224336	No	No
224337	No	No
224338	No	No
224339	No	No
224340	No	No
224341	No	No
224342	No	No
224343	No	No
224344	No	No
224345	No	No
224346	No	No
224347	No	No
224348	No	No
224349	No	No
224350	No	No
224351	No	No
224352	No	No
224353	No	No
224354	No	No
224355	Yes	No
224356	No	No
224357	No	No
224358	No	Yes
224359	No	No
224360	No	No
224361	No	No
224362	No	No
224363	No	No
224364	No	Yes
224365	No	No
224366	No	No
224367	No	No
224368	No	No
224369	No	No
224370	No	No
224371	No	No
224372	No	No
224373	No	No
224374	No	No
224375	No	No
224376	No	No
224377	No	No
224378	No	No
224379	No	No
224380	No	Yes
224381	No	No
224382	No	No
224383	No	No
224384	No	No
224385	No	No
224386	No	No
224387	No	No
224388	No	No
224389	No	No
224390	No	No
224391	No	Yes
224392	No	No
224393	No	No
224394	No	No
224395	No	No
224396	No	No
224397	No	Yes
224398	No	No
224399	No	No
224400	No	No
224401	No	No
224402	No	No
224403	No	No
224404	No	No
224405	No	No
224406	No	No
224407	No	No
224408	No	No
224409	No	Yes
224410	No	No
224411	No	No
224412	No	No
224413	No	No
224414	No	No
224415	No	No
224416	No	No
224417	No	No
224418	No	Yes
224419	No	No
224420	No	No
224421	No	No
224422	No	No
224423	No	No
224424	No	Yes
224425	No	No
224426	No	No
224427	No	No
224428	No	No
224429	No	Yes
224430	No	No
224431	No	No
224432	No	No
224433	No	No
224434	No	No
224435	No	No
224436	No	No
224437	No	No
224438	No	No
224439	No	No
224440	No	No
224441	No	No
224442	No	No
224443	No	No
224444	No	No
224445	No	No
224446	No	No
224447	No	No
224448	No	No
224449	No	No
224450	No	No
224451	No	No
224452	No	No
224453	No	Yes
224454	No	No
224455	No	No
224456	No	No
224457	No	No
224458	No	No
224459	No	No
224460	No	No
224461	No	No
224462	No	No
224463	No	No
224464	No	No
224465	No	No
224466	No	No
224467	No	No
224468	No	No
224469	Yes	Yes
224470	No	No
224471	No	No
224472	No	No
224473	No	No
224474	No	No
224475	No	No
224476	No	No
224477	Yes	No
224478	No	No
224479	No	No
224480	No	No
224481	No	No
224482	No	No
224483	No	No
224484	No	No
224485	No	No
224486	No	No
224487	No	No
224488	No	No
224489	No	No
224490	No	No
224491	No	No
224492	No	No
224493	No	No
224494	Yes	No
224495	No	No
224496	No	No
224497	No	No
224498	No	No
224499	No	No
224500	No	Yes
224501	No	No
224502	No	No
224503	No	No
224504	No	No
224505	No	No
224506	No	No
224507	No	No
224508	No	No
224509	No	No
224510	No	No
224511	No	No
224512	No	Yes
224513	No	No
224514	No	No
224515	No	Yes
224516	No	No
224517	No	No
224518	No	No
224519	No	No
224520	No	No
224521	No	No
224522	No	No
224523	No	Yes
224524	No	No
224525	No	No
224526	No	No
224527	No	No
224528	No	Yes
224529	No	No
224530	No	No
224531	No	No
224532	No	No
224533	No	No
224534	No	No
224535	No	No
224536	No	No
224537	No	No
224538	No	No
224539	No	Yes
224540	No	No
224541	No	No
224542	No	No
224543	No	No
224544	No	No
224545	No	No
224546	No	No
224547	No	No
224548	No	No
224549	No	No
224550	No	No
224551	No	No
224552	No	No
224553	No	No
224554	No	No
224555	No	No
224556	No	No
224557	No	No
224558	No	No
224559	No	No
224560	No	No
224561	No	No
224562	No	No
224563	No	No
224564	No	No
224565	No	No
224566	No	No
224567	No	No
224568	No	No
224569	No	No
224570	No	No
224571	No	No
224572	No	No
224573	No	No
224574	No	No
224575	No	No
224576	Yes	No
224577	No	Yes
224578	No	Yes
224579	No	No
224580	No	No
224581	No	No
224582	No	No
224583	No	No
224584	No	No
224585	No	No
224586	No	No
224587	No	Yes
224588	No	No
224589	No	No
224590	No	Yes
224591	No	No
224592	No	No
224593	No	No
224594	No	No
