hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
247591	3	4	4017	1998	1	1	1	6	3		3		121		9	3	2	1	2	2	1	1	1	0	0	1	England	2	2	2	4	3	10	19/1/1938 00:00:00		0	2	0	0	0	1	2	2	0	1	0	3		0	0	0	0
247592	3	4	4017	1998	1	1	1	6	3		4		179		4	2	2	1	2	1	1	1	1	0	0	1	England	2	1	3	4	3	11	26/1/1938 00:00:00		0	2	0	0	0	2	2	2	0	1	0	3		0	0	0	0
247593	3	4	4017	1998	1	1	1	6	1		3		699		5	1	1	1	2	2	0	1	0	0	0	1	England	2	2	2	1	1	2	27/1/1938 00:00:00		0	1	0	0	0	2	2	3	0	1	0	4		0	0	0	0
247594	3	4	4017	1998	1	1	1	6	6		5		820		4	2	2	1	3	2	1	1	4	0	0	1	England	2	2	4	7	6	24	25/1/1938 00:00:00		0	1	0	0	0	2	2	1	0	1	0	4		0	0	0	0
247595	3	4	4017	1998	1	0	1	1	1		5		595		1	1	1	1	3	3	1	0	0	0	0	1	England	2	3	4	1	1	4	22/1/1938 00:00:00		0	1	0	0	0	1	2	5	0	1	0	5		2	1	3	1
247596	3	4	4017	1998	1	1	1	1	3		4		553		6	1	2	1	4	4	2	1	0	0	0	1	England	2	4	3	8	1	3	20/1/1938 00:00:00		0	3	0	0	0	2	2	3	0	1	0	4		2	1	3	0
247597	3	4	4017	1998	1	0	1	1	7		5		179		5	1	2	1	2	2	1	1	5	0	0	1	England	2	2	4	7	6	24	22/1/1938 00:00:00		0	1	0	0	0	1	2	5	0	1	0	3		2	1	3	1
247598	3	4	4017	1998	1	1	1	6	4		3		524		10	1	2	1	3	3	1	1	2	0	0	1	England	2	3	2	5	4	14	19/1/1938 00:00:00		0	2	0	0	0	2	2	2	0	1	0	5		0	0	0	0
247599	3	4	4002	1998	1	1	1	5	2		4		874		8	1	1	1	5	5	1	1	0	0	0	1	England	2	5	3	3	1	3	22/1/1938 00:00:00		0	1	0	0	0	1	2	5	0	1	0	2		0	0	0	0
247600	3	4	4002	1998	1	1	1	4	2		4		371		9	5	2	1	3	6	2	0	0	0	1	1	England	2	6	3	3	1	3	26/1/1938 00:00:00		0	2	0	0	0	1	2	2	0	1	0	5		1	3	3	0
