hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
240910	11	9	9010	1997	1	1	1	1	4		3		386		6	7	2	1	5	4	2	1	1	0	0	1	England	7	4	2	10	7	26	1/1/1937 00:00:00		0	3	0	0	0	1	2	4	0	2	0	3		0	0	0	0
240911	11	9	9010	1997	1	1	1	6	2		3		233		9	1	2	1	2	2	0	2	0	0	0	1	England	7	2	2	3	1	2	6/1/1937 00:00:00		0	2	0	0	0	2	2	2	0	2	0	5		0	0	0	0
240912	11	9	9010	1997	1	1	0	1	1		4		310		4	3	1	1	4	4	0	1	0	0	0	1	England	7	4	3	1	1	3	2/1/1937 00:00:00		0	1	0	0	0	2	2	5	0	2	0	5		0	0	0	0
240913	11	9	9010	1997	1	1	1	1	1		8		1		1	1	1	1	5	5	0	1	0	1	0	1	England	7	5	5	1	1	0	2/1/1937 00:00:00		0	0	0	0	0	0	2	5	2	2	0	0		0	0	0	1
240914	11	9	9010	1997	1	1	1	1	1		8		1		2	1	1	1	5	5	0	1	0	1	0	1	England	7	5	5	1	1	0	1/1/1937 00:00:00		0	0	0	0	0	0	2	4	0	2	0	0		0	0	0	1
240915	11	9	9010	1997	1	1	1	1	2		4		506		6	5	2	1	3	3	1	1	0	0	0	1	England	7	3	3	3	1	3	2/1/1937 00:00:00		0	2	0	0	0	1	2	5	0	2	0	2		0	0	0	0
240916	11	9	9010	1997	1	1	1	6	2		3		320		9	6	2	1	2	2	1	1	0	0	0	1	England	7	2	2	3	1	2	6/1/1937 00:00:00		0	2	0	0	0	2	2	2	0	2	0	5		0	0	0	0
240917	12	8	8042	1997	1	1	1	2	5		3		615		7	5	2	1	2	2	1	1	3	0	0	1	England	7	2	2	6	5	18	6/1/1937 00:00:00		0	1	0	0	0	2	2	2	0	2	0	4		0	0	0	0
240918	12	8	8042	1997	1	0	1	5	1		7		1		2	3	1	1	7	7	0	1	0	1	1	1	England	7	7	4	1	1	4	5/1/1937 00:00:00		0	0	0	0	0	0	2	1	0	2	0	0		0	0	0	0
240919	12	8	8042	1997	1	1	1	6	5		3		501		5	5	2	1	3	3	1	1	3	0	0	1	England	7	3	2	6	5	18	5/1/1937 00:00:00		0	1	0	0	0	1	2	1	0	2	0	2		0	0	0	0
240920	12	8	8042	1997	1	1	0	6	2		7		4		4	3	2	1	5	5	1	1	0	0	0	1	England	7	5	4	3	1	4	6/1/1937 00:00:00		0	0	0	0	0	0	1	2	0	2	0	0		0	0	0	1
240921	12	8	8042	1997	1	0	0	1	1		8		1		1	3	1	1	7	7	1	0	0	1	1	1	England	7	7	5	1	1	0	5/1/1937 00:00:00		0	0	0	0	0	0	2	1	0	2	0	0		0	0	0	1
240922	12	8	8043	1997	1	1	1	6	5		3		561		8	5	2	1	4	4	3	1	1	0	0	1	England	7	4	2	10	7	26	2/1/1937 00:00:00		0	2	0	0	0	2	2	5	0	2	0	5		0	0	0	0
240923	12	8	8043	1997	1	0	0	5	1		6		3		4	1	1	1	5	5	0	1	0	0	0	1	England	7	5	5	1	1	0	2/1/1937 00:00:00		0	0	0	0	0	0	2	5	1	2	0	0		0	0	0	0
240924	12	8	8043	1997	1	1	1	1	2		5		410		3	1	1	1	1	1	0	1	1	0	0	1	England	7	1	4	2	2	8	3/1/1937 00:00:00		0	1	0	0	0	2	2	6	2	2	0	3		0	0	0	1
240925	12	8	8043	1997	1	0	0	3	1		4		139		5	1	1	1	1	1	0	1	0	0	0	1	England	7	1	3	1	1	3	12/1/1937 00:00:00		0	1	0	0	0	1	2	1	0	2	0	3		0	0	0	0
240926	12	8	8043	1997	1	1	1	5	3		4		521		7	1	2	1	5	5	2	1	0	0	0	1	England	7	5	3	8	1	3	5/1/1937 00:00:00		0	2	0	0	0	1	2	1	0	2	0	1		0	0	0	0
240927	12	8	8043	1997	1	1	1	5	2		3		504		0	9	2	1	5	4	1	1	0	0	0	1	England	7	4	2	3	1	2	12/1/1937 00:00:00		0	2	0	0	0	1	2	1	0	2	0	2		0	0	0	0
