hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
60016		0	10	1978	1		1	5	6		4	2544			0	9	2	1	3	3	2	1	3	0	0	1	Wales	11	3	3	11	7	27	23/1/1540 00:00:00		1	4	0		0		0	2	0	2			0				0
60017		0	10	1978	1		1	5	7		1	2251			0	9	2	1	3	3	2	3	2	0	1	1	Wales	11	3	1	10	7	25	23/1/1540 00:00:00		1	5	0		0		0	2	0	2			0				0
60018		0	10	1978	1		0	5	3		1	2422			0	9	2	1	4	4	1	2	0	0	0	1	Wales	11	4	1	8	1	1	23/1/1540 00:00:00		1	2	0		0		0	2	0	2			0				0
60019		0	10	1978	1		1	5	2		4	9935			0	9	1	1	6	6	1	1	0	1	1	1	Wales	11	6	3	3	1	3	22/1/1540 00:00:00		1	1	0		0		0	1	0	2			0				0
60020		0	10	1978	1		1	6	3		4	644			6	6	2	1	4	3	1	1	1	0	0	1	Wales	11	3	3	4	3	11	22/1/1540 00:00:00		1	2	0		0		0	1	0	2			0				0
60021		0	10	1978	1		0	5	6		4	2144			8	6	2	1	5	4	2	2	2	0	0	1	Wales	11	4	3	10	7	27	22/1/1540 00:00:00		1	3	0		0		0	1	0	2			0				0
60022		0	10	1978	1		1	1	3		3	2544			0	9	2	1	5	5	2	1	0	0	0	1	Wales	11	5	2	8	1	2	22/1/1540 00:00:00		1	2	0		0		0	1	0	2			0				0
60023		0	10	1978	1		0	5	2		8	9935			2	1	2	1	6	6	1	1	0	2	2	1	Wales	11	6	5	3	1	0	22/1/1540 00:00:00		1	0	0		0		0	1	2	2			0				1
60024		0	10	1978	2		1	1	7		4	2054			0	9	2	1	4	4	4	1	2	0	0	1	Wales	11	4	3	10	7	27	1/1/1540 00:00:00		1	5	0		0		0	4	0	2			0				0
60025		0	10	1978	2		0	1	2		8	9935			2	1	2	1	6	6	1	1	0	2	2	1	Wales	11	6	5	3	1	0	1/1/1540 00:00:00		1	0	0		0		0	4	0	2			0				0
60026		0	10	1978	2		0	1	2		7	9935			4	1	1	1	6	6	1	1	0	1	1	1	Wales	11	6	4	3	1	4	1/1/1540 00:00:00		1	0	0		0		0	4	0	2			0				0
60027		0	10	1978	2		0	1	3		5	9935			3	8	1	1	5	5	1	1	1	1	0	1	Wales	11	5	4	4	3	12	31/12/1539 00:00:00		1	1	0		0		0	3	0	2			0				1
60028		0	10	1978	2		0	1	4		4	2144			0	9	2	1	1	1	1	1	2	0	0	1	Wales	11	1	3	5	4	15	31/12/1539 00:00:00		1	1	0		0		0	3	0	2			0				0
60029		0	10	1978	2		0	5	2		3	9935			0	9	1	1	6	6	1	1	0	1	1	1	Wales	11	6	2	3	1	2	3/1/1540 00:00:00		1	1	0		0		0	6	0	2			0				0
60030		0	10	1978	2		0	1	3		4	654			5	1	2	1	3	3	1	1	1	0	0	1	Wales	11	3	3	4	3	11	31/12/1539 00:00:00		1	2	0		0		0	3	0	2			0				0
60031		0	10	1978	2		1	5	2		3	743			8	1	2	1	4	4	1	1	0	0	0	1	Wales	11	4	2	3	1	2	3/1/1540 00:00:00		1	2	0		0		0	6	0	2			0				0
60032		0	10	1978	2		0	5	3		4	2344			6	1	1	1	5	5	0	2	1	0	0	1	Wales	11	5	3	4	3	11	1/1/1540 00:00:00		1	1	0		0		0	4	0	2			0				0
60033		0	10	1978	2		0	5	4		4	454			8	1	2	1	4	4	1	2	1	1	1	1	Wales	11	4	3	10	7	27	31/12/1539 00:00:00		1	2	0		0		0	3	0	2			0				0
60034		0	10	1978	2		0	1	2		7	9935			3	1	2	1	6	5	1	1	0	2	1	1	Wales	11	5	4	3	1	4	31/12/1539 00:00:00		1	0	0		0		0	3	0	2			0				0
60035		0	10	1978	2		1	5	3		4	654			5	1	2	1	3	3	1	1	1	0	0	1	Wales	11	3	3	4	3	11	2/1/1540 00:00:00		1	2	0		0		0	5	0	2			0				0
60036		0	10	1978	3		1	5	3		4	2144			0	9	2	1	5	4	2	1	0	1	1	1	Wales	11	4	3	8	1	3	6/1/1540 00:00:00		1	2	0		0		0	2	0	2			0				0
60037		0	10	1978	3		1	1	4		3	644			0	9	2	1	2	2	1	1	2	0	0	1	Wales	11	2	2	5	4	14	5/1/1540 00:00:00		1	1	0		0		0	1	0	2			0				0
60038		0	10	1978	3		1	1	6		4	644			7	2	2	1	2	2	1	1	4	0	0	1	Wales	11	2	3	7	6	23	5/1/1540 00:00:00		1	1	0		0		0	1	0	2			0				0
60039		0	10	1978	3		0	1	4		4	2144			8	6	2	1	4	4	2	1	1	0	0	1	Wales	11	4	3	10	7	27	6/1/1540 00:00:00		1	3	0		0		0	2	0	2			0				0
60040		0	10	1978	3		1	1	5		3	253			0	9	2	1	5	4	3	2	0	0	0	1	Wales	11	4	2	9	1	2	5/1/1540 00:00:00		1	5	0		0		0	1	0	2			0				0
60041		0	10	1978	3		0	1	6		4	9945			9	6	2	1	3	2	2	1	3	0	0	1	Wales	11	2	3	11	7	27	5/1/1540 00:00:00		1	1	0		0		0	1	0	2			0				0
60042		0	10	1978	3		0	1	2		4	9935			5	1	1	1	6	6	1	1	0	1	1	1	Wales	11	6	3	3	1	3	5/1/1540 00:00:00		0	1	0		0		0	1	0	2			0				0
60043		0	10	1978	3		0	6	4		7	9945			3	1	2	1	1	1	1	1	2	0	0	1	Wales	11	1	4	5	4	16	15/1/1540 00:00:00		1	0	0		0		0	4	0	2			0				0
60044		0	10	1978	3		1	6	2		3	2122			9	6	2	1	1	2	1	1	0	0	0	1	Wales	11	2	2	3	1	2	16/1/1540 00:00:00		1	2	0		0		0	5	0	2			0				0
60045		0	10	1978	3		0	1	4		5	9965			0	9	2	1	2	1	1	1	2	0	0	1	Wales	11	1	4	5	4	16	14/1/1540 00:00:00		1	1	0		0		0	3	0	2			0				1
