hhno	Pregnancy_in_household	Child(ren)_under_2
216365	No	No
216366	No	No
216367	No	No
216368	No	No
216369	No	No
216370	No	No
216371	No	No
216372	No	No
216373	No	No
216374	No	No
216375	No	No
216376	No	No
216377	No	No
216378	No	No
216379	No	Yes
216380	No	No
216381	Yes	No
216382	No	No
216383	No	No
216384	No	No
216385	No	No
216386	No	No
216387	No	No
216388	No	No
216389	No	No
216390	No	No
216391	Yes	No
216392	No	No
216393	No	No
216394	No	No
216395	No	No
216396	No	No
216397	No	No
216398	No	No
216399	No	No
216400	No	No
216401	No	No
216402	No	No
216403	No	No
216404	No	No
216405	No	No
216406	No	No
216407	No	No
216408	No	No
216409	No	Yes
216410	No	No
216411	No	No
216412	No	No
216413	No	No
216414	No	No
216415	No	No
216416	No	No
216417	No	No
216418	No	Yes
216419	No	No
216420	No	No
216421	No	No
216422	No	No
216423	No	No
216424	No	No
216425	No	No
216426	No	No
216427	No	No
216428	No	No
216429	No	Yes
216430	No	No
216431	No	No
216432	No	No
216433	No	No
216434	No	No
216435	No	No
216436	No	No
216437	No	No
216438	No	No
216439	No	No
216440	No	No
216441	No	No
216442	No	No
216443	No	No
216444	No	No
216445	No	No
216446	No	No
216447	No	No
216448	No	No
216449	No	No
216450	No	No
216451	No	No
216452	No	No
216453	No	No
216454	No	No
216455	No	No
216456	No	No
216457	No	No
216458	No	No
216459	No	No
216460	No	No
216461	No	No
216462	No	No
216463	No	No
216464	No	No
216465	No	No
216466	No	No
216467	No	No
216468	No	No
216469	No	Yes
216470	No	No
216471	No	No
216472	No	No
216473	No	No
216474	No	No
216475	No	No
216476	No	Yes
216477	No	No
216478	No	No
216479	No	No
216480	No	No
216481	No	No
216482	Yes	No
216483	No	No
216484	No	No
216485	No	No
216486	No	No
216487	No	No
216488	No	No
216489	No	No
216490	No	No
216491	No	No
216492	Yes	No
216493	No	No
216494	No	No
216495	No	No
216496	No	No
216497	No	No
216498	No	No
216499	No	No
216500	No	No
216501	No	No
216502	No	No
216503	No	No
216504	No	No
216505	No	No
216506	No	Yes
216507	No	Yes
216508	No	No
216509	Yes	Yes
216510	No	No
216511	No	No
216512	No	No
216513	No	Yes
216514	No	No
216515	No	No
216516	No	No
216517	No	No
216518	No	No
216519	No	No
216520	No	No
216521	No	No
216522	No	No
216523	No	No
216524	No	No
216525	No	No
216526	No	Yes
216527	No	No
216528	No	No
216529	No	No
216530	No	No
216531	No	No
216532	No	No
216533	No	Yes
216534	No	No
216535	No	No
216536	No	No
216537	No	No
216538	No	No
216539	No	Yes
216540	No	No
216541	No	No
216542	No	No
216543	No	No
216544	No	No
216545	No	No
216546	No	No
216547	No	No
216548	No	No
216549	No	No
216550	No	Yes
216551	No	No
216552	No	No
216553	No	No
216554	No	No
216555	No	No
216556	No	No
216557	No	No
216558	No	No
216559	No	No
216560	No	No
216561	No	No
216562	No	No
216563	No	No
216564	No	No
216565	No	No
216566	No	No
216567	No	No
216568	No	No
216569	No	No
216570	No	No
216571	No	No
216572	No	No
216573	No	No
216574	No	Yes
216575	No	Yes
216576	No	No
216577	No	No
216578	No	No
216579	No	No
216580	No	No
216581	No	No
216582	No	No
216583	No	No
216584	No	Yes
216585	No	No
216586	No	No
216587	No	No
216588	No	No
216589	No	No
216590	No	No
216591	No	No
216592	No	No
216593	No	No
216594	No	No
216595	No	No
216596	No	No
216597	No	No
216598	No	No
216599	No	No
216600	No	No
216601	No	No
216602	No	No
216603	No	No
216604	No	No
216605	No	No
216606	No	No
216607	Yes	Yes
216608	No	No
216609	No	No
216610	No	No
216611	No	No
216612	No	No
216613	No	No
216614	No	No
216615	No	No
216616	No	No
216617	No	No
216618	No	No
216619	No	No
216620	No	No
216621	No	No
216622	No	No
216623	No	No
216624	No	No
216625	No	No
216626	No	No
216627	No	No
216628	No	No
216629	No	No
216630	No	No
216631	No	No
216632	No	No
216633	No	No
216634	No	No
216635	No	No
216636	No	Yes
216637	No	Yes
216638	No	No
216639	No	No
216640	No	No
216641	No	Yes
216642	No	No
216643	No	No
216644	No	No
216645	No	No
216646	No	No
216647	No	No
216648	No	No
216649	No	No
216650	No	No
216651	No	No
216652	No	No
216653	No	No
216654	No	No
216655	No	No
216656	No	No
216657	No	No
216658	No	No
216659	No	No
216660	No	No
216661	No	No
216662	No	No
216663	No	No
216664	No	No
216665	No	Yes
216666	No	No
216667	No	No
216668	No	No
216669	No	No
216670	No	No
216671	No	No
216672	No	No
216673	No	No
216674	No	No
216675	No	No
216676	No	No
216677	No	Yes
216678	No	No
216679	No	No
216680	No	No
216681	No	No
216682	No	No
216683	No	No
216684	No	No
216685	No	No
216686	Yes	No
216687	No	No
216688	Yes	No
216689	No	No
216690	No	No
216691	No	No
216692	No	No
216693	No	No
216694	No	No
216695	No	No
216696	No	No
216697	No	No
216698	No	No
216699	No	No
216700	No	No
216701	No	No
216702	No	No
216703	No	No
216704	No	No
216705	No	No
216706	No	No
216707	No	No
216708	No	No
216709	No	No
216710	No	No
216711	No	No
216712	No	No
216713	No	No
216714	No	No
216715	No	No
216716	No	No
216717	No	No
216718	No	No
216719	No	No
216720	No	No
216721	No	No
216722	No	No
216723	No	Yes
216724	No	No
216725	No	No
216726	No	No
216727	No	No
216728	No	No
216729	No	No
216730	No	No
216731	No	No
216732	No	Yes
216733	No	No
216734	No	No
216735	No	No
216736	No	No
216737	No	No
216738	No	No
216739	No	No
216740	No	No
216741	No	No
216742	No	No
216743	No	No
216744	No	No
216745	No	No
216746	No	No
216747	Yes	No
216748	No	No
216749	No	No
216750	No	No
216751	No	No
216752	No	No
216753	No	No
216754	No	No
216755	No	No
216756	No	No
216757	No	No
216758	No	No
216759	No	No
216760	No	No
216761	No	No
216762	No	No
216763	No	No
216764	No	No
216765	No	No
216766	No	No
216767	No	No
216768	No	No
216769	No	No
216770	No	No
216771	No	No
216772	No	No
216773	No	No
216774	No	No
216775	No	No
216776	No	No
216777	No	No
216778	No	No
216779	No	No
216780	No	No
216781	No	No
216782	No	No
216783	No	No
216784	No	No
216785	No	No
216786	No	No
216787	No	No
216788	No	No
216789	No	No
216790	No	No
216791	No	No
216792	No	No
216793	No	No
216794	No	No
216795	No	No
216796	No	No
216797	No	No
216798	No	No
216799	No	No
216800	No	No
216801	No	No
216802	No	No
216803	No	No
216804	No	No
216805	No	Yes
216806	No	No
216807	No	No
216808	No	No
216809	No	No
216810	No	No
216811	No	Yes
216812	No	No
216813	No	No
216814	No	No
216815	No	No
216816	No	No
216817	No	No
216818	No	No
216819	No	No
216820	No	No
216821	No	No
216822	No	No
216823	No	No
216824	No	No
216825	No	No
216826	No	No
216827	No	No
216828	No	No
216829	No	No
216830	No	No
216831	No	No
216832	No	No
216833	No	No
216834	No	Yes
216835	No	No
216836	No	No
216837	No	No
216838	No	No
216839	No	No
216840	No	No
216841	No	No
216842	No	No
216843	No	No
216844	No	No
216845	Yes	No
216846	No	No
216847	No	No
216848	No	No
216849	No	No
216850	No	No
216851	No	No
216852	No	No
216853	No	No
216854	No	No
216855	No	No
216856	No	No
216857	No	Yes
216858	No	No
216859	No	No
216860	No	No
216861	No	No
216862	No	No
216863	No	Yes
216864	No	No
216865	No	No
216866	No	No
216867	No	No
216868	No	No
216869	No	No
216870	No	No
216871	No	No
216872	No	No
216873	No	Yes
216874	No	No
216875	No	No
216876	No	No
216877	No	No
216878	No	Yes
216879	No	No
216880	No	No
216881	No	No
216882	No	No
216883	No	No
216884	No	No
216885	No	No
216886	No	No
216887	No	No
216888	No	No
216889	No	Yes
216890	No	Yes
216891	No	No
216892	No	No
216893	No	No
216894	No	No
216895	No	No
216896	No	Yes
216897	No	No
216898	No	No
216899	No	No
216900	No	No
216901	No	No
216902	No	No
216903	No	Yes
216904	Yes	Yes
216905	No	No
216906	No	No
216907	No	No
216908	No	No
216909	No	No
216910	No	No
216911	No	No
216912	No	No
216913	No	No
216914	No	No
216915	No	No
216916	No	No
216917	No	No
216918	Yes	No
216919	No	No
216920	No	No
216921	No	No
216922	No	No
216923	No	No
216924	No	No
216925	No	Yes
216926	No	No
216927	No	No
216928	No	No
216929	No	No
216930	No	No
216931	No	No
216932	No	No
216933	No	No
216934	No	No
216935	No	No
216936	No	No
216937	No	No
216938	No	No
216939	No	No
216940	No	No
216941	No	No
216942	No	Yes
216943	No	No
216944	No	Yes
216945	No	No
216946	No	No
216947	No	No
216948	No	No
216949	No	No
216950	No	No
216951	No	No
216952	No	No
216953	No	No
216954	No	No
216955	No	No
216956	No	No
216957	Yes	No
216958	No	Yes
216959	No	No
216960	No	No
216961	No	No
216962	No	No
216963	Yes	No
216964	No	No
216965	No	No
216966	No	No
216967	No	No
216968	No	No
216969	No	Yes
216970	No	Yes
216971	No	No
216972	No	No
216973	No	No
216974	No	Yes
216975	No	No
216976	No	No
216977	No	No
216978	No	No
216979	No	No
216980	No	No
216981	No	Yes
216982	No	No
216983	No	Yes
216984	No	No
216985	No	No
216986	No	No
216987	No	No
216988	No	No
216989	No	No
216990	No	No
216991	No	No
216992	No	No
216993	No	No
216994	No	No
216995	No	No
216996	No	No
216997	No	No
216998	No	No
216999	No	No
217000	No	No
217001	No	No
217002	No	No
217003	No	No
217004	No	No
217005	No	No
217006	No	No
217007	No	No
217008	No	No
