hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
261117	1	2	2002	2000	1	1	1	6	3	3	2		234		10	3	2	1	5	4	2	1	0	0	0	1	England	1	4	1	8	1	1	24/1/2000 00:00:00	1		3				2	2	1		2		3					0
261118	1	2	2002	2000	1	1	1	1	1	3	7		4		1	1	1	1	4	4	1	0	0	0	0	1	England	1	4	4	1	1	4	6/1/2000 00:00:00	2		0				0	1	4		2		0		2	1	3	1
261119	1	2	2002	2000	1	1	1	1	1	3	7		4		1	1	1	1	4	4	1	0	0	0	0	1	England	1	4	4	1	1	4	10/1/2000 00:00:00	2		0				0	1	1		2		0		2	1	3	1
261120	1	2	2002	2000	1	1	1	6	5	1	3		516		7	1	2	1	2	2	1	1	3	0	0	1	England	1	2	2	6	5	18	11/1/2000 00:00:00	1		2				2	2	2		2		5					0
261121	1	2	2002	2000	1	1	1	1	1	3	8		1		1	1	1	1	5	5	0	1	0	1	0	1	England	1	5	5	1	1	0	27/1/2000 00:00:00	2		0				0	2	4		2		0		2	1	3	1
261122	1	2	2002	2000	1	1	1	6	2	3	8		1		4	1	2	1	6	5	1	1	0	2	1	1	England	1	5	5	3	1	0	6/1/2000 00:00:00	2		0				0	2	4		2		0					0
261123	1	2	2002	2000	1	0	1	5	1	3	7		1		3	1	1	1	6	6	1	0	0	1	1	1	England	1	6	4	1	1	4	11/1/2000 00:00:00	1		0				0	2	2		2		0					0
261124	1	2	2002	2000	1	1	1	6	4	1	4		532		0	9	4	1	3	3	1	1	2	0	0	1	England	1	3	3	5	4	15	6/1/2000 00:00:00	2		1				2	2	4		2		3					0
261125	1	2	2002	2000	1	1	1	5	2	3	4		4		4	5	2	1	5	4	1	1	0	0	0	1	England	1	4	3	3	1	3	10/1/2000 00:00:00	2		1				0	1	1		2		0					0
261126	1	2	2002	2000	1	1	1	5	2	3	8		1		2	1	2	1	6	6	1	1	0	2	2	1	England	1	6	5	3	1	0	27/1/2000 00:00:00	2		0				0	2	4		2		0					0
261127	1	2	2002	2000	1	1	1	6	2	3	6		3		0	9	2	1	5	5	1	1	0	0	0	1	England	1	5	5	3	1	0	6/1/2000 00:00:00	2		0				0	2	4		2		0					0
261128	1	2	2002	2000	1	1	1	5	2	3	6		3		8	7	2	1	6	5	1	1	0	1	1	1	England	1	5	5	3	1	0	13/1/2000 00:00:00	1		0				0	2	4		2		0					0
