hhno	logday	schml	pkdl	othl	mlwhl	midml	mlso
60002	1	0	0	0	0	0	1
60002	2	0	0	0	0	1	2
60002	3	0	0	0	0	1	1
60002	4	0	0	0	0	1	1
60002	5	0	0	0	0	1	1
60002	6	0	0	0	0	1	1
60004	2	0	0	0	0	0	2
60004	5	0	0	0	0	0	3
60005	1	0	0	1	0	1	1
60005	2	0	0	1	0	2	2
60005	3	0	0	1	0	2	2
60005	5	0	0	0	0	2	4
60005	7	0	1	0	0	0	0
60006	1	0	0	0	0	1	1
60007	2	0	0	0	0	1	2
60007	3	0	0	0	0	1	1
60007	4	0	0	0	0	1	1
60007	5	0	0	0	0	1	5
60009	1	0	0	0	0	2	4
60009	2	0	0	0	0	1	1
60009	4	0	0	0	0	0	1
60009	5	0	0	0	0	1	4
60009	6	0	0	0	0	1	3
60009	7	2	0	0	0	4	4
60010	1	0	0	0	0	1	1
60012	1	0	0	0	0	1	1
60012	2	0	0	0	0	0	3
60012	3	0	0	0	0	3	3
60012	4	0	0	0	0	1	1
60012	7	0	1	0	0	2	2
60013	1	0	0	0	0	0	1
60013	5	0	0	0	0	2	2
60014	1	0	0	0	0	0	3
60014	5	0	0	0	0	2	2
60016	1	0	2	0	0	2	2
60016	2	0	2	0	0	2	2
60016	3	0	2	0	0	2	2
60016	4	0	2	0	0	2	2
60016	5	0	0	0	0	1	2
60016	7	0	0	2	0	3	3
60017	1	2	0	0	0	5	5
60017	2	2	0	0	0	5	6
60017	3	2	0	0	0	5	7
60017	4	2	0	0	0	5	10
60017	5	0	0	1	0	5	15
60017	7	0	0	0	0	3	5
60018	1	0	0	0	0	2	2
60018	2	0	0	0	0	2	4
60018	3	0	0	0	0	2	2
60018	4	0	0	0	0	2	2
60018	5	0	0	0	0	0	6
60018	7	0	0	0	0	2	4
60021	1	2	0	0	0	4	4
60021	2	2	0	0	0	4	4
60021	3	2	0	0	0	4	4
60021	4	2	0	0	0	4	4
60021	5	2	0	0	0	4	5
60021	6	0	0	0	0	1	3
60021	7	0	0	0	0	0	2
60022	2	0	0	0	0	0	6
60022	4	0	0	0	0	2	2
60023	6	0	0	0	0	0	2
60024	1	2	0	0	0	1	1
60024	2	2	0	0	0	1	4
60024	3	0	0	0	0	0	3
60024	4	0	0	0	0	0	1
60024	5	2	0	0	0	1	1
60024	6	2	0	0	0	1	1
60024	7	2	0	0	0	1	1
60025	2	0	0	0	0	0	2
60025	3	0	0	0	0	0	2
60025	4	0	0	0	0	0	2
60026	3	0	0	0	0	0	2
60026	4	0	0	0	0	0	2
60028	1	0	0	0	0	2	2
60028	2	0	0	0	0	2	2
60028	3	0	0	0	0	2	2
60028	5	0	0	0	0	4	10
60028	6	0	0	0	0	2	2
60028	7	0	0	0	0	2	2
60029	1	0	0	0	0	0	2
60029	2	0	0	0	0	2	6
60029	3	0	0	0	0	1	1
60029	4	0	0	0	0	1	1
60029	6	0	0	0	0	1	1
60029	7	0	0	0	0	1	1
60030	1	0	0	0	0	1	1
60030	2	0	0	0	0	1	1
60030	3	0	0	0	0	1	1
60030	6	0	0	0	0	1	1
60030	7	0	0	0	0	1	1
60031	5	0	0	0	0	1	1
60031	6	0	0	0	0	1	1
60031	7	0	0	0	0	1	3
60032	1	2	0	0	0	1	1
60032	3	0	0	0	0	1	3
60032	5	2	0	0	0	1	1
60032	6	2	0	0	0	1	2
60032	7	2	0	0	0	1	1
60033	1	2	0	0	0	2	2
60033	2	2	0	0	0	1	1
60033	6	2	0	0	0	2	3
60033	7	2	0	0	0	2	3
60035	1	2	0	0	0	3	3
60035	4	2	0	0	0	3	3
60035	5	2	0	0	0	2	3
60035	6	2	0	0	0	2	3
60035	7	2	0	0	0	2	3
60037	1	4	0	0	0	2	3
60037	2	4	0	0	0	2	2
60037	3	4	0	0	0	2	2
60037	4	4	0	0	0	2	2
60037	5	4	0	0	0	2	2
60039	1	2	0	0	0	3	3
60039	2	2	0	0	0	3	5
60039	3	2	0	0	0	3	3
60039	4	2	0	0	0	2	2
60039	5	0	0	0	0	0	1
60039	7	2	0	0	0	3	3
60040	1	0	0	0	0	1	1
60040	2	0	0	0	0	1	1
60040	3	0	0	0	0	1	1
60040	4	0	0	0	0	1	1
60040	5	0	0	0	0	1	2
60040	6	0	0	0	0	0	2
60041	1	2	0	0	0	1	1
60041	2	2	0	0	0	1	1
60041	3	2	0	0	0	1	1
60041	4	2	0	0	0	1	1
60041	5	2	0	0	0	1	1
60043	4	0	0	0	0	3	3
60043	7	0	0	0	0	1	1
60044	1	0	0	0	0	1	1
60044	2	0	0	0	0	2	4
60044	3	0	0	0	0	2	6
60044	4	0	0	0	0	1	5
60044	5	0	0	0	0	1	2
