hhno	visgpno	sex	age	occ	soc	dact	nbalvis
120002	2	2	0	9995		0	5
120004	3	2	0	9995		0	4
120007	4	2	1	9985		0	42
120011	4	1	0	9995		0	4
120012	5	2	0	9995		0	29
120012	6	2	1	9985		0	11
120012	7	1	1	9995		0	2
120012	8	1	1	9995		0	2
120016	3	2	0	9995		0	8
120017	6	2	0	9995		0	8
120017	7	1	0	9995		0	6
120020	2	1	0	9995		0	4
120020	3	2	0	9995		0	4
120020	4	2	1	9985		0	4
120021	3	2	0	9995		0	15
120021	4	1	0	9995		0	10
120022	3	1	0	9995		0	22
120023	3	2	0	9995		0	5
120024	3	1	0	9995		0	10
120024	4	1	1	9985		0	14
120024	5	1	1	9985		0	14
120024	6	2	0	9995		0	24
120025	3	1	0	9995		0	14
120026	3	2	0	9995		0	5
120026	4	1	0	9995		0	5
120029	4	2	1	9985		0	4
120030	4	1	0	9995		0	4
120031	7	1	0	9995		0	16
120033	4	2	1	9985		0	18
120035	2	2	0	9995		0	9
120036	4	2	1	9985		0	20
120036	5	2	0	9995		0	23
120036	6	2	1	9985		0	12
120037	5	1	0	9995		0	5
120039	4	2	0	9995		0	32
120039	5	1	0	9995		0	2
120040	5	2	0	9995		0	4
120043	2	1	0	9995		0	6
120043	3	2	0	9995		0	6
120044	3	2	0	9995		0	10
120044	4	1	0	9995		0	10
120044	5	1	1	9985		0	10
120046	4	2	0	9995		0	13
120046	5	1	1	9985		0	13
120046	6	1	0	9995		0	5
120046	7	2	1	9995		0	4
120046	8	2	1	9985		0	14
120050	5	2	1	9985		0	10
120050	6	2	0	9995		0	14
120050	7	2	1	9985		0	23
120050	8	1	1	9985		0	4
120051	3	1	0	9995		0	8
120051	4	2	0	9995		0	4
120052	3	1	0	9995		0	5
120052	4	2	0	9995		0	7
120054	5	1	0	9995		0	10
120054	6	2	0	9995		0	10
120054	7	1	1	9985		0	5
120054	8	2	1	9985		0	5
120054	9	2	1	9985		0	5
120055	6	1	0	9995		0	31
120055	7	2	0	9995		0	39
120056	3	1	1	9985		0	22
120056	4	1	0	9995		0	5
120056	5	2	0	9995		0	5
120057	5	2	1	9985		0	8
120057	6	2	0	9995		0	32
120057	7	1	0	9995		0	4
120057	8	2	1	9985		0	4
120060	3	2	0	9995		0	16
120061	2	2	0	9995		0	9
120062	3	2	0	9995		0	5
120066	2	2	0	9995		0	48
120066	3	1	1	9985		0	40
120066	4	2	1	9985		0	4
120067	3	2	0	9995		0	12
120070	5	1	0	9995		0	2
120070	6	2	0	9995		0	11
120071	3	1	0	9995		0	4
120071	4	2	0	9995		0	4
120071	5	1	1	9985		0	4
120071	6	2	1	9985		0	4
