hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
110001		0	3	1983	1		0	6	2		4	9975		1	0	9	2	1	5	4	1	1	0	0	0	1	Wales	11	4	3	3	1	3	4/1/1540 00:00:00		1	2	0		0		0	3	0	2							0
110002		0	3	1983	1		0	6	3		3	743		2	0	9	2	1	4	4	1	1	1	0	0	1	Wales	11	4	2	4	3	10	2/1/1540 00:00:00		1	1	0		0		0	1	0	2							0
110003		0	3	1983	1		0	5	2		3	1744		1	0	9	2	1	4	5	1	1	0	0	0	1	Wales	11	5	2	3	1	2	4/1/1540 00:00:00		1	1	0		0		0	3	0	2							0
110004		0	3	1983	1		0	5	2		8	9935		0	2	2	2	1	7	7	1	1	0	2	2	1	Wales	11	7	5	3	1	0	2/1/1540 00:00:00		1	0	0		0		0	1	0	2							0
110005		0	3	1983	1		1	1	3		5	9935		0	6	6	2	1	6	5	1	2	0	2	1	1	Wales	11	5	4	8	1	4	3/1/1540 00:00:00		1	1	0		0		0	2	0	2							0
110006		0	3	1983	1		0	1	2		7	9945		1	0	9	2	1	5	5	1	1	0	0	0	1	Wales	11	5	4	3	1	4	3/1/1540 00:00:00		1	0	0		0		0	2	0	2							0
110007		0	3	1983	1		1	6	4		4	744		2	0	9	2	1	4	3	1	1	2	0	0	1	Wales	11	3	3	5	4	15	3/1/1540 00:00:00		1	2	0		0		0	2	0	2							0
110008		0	3	1983	1		0	5	2		8	9935		0	4	1	2	1	7	7	0	2	0	2	2	1	Wales	11	7	5	3	1	0	2/1/1540 00:00:00		1	0	0		0		0	1	0	2							0
110009		0	3	1983	1		1	3	2		4	9955		1	6	6	2	1	5	5	1	1	0	0	0	1	Wales	11	5	3	3	1	3	4/1/1540 00:00:00		1	1	0		0		0	3	0	2							0
110010		0	3	1983	1		1	6	2		3	2524		1	0	9	2	1	4	4	1	1	0	0	0	1	Wales	11	4	2	3	1	2	3/1/1540 00:00:00		1	2	0		0		0	2	0	2							0
110011		0	3	1983	1		1	1	2		7	9945		1	3	2	2	1	4	4	1	1	0	0	0	1	Wales	11	4	4	3	1	4	4/1/1540 00:00:00		1	0	0		0		0	3	0	2							0
110012		0	3	1983	1		0	5	2		8	9935		0	1	1	1	1	7	7	0	2	0	1	1	1	Wales	11	7	5	3	1	0	3/1/1540 00:00:00		0	0	0		0		0	2	0	2							0
110013		0	3	1983	1		1	1	6		5	9965		1	0	9	2	1	5	5	2	3	1	1	1	1	Wales	11	5	4	10	7	28	4/1/1540 00:00:00		1	2	0		0		0	3	0	2							0
110014		0	3	1983	1		0	6	2		8	9935		0	3	1	2	1	6	6	1	1	0	2	2	1	Wales	11	6	5	3	1	0	12/1/1540 00:00:00		1	0	0		0		0	4	0	2							0
110015		0	3	1983	1		0	5	2		8	9935		0	3	1	1	1	6	6	0	2	0	2	2	1	Wales	11	6	5	3	1	0	14/1/1540 00:00:00		1	0	0		0		0	6	0	2							0
110016		0	3	1983	1		1	6	4		3	2344		1	0	9	2	1	3	2	1	1	2	0	0	1	Wales	11	2	2	5	4	14	12/1/1540 00:00:00		1	1	0		0		0	4	0	2							0
110017		0	3	1983	1		1	5	4		1	2514		1	0	9	2	1	4	3	3	1	0	0	0	1	Wales	11	3	1	9	1	1	14/1/1540 00:00:00		1	2	0		0		0	6	0	2							0
110018		0	3	1983	1		1	6	4		3	754		2	0	9	2	1	2	2	1	1	2	0	0	1	Wales	11	2	2	5	4	14	13/1/1540 00:00:00		1	1	0		0		0	5	0	2							0
110019		0	3	1983	1		1	5	5		2	9995		1	0	9	2	1	4	4	2	1	2	0	0	1	Wales	11	4	1	10	7	25	12/1/1540 00:00:00		1	2	0		0		0	4	0	2							0
110020		0	3	1983	1		1	5	2		6	9955		0	0	9	1	1	6	6	1	1	0	0	1	1	Wales	11	6	5	3	1	0	12/1/1540 00:00:00		1	0	0		0		0	4	0	2							0
110021		0	3	1983	1		0	5	1		6	9955		1	0	9	1	1	5	5	1	0	0	0	0	1	Wales	11	5	5	1	1	0	12/1/1540 00:00:00		1	0	0		0		0	4	0	2							0
110022		0	3	1983	1		0	1	2		8	9935		0	3	2	2	1	6	6	1	1	0	2	2	1	Wales	11	6	5	3	1	0	12/1/1540 00:00:00		1	0	0		0		0	4	0	2							0
