hhno	Pregnancy_in_household	Child(ren)_under_2
261389	No	No
261390	No	No
261391	No	No
261392	No	No
261393	No	No
261394	No	No
261395	No	Yes
261396	No	No
261397	No	No
261398	No	No
261399	No	No
261400	No	No
261401	No	No
261402	No	No
261403	No	No
261404	No	Yes
261405	No	No
261406	No	No
261407	No	No
261408	No	No
261409	No	No
261410	No	No
261411	No	No
261412	No	Yes
261413	No	No
261414	No	No
261415	No	No
261416	No	No
261417	No	Yes
261418	Yes	No
261419	No	No
261420	No	No
261421	No	No
261422	No	No
261423	No	No
261424	No	No
261425	No	No
261426	No	No
261427	No	No
261428	No	No
261429	No	No
261430	No	No
261431	No	No
261432	No	No
261433	No	No
261434	No	No
261435	No	No
261436	No	No
261437	No	No
261438	No	No
261439	No	No
261440	No	No
261441	No	No
261442	No	No
261443	No	No
261444	No	No
261445	No	No
261446	No	No
261447	No	No
261448	No	No
261449	No	No
261450	No	No
261451	No	No
261452	No	No
261453	No	No
261454	No	No
261455	No	Yes
261456	No	No
261457	No	No
261458	No	No
261459	No	No
261460	No	Yes
261461	No	No
261462	No	No
261463	No	No
261464	No	No
261465	No	No
261466	No	No
261467	No	No
261468	Yes	No
261469	No	No
261470	No	No
261471	No	No
261472	No	No
261473	No	No
261474	No	No
261475	No	No
261476	No	No
261477	No	No
261478	No	No
261479	No	No
261480	No	No
261481	No	No
261482	No	No
261483	No	No
261484	No	Yes
261485	No	No
261486	No	No
261487	No	No
261488	No	No
261489	No	No
261490	No	No
261491	No	No
261492	No	No
261493	No	No
261494	No	No
261495	No	No
261496	No	No
261497	No	Yes
261498	No	No
261499	No	No
261500	No	Yes
261501	No	No
261502	No	No
261503	No	No
261504	No	No
261505	No	No
261506	No	No
261507	No	No
261508	No	No
261509	No	No
261510	No	No
261511	No	No
261512	No	No
261513	No	No
261514	No	No
261515	No	No
261516	No	No
261517	No	No
261518	No	No
261519	No	No
261520	No	No
261521	No	Yes
261522	No	No
261523	No	No
261524	No	No
261525	No	No
261526	No	No
261527	No	No
261528	No	No
261529	No	No
261530	No	No
261531	No	Yes
261532	No	No
261533	No	No
261534	No	Yes
261535	No	No
261536	No	No
261537	No	No
261538	No	No
261539	No	No
261540	No	No
261541	No	Yes
261542	No	No
261543	No	No
261544	No	No
261545	No	No
261546	No	No
261547	No	No
261548	No	No
261549	No	No
261550	No	No
261551	No	No
261552	No	No
261553	No	No
261554	No	No
261555	No	No
261556	No	No
261557	No	No
261558	No	No
261559	No	No
261560	No	No
261561	No	No
261562	No	No
261563	No	No
261564	No	No
261565	No	No
261566	No	No
261567	No	No
261568	No	No
261569	No	No
261570	No	No
261571	No	No
261572	No	No
261573	No	No
261574	No	No
261575	No	No
261576	No	No
261577	No	No
261578	No	No
261579	No	No
261580	No	No
261581	No	No
261582	No	No
261583	No	No
261584	No	No
261585	No	No
261586	No	No
261587	No	No
261588	No	No
261589	No	No
261590	No	No
261591	No	No
261592	No	No
261593	No	No
261594	No	No
261595	No	No
261596	No	No
261597	No	No
261598	No	No
261599	No	No
261600	No	No
261601	No	No
261602	No	No
261603	No	No
261604	No	No
261605	No	No
261606	No	No
261607	No	No
261608	No	Yes
261609	No	No
261610	Yes	No
261611	No	No
261612	No	No
261613	No	No
261614	No	No
261615	No	No
261616	No	No
261617	No	No
261618	No	Yes
261619	No	No
261620	No	No
261621	No	No
261622	No	No
261623	No	No
261624	Yes	Yes
261625	No	No
261626	No	No
261627	No	No
261628	No	No
261629	No	No
261630	No	No
261631	No	No
261632	No	No
261633	No	No
261634	No	No
261635	No	No
261636	No	No
261637	No	No
261638	No	No
261639	No	No
261640	No	No
261641	No	Yes
261642	No	No
261643	No	No
261644	No	No
261645	No	No
261646	No	No
261647	No	No
261648	No	No
261649	No	No
261650	No	Yes
261651	No	No
261652	No	No
261653	No	No
261654	No	No
261655	No	No
261656	No	Yes
261657	No	No
261658	No	No
261659	No	No
261660	No	No
261661	No	No
261662	No	No
261663	No	No
261664	Yes	No
261665	No	No
261666	No	Yes
261667	No	No
261668	No	No
261669	No	Yes
261670	No	Yes
261671	No	No
261672	No	No
261673	No	No
261674	No	No
261675	No	No
261676	No	No
261677	No	No
261678	No	No
261679	No	No
261680	No	No
261681	No	No
261682	No	No
261683	Yes	No
261684	No	No
261685	No	No
261686	No	No
261687	No	No
261688	No	No
261689	No	No
261690	No	No
261691	No	No
261692	No	No
261693	No	No
261694	No	No
261695	No	No
261696	No	Yes
261697	No	No
261698	No	No
261699	No	No
261700	No	No
261701	No	No
261702	No	No
261703	No	No
261704	No	No
261705	No	No
261706	No	No
261707	No	No
261708	No	No
261709	No	No
261710	No	No
261711	No	No
261712	No	No
261713	No	Yes
261714	No	No
261715	No	No
261716	No	No
261717	No	No
261718	No	No
261719	No	No
261720	No	No
261721	No	No
261722	No	Yes
261723	No	No
261724	No	No
261725	No	No
261726	No	No
261727	No	No
261728	No	No
261729	No	No
261730	No	No
261731	No	No
261732	No	No
261733	No	No
261734	No	Yes
261735	No	No
261736	No	No
261737	No	No
261738	No	No
261739	No	No
261740	No	No
261741	No	No
261742	No	No
261743	No	No
261744	No	No
261745	No	No
261746	No	No
261747	No	No
261748	No	No
261749	No	No
261750	No	No
261751	No	No
261752	No	Yes
261753	No	No
261754	No	No
261755	No	Yes
261756	Yes	No
261757	No	No
261758	No	No
261759	No	No
261760	No	No
261761	No	No
261762	No	No
261763	No	No
261764	No	No
261765	No	No
261766	No	No
261767	No	No
261768	No	No
261769	No	Yes
261770	No	No
261771	No	Yes
261772	No	Yes
261773	No	No
261774	No	No
261775	No	No
261776	No	No
261777	No	No
261778	No	No
261779	No	No
261780	No	No
261781	No	No
261782	No	No
261783	No	No
261784	No	No
261785	No	No
261786	No	No
261787	No	No
261788	No	No
261789	No	No
261790	No	No
261791	No	No
261792	No	No
261793	No	No
261794	No	No
261795	No	No
261796	No	No
261797	No	No
261798	No	Yes
261799	No	No
261800	No	No
261801	No	No
261802	No	No
261803	No	No
261804	No	No
261805	No	No
261806	No	No
261807	No	No
261808	No	No
261809	No	No
261810	No	No
261811	No	Yes
261812	No	No
261813	No	No
261814	No	No
261815	No	Yes
261816	No	No
261817	No	No
261818	No	No
261819	No	No
261820	No	No
261821	No	No
261822	No	No
261823	No	No
261824	No	No
261825	No	No
261826	No	No
261827	No	No
261828	No	No
261829	No	No
261830	No	No
261831	No	No
261832	No	No
261833	No	No
261834	No	No
261835	No	Yes
261836	No	No
261837	No	No
261838	No	No
261839	No	No
261840	No	Yes
261841	No	No
261842	Yes	No
261843	No	No
261844	No	No
261845	No	No
261846	No	No
261847	No	No
261848	No	No
261849	No	No
261850	No	No
261851	No	No
261852	No	No
261853	No	No
261854	No	No
261855	No	No
261856	No	No
261857	No	No
261858	No	No
261859	No	No
261860	No	No
261861	No	Yes
261862	No	No
261863	No	No
261864	No	No
261865	No	No
261866	No	No
261867	No	Yes
261868	No	No
261869	No	No
261870	No	No
261871	No	No
261872	No	No
261873	No	No
261874	No	No
261875	No	No
261876	No	No
261877	No	No
261878	No	No
261879	No	Yes
261880	No	No
261881	No	Yes
261882	No	No
261883	No	No
261884	No	No
261885	No	No
261886	No	No
261887	No	No
261888	No	No
261889	No	No
261890	No	No
261891	No	No
261892	No	No
261893	No	No
261894	No	No
261895	No	No
261896	No	No
261897	No	No
261898	No	No
261899	No	Yes
261900	No	Yes
261901	No	No
261902	Yes	No
261903	No	No
261904	No	No
261905	No	No
261906	No	No
261907	No	No
261908	No	No
261909	No	No
261910	No	No
261911	No	No
261912	No	No
261913	No	No
261914	No	No
261915	No	No
261916	No	No
261917	No	No
261918	No	No
261919	No	No
261920	No	No
261921	No	No
261922	No	No
261923	No	No
261924	No	No
261925	No	Yes
261926	No	No
261927	No	No
261928	No	No
261929	No	No
261930	No	No
261931	No	No
261932	No	No
261933	No	No
261934	No	No
261935	No	No
261936	No	Yes
261937	No	No
261938	No	Yes
261939	No	No
261940	No	No
261941	No	No
261942	No	No
261943	No	No
261944	No	No
261945	No	No
261946	No	No
261947	No	No
261948	No	No
261949	No	No
261950	No	No
261951	No	No
261952	No	No
261953	No	Yes
261954	No	No
261955	No	No
261956	No	No
261957	No	No
261958	No	No
261959	No	No
261960	No	No
261961	No	No
261962	No	No
261963	No	No
261964	No	No
261965	No	No
261966	No	No
261967	No	No
261968	No	No
261969	No	No
261970	No	No
261971	No	No
261972	No	No
261973	No	No
261974	No	No
261975	No	No
261976	No	No
261977	No	No
261978	No	No
261979	No	No
261980	No	No
261981	No	No
261982	No	No
261983	No	No
261984	No	Yes
261985	No	No
261986	No	No
261987	No	No
261988	No	No
261989	No	No
261990	No	No
261991	No	No
261992	No	No
261993	No	No
261994	No	No
261995	No	No
261996	No	No
261997	No	No
261998	No	No
261999	No	No
262000	No	Yes
262001	No	No
262002	No	No
262003	No	No
262004	No	No
262005	No	No
262006	No	No
262007	No	No
262008	No	Yes
262009	No	No
262010	No	No
262011	No	No
262012	No	No
262013	No	No
262014	No	No
262015	No	Yes
262016	No	No
262017	No	No
262018	Yes	No
262019	No	No
262020	No	No
262021	No	No
262022	No	No
262023	No	No
262024	No	No
262025	No	No
262026	No	No
262027	No	No
262028	No	No
262029	No	No
262030	No	No
262031	No	No
262032	No	No
262033	No	No
262034	No	No
262035	No	No
262036	No	No
262037	No	No
262038	No	Yes
262039	No	No
262040	No	No
262041	No	No
262042	No	No
262043	No	No
262044	No	No
262045	No	No
262046	No	No
262047	No	Yes
262048	No	No
262049	No	No
262050	No	No
262051	No	No
262052	No	No
262053	No	No
262054	No	No
262055	No	No
262056	No	No
262057	No	No
262058	No	No
262059	No	No
262060	No	No
262061	No	No
262062	No	No
262063	No	No
262064	No	No
262065	No	No
262066	No	No
262067	No	No
262068	No	No
262069	No	No
262070	No	No
262071	No	No
262072	No	Yes
262073	Yes	No
262074	No	No
262075	No	No
262076	No	No
262077	No	No
262078	No	No
262079	No	No
262080	No	No
262081	No	No
262082	No	No
262083	No	No
262084	No	No
262085	No	No
262086	No	No
262087	No	No
262088	No	No
262089	No	Yes
262090	No	No
262091	No	No
262092	No	No
262093	No	No
262094	No	No
262095	No	No
262096	No	No
262097	No	No
262098	No	No
262099	No	No
262100	No	Yes
262101	No	No
262102	No	No
262103	No	No
262104	No	No
262105	No	No
262106	No	No
262107	No	No
262108	No	No
262109	No	No
262110	No	No
262111	No	No
262112	No	No
262113	No	No
262114	No	No
262115	No	No
262116	No	No
262117	No	No
262118	No	No
262119	No	No
262120	No	No
262121	No	No
262122	No	No
262123	No	Yes
262124	No	Yes
262125	No	No
262126	No	No
262127	No	No
262128	No	No
262129	No	No
262130	No	No
262131	No	No
262132	No	No
262133	No	No
262134	No	No
262135	No	No
262136	No	No
262137	No	No
262138	No	No
262139	No	Yes
262140	No	No
262141	No	No
262142	No	No
262143	No	No
262144	No	No
262145	No	No
262146	No	No
262147	No	No
262148	No	No
262149	No	No
262150	No	No
262151	No	Yes
262152	No	No
262153	No	No
262154	No	No
262155	No	No
262156	No	No
262157	No	No
262158	No	No
262159	No	No
262160	No	No
262161	No	No
262162	No	No
262163	No	No
262164	No	Yes
262165	No	No
262166	No	No
262167	No	No
262168	No	Yes
262169	No	No
262170	No	No
262171	No	No
262172	No	No
262173	No	No
262174	No	No
262175	No	No
262176	No	No
262177	No	No
262178	No	No
262179	No	No
262180	No	No
262181	No	No
262182	No	No
262183	No	No
262184	No	No
262185	No	No
262186	No	No
262187	No	No
262188	No	No
262189	No	No
262190	No	No
262191	No	No
262192	No	Yes
262193	No	No
262194	No	No
262195	No	No
262196	No	No
262197	No	No
262198	No	Yes
262199	No	No
262200	No	No
262201	No	No
262202	No	No
262203	No	No
262204	No	No
262205	Yes	No
262206	No	No
262207	No	No
262208	No	No
262209	No	No
262210	No	Yes
262211	No	No
262212	No	Yes
262213	No	No
262214	No	No
262215	No	No
262216	No	No
262217	No	No
262218	No	No
262219	No	No
262220	No	No
262221	No	No
262222	No	No
262223	No	No
262224	No	No
262225	No	No
262226	Yes	No
262227	No	No
262228	No	No
262229	No	No
262230	No	No
262231	No	No
262232	No	No
262233	No	No
262234	No	No
262235	No	Yes
262236	No	No
262237	No	No
262238	No	No
262239	No	No
262240	No	No
262241	No	Yes
262242	No	No
262243	No	No
262244	No	No
262245	No	No
262246	No	No
262247	No	No
262248	No	Yes
262249	No	Yes
262250	No	No
262251	No	No
262252	No	No
262253	No	No
262254	No	No
262255	No	No
262256	No	No
262257	No	No
262258	No	No
262259	No	No
262260	No	No
262261	No	No
262262	No	No
262263	No	No
262264	No	Yes
262265	No	No
262266	No	No
262267	No	No
262268	No	No
262269	No	No
262270	No	Yes
262271	No	No
262272	No	No
262273	No	Yes
262274	No	No
262275	No	No
262276	No	No
262277	No	No
262278	No	No
262279	No	No
262280	No	No
262281	No	No
262282	No	No
262283	No	No
262284	No	No
262285	No	No
262286	No	No
262287	No	Yes
262288	No	No
262289	No	No
262290	No	No
262291	No	No
262292	No	No
262293	No	No
262294	No	No
262295	No	No
262296	No	No
262297	No	No
262298	No	No
262299	No	No
262300	No	No
262301	No	No
262302	No	No
262303	No	No
262304	No	No
262305	No	No
262306	No	No
262307	No	No
262308	No	No
262309	No	Yes
262310	No	No
262311	No	No
262312	No	No
262313	No	No
262314	No	No
262315	No	No
262316	No	No
262317	No	Yes
262318	No	No
262319	No	No
262320	No	No
262321	No	No
262322	No	No
262323	No	No
262324	No	No
262325	No	No
262326	No	No
262327	No	No
262328	No	No
262329	No	No
262330	No	No
262331	No	No
262332	No	No
262333	No	No
262334	No	No
262335	No	No
262336	No	No
262337	No	No
262338	No	No
262339	No	No
262340	No	No
262341	No	No
262342	No	No
262343	No	No
262344	No	No
262345	No	No
262346	No	No
262347	No	No
262348	Yes	No
262349	No	No
262350	No	No
262351	No	No
262352	No	No
262353	No	No
262354	Yes	No
262355	No	No
262356	No	No
262357	No	No
262358	No	Yes
262359	No	No
262360	No	No
262361	No	No
262362	No	No
262363	No	No
262364	No	No
262365	No	No
262366	No	No
262367	No	No
262368	No	No
262369	No	No
262370	No	No
262371	No	No
262372	No	Yes
262373	No	No
262374	No	No
262375	No	No
262376	No	No
262377	No	No
262378	No	No
262379	No	No
262380	Yes	No
262381	No	No
262382	No	No
262383	No	No
262384	No	No
262385	No	No
262386	No	No
262387	No	No
262388	No	No
262389	No	No
262390	No	No
262391	No	No
262392	No	No
262393	No	Yes
262394	No	No
262395	No	No
262396	No	No
262397	No	No
262398	No	No
262399	Yes	Yes
262400	No	No
262401	No	No
262402	No	No
262403	No	No
262404	No	No
262405	No	No
262406	No	No
262407	No	No
262408	No	No
262409	No	No
262410	No	No
262411	No	No
262412	No	No
262413	No	No
262414	No	No
262415	No	No
262416	No	No
262417	No	No
262418	No	No
262419	No	No
262420	No	No
262421	No	No
262422	No	No
262423	No	No
262424	No	No
262425	No	No
262426	No	No
262427	No	No
262428	No	Yes
262429	No	Yes
262430	No	No
262431	No	No
262432	No	No
262433	No	No
262434	No	No
262435	No	No
262436	No	No
262437	No	No
262438	No	No
262439	Yes	No
262440	No	No
262441	No	No
262442	No	No
262443	No	No
262444	No	No
262445	No	No
262446	No	Yes
262447	No	No
262448	No	No
262449	No	No
262450	No	No
262451	No	No
262452	No	No
262453	No	No
262454	No	No
262455	No	No
262456	No	No
262457	No	No
262458	No	No
262459	No	Yes
262460	No	No
262461	No	No
262462	No	No
262463	No	No
262464	No	No
262465	No	No
262466	No	No
262467	No	No
262468	No	No
262469	No	No
262470	No	No
262471	No	No
262472	No	No
262473	No	No
262474	No	No
262475	No	No
262476	No	No
262477	No	No
262478	No	No
262479	No	No
262480	No	Yes
262481	No	No
262482	No	No
262483	No	No
262484	No	No
262485	No	No
262486	No	No
262487	No	No
262488	No	No
262489	No	No
262490	No	No
262491	No	Yes
262492	No	No
262493	No	No
262494	Yes	No
262495	No	No
262496	No	Yes
262497	No	No
262498	No	No
262499	No	No
262500	No	No
262501	No	No
262502	No	No
262503	No	No
262504	No	No
262505	No	No
262506	No	No
262507	No	No
262508	No	No
262509	Yes	No
262510	No	No
262511	No	No
262512	No	No
262513	No	No
262514	Yes	No
262515	No	No
262516	No	No
262517	No	No
262518	No	No
262519	No	No
262520	No	No
262521	Yes	No
262522	No	No
262523	No	No
262524	No	No
262525	No	No
262526	No	No
262527	No	No
262528	Yes	No
262529	No	No
262530	No	No
262531	No	No
262532	No	No
262533	No	No
262534	No	No
262535	No	No
262536	No	No
262537	No	No
262538	No	No
262539	No	No
262540	No	No
262541	No	No
262542	No	No
262543	No	No
262544	No	No
262545	No	No
262546	No	No
262547	No	No
262548	No	No
262549	No	No
262550	No	No
262551	No	No
262552	No	No
262553	No	No
262554	No	No
262555	No	Yes
262556	No	No
262557	No	No
262558	No	No
262559	No	No
262560	No	No
262561	No	No
262562	No	No
262563	No	No
262564	No	Yes
262565	Yes	No
262566	No	No
262567	No	No
262568	No	No
262569	No	No
262570	No	No
262571	No	No
262572	No	Yes
262573	No	No
262574	No	No
262575	No	No
262576	No	No
262577	No	No
262578	No	No
262579	No	No
262580	No	No
262581	No	No
262582	No	No
262583	No	No
262584	No	No
262585	No	No
262586	No	No
262587	No	No
262588	No	No
262589	No	No
262590	Yes	No
262591	No	No
262592	No	No
262593	No	No
262594	No	No
262595	No	No
262596	No	No
262597	No	No
262598	No	No
262599	No	No
262600	No	No
262601	No	No
262602	No	No
262603	No	No
262604	No	No
262605	No	No
262606	No	No
262607	No	No
262608	No	No
262609	No	No
262610	No	No
262611	No	No
262612	No	No
262613	No	No
262614	No	No
262615	No	No
262616	No	No
262617	No	No
262618	No	No
262619	No	No
262620	No	No
262621	No	No
262622	No	No
262623	No	No
262624	No	No
262625	No	No
262626	No	No
262627	No	Yes
262628	No	No
262629	No	No
262630	No	No
262631	No	No
262632	No	No
262633	Yes	No
262634	No	No
262635	No	No
262636	No	No
262637	No	No
262638	No	Yes
262639	No	No
262640	No	No
262641	No	Yes
262642	No	No
262643	No	No
262644	No	No
262645	No	No
262646	No	No
262647	No	No
262648	No	No
262649	No	No
262650	No	No
262651	No	No
262652	No	No
262653	No	No
262654	No	No
262655	No	No
262656	No	No
262657	No	No
262658	No	No
262659	No	No
262660	No	No
262661	No	No
262662	No	No
262663	No	No
262664	No	No
262665	No	No
262666	No	No
262667	No	No
262668	No	No
262669	No	No
262670	No	No
262671	Yes	No
262672	No	No
262673	No	No
262674	No	No
262675	No	No
262676	No	No
262677	No	No
262678	Yes	No
262679	No	No
262680	No	No
262681	No	No
262682	No	No
262683	No	No
262684	No	No
262685	No	No
262686	No	No
262687	No	No
262688	No	No
262689	No	No
262690	No	No
262691	No	No
262692	No	No
262693	No	No
262694	No	No
262695	No	No
262696	No	No
262697	No	Yes
262698	No	No
262699	No	No
262700	No	No
262701	No	No
262702	No	No
262703	No	No
262704	No	No
262705	No	No
262706	No	No
262707	No	Yes
262708	No	No
262709	No	No
262710	No	No
262711	No	No
262712	No	No
262713	No	No
262714	No	No
262715	No	No
262716	No	No
262717	No	No
262718	No	No
262719	No	No
262720	No	No
262721	No	No
262722	No	No
262723	No	Yes
262724	No	No
262725	No	No
262726	No	No
262727	No	No
262728	No	Yes
262729	No	No
262730	No	No
262731	No	No
262732	No	No
262733	No	No
262734	No	No
262735	No	Yes
262736	No	No
262737	No	No
262738	No	No
262739	No	No
262740	No	No
262741	No	No
262742	No	No
262743	No	No
262744	No	No
262745	No	No
262746	No	No
262747	No	No
262748	No	No
262749	No	No
262750	No	No
262751	No	No
262752	No	No
262753	No	No
262754	No	No
262755	No	No
262756	No	No
262757	No	No
262758	No	No
262759	No	No
262760	No	No
262761	No	Yes
262762	No	No
262763	No	No
262764	Yes	No
262765	No	No
262766	No	No
262767	No	No
262768	No	No
262769	No	No
262770	No	No
262771	No	No
262772	No	No
262773	No	No
262774	No	No
262775	No	No
262776	No	No
262777	No	No
262778	Yes	No
262779	No	Yes
262780	No	No
262781	No	No
262782	No	No
262783	No	No
262784	No	No
262785	No	No
262786	No	No
262787	No	Yes
262788	No	No
262789	No	No
262790	No	No
262791	No	Yes
262792	No	No
262793	No	Yes
262794	No	No
262795	No	No
262796	No	Yes
262797	No	No
262798	No	No
262799	No	No
262800	No	No
262801	No	No
262802	No	No
262803	No	No
262804	No	No
262805	No	No
262806	No	No
262807	No	No
262808	No	No
262809	No	No
262810	No	No
262811	No	No
262812	Yes	No
262813	No	No
262814	No	No
262815	No	No
262816	No	No
262817	No	No
262818	No	Yes
262819	No	No
262820	No	No
262821	No	No
262822	No	No
262823	No	No
262824	No	No
262825	No	No
262826	No	No
262827	No	No
262828	No	No
262829	No	No
262830	No	No
262831	No	No
262832	No	No
262833	No	No
262834	No	No
262835	No	No
262836	No	No
262837	No	No
262838	No	No
262839	No	No
262840	No	No
262841	No	No
262842	No	No
262843	No	No
262844	No	No
262845	No	No
262846	No	No
262847	No	No
262848	No	No
262849	No	No
262850	No	No
262851	No	No
262852	No	No
262853	No	No
262854	No	No
262855	No	Yes
262856	Yes	No
262857	No	No
262858	No	No
262859	No	No
262860	No	No
262861	No	No
262862	No	No
262863	No	Yes
262864	No	No
262865	No	No
262866	No	No
262867	No	No
262868	No	No
262869	No	No
262870	No	No
262871	No	No
262872	No	No
262873	No	No
262874	No	No
262875	No	No
262876	No	No
262877	No	No
262878	No	No
262879	No	No
262880	No	No
262881	No	No
262882	No	No
262883	No	No
262884	No	No
262885	No	No
262886	No	No
262887	No	No
262888	No	No
262889	No	No
262890	No	No
262891	No	No
262892	No	Yes
262893	No	No
262894	No	No
262895	No	No
262896	No	No
262897	No	No
262898	No	No
262899	No	No
262900	No	No
262901	No	No
262902	No	No
262903	No	No
262904	No	No
262905	No	No
262906	No	No
262907	No	No
262908	No	No
262909	No	No
262910	No	No
262911	No	No
262912	No	No
262913	No	No
262914	Yes	Yes
262915	No	No
262916	No	No
262917	No	No
262918	No	No
262919	No	No
262920	No	No
262921	No	No
262922	No	No
262923	No	No
262924	No	No
262925	No	No
262926	No	No
262927	No	No
262928	No	Yes
262929	No	No
262930	No	No
262931	No	No
262932	No	No
262933	No	Yes
262934	No	No
262935	Yes	No
262936	Yes	No
262937	No	No
262938	No	No
262939	No	No
262940	No	No
262941	No	No
262942	No	No
262943	No	No
262944	No	No
262945	No	No
262946	No	No
262947	No	No
262948	No	No
262949	No	No
262950	No	No
262951	No	No
262952	No	No
262953	No	No
262954	No	No
262955	No	No
262956	No	No
262957	No	No
262958	No	No
262959	No	No
262960	No	No
262961	No	No
262962	No	No
262963	No	No
262964	No	No
262965	No	No
262966	No	No
262967	No	No
262968	No	No
262969	No	No
262970	No	No
262971	No	No
262972	No	No
262973	No	No
262974	No	No
262975	No	No
262976	Yes	No
262977	No	No
262978	No	No
262979	No	No
262980	No	No
262981	No	No
262982	No	No
262983	No	No
262984	No	No
262985	No	No
262986	No	No
262987	No	No
262988	No	No
262989	No	No
262990	No	No
262991	No	No
262992	No	Yes
262993	No	No
262994	No	No
262995	No	No
262996	No	No
262997	No	No
262998	No	No
262999	No	No
263000	No	No
263001	No	No
263002	No	No
263003	No	No
263004	No	No
263005	No	No
263006	No	No
263007	No	No
263008	No	No
263009	Yes	No
263010	No	Yes
263011	No	No
263012	No	No
263013	No	No
263014	No	No
263015	No	No
263016	No	No
263017	No	No
263018	No	No
263019	No	No
263020	No	No
263021	No	No
263022	No	No
263023	No	No
263024	No	No
263025	No	Yes
263026	No	No
263027	No	No
263028	No	No
263029	No	No
263030	No	No
263031	No	Yes
263032	No	No
263033	No	No
263034	No	No
263035	No	No
263036	No	No
263037	Yes	No
263038	No	No
263039	No	No
263040	No	No
263041	No	No
263042	No	No
263043	No	No
263044	No	No
263045	No	No
263046	No	No
263047	No	No
263048	No	No
263049	No	No
263050	No	No
263051	Yes	No
263052	No	No
263053	No	No
263054	No	No
263055	No	No
263056	No	No
