minfd	nutrient	styr	stqtr	nutcvf
401	2	1978	1	19.00
401	2	1978	2	19.00
401	2	1978	3	19.00
401	2	1978	4	19.00
401	3	1978	1	22.00
401	3	1978	2	22.00
401	3	1978	3	22.00
401	3	1978	4	23.00
401	4	1978	1	13.29
401	4	1978	2	13.29
401	4	1978	3	13.29
401	4	1978	4	13.29
401	5	1978	1	7.09
401	5	1978	2	7.09
401	5	1978	3	7.09
401	5	1978	4	7.09
401	6	1978	1	0.59
401	6	1978	2	0.59
401	6	1978	3	0.59
401	6	1978	4	0.59
401	7	1978	1	28.00
401	7	1978	2	28.00
401	7	1978	3	28.00
401	7	1978	4	28.00
401	8	1978	1	380.00
401	8	1978	2	380.00
401	8	1978	3	380.00
401	8	1978	4	380.00
401	9	1978	1	1.58
401	9	1978	2	1.58
401	9	1978	3	1.58
401	9	1978	4	1.58
401	10	1978	1	700.00
401	10	1978	2	700.00
401	10	1978	3	700.00
401	10	1978	4	700.00
401	11	1978	1	0.29
401	11	1978	2	0.29
401	11	1978	3	0.29
401	11	1978	4	0.29
401	12	1978	1	180.00
401	12	1978	2	180.00
401	12	1978	3	180.00
401	12	1978	4	180.00
401	13	1978	1	110.00
401	13	1978	2	110.00
401	13	1978	3	110.00
401	13	1978	4	110.00
401	14	1978	1	230.00
401	14	1978	2	230.00
401	14	1978	3	230.00
401	14	1978	4	230.00
401	15	1978	1	0.21
401	15	1978	2	0.21
401	15	1978	3	0.21
401	15	1978	4	0.21
401	16	1978	1	1.10
401	16	1978	2	1.10
401	16	1978	3	1.10
401	16	1978	4	1.10
401	17	1978	1	0.49
401	17	1978	2	0.49
401	17	1978	3	0.49
401	17	1978	4	0.49
401	18	1978	1	274.00
401	18	1978	2	274.00
401	18	1978	3	274.00
401	18	1978	4	274.00
401	19	1978	1	5.00
401	19	1978	2	5.00
401	19	1978	3	5.00
401	19	1978	4	5.00
401	20	1978	1	6.00
401	20	1978	2	6.00
401	20	1978	3	6.00
401	20	1978	4	6.00
401	21	1978	1	0.11
401	21	1978	2	0.11
401	21	1978	3	0.11
401	21	1978	4	0.11
501	2	1978	1	19.00
501	2	1978	2	19.00
501	2	1978	3	19.00
501	2	1978	4	19.00
501	3	1978	1	22.00
501	3	1978	2	22.00
501	3	1978	3	22.00
501	3	1978	4	22.00
501	4	1978	1	13.29
501	4	1978	2	13.29
501	4	1978	3	13.29
501	4	1978	4	13.29
501	5	1978	1	7.09
501	5	1978	2	7.09
501	5	1978	3	7.09
501	5	1978	4	7.09
501	6	1978	1	0.59
501	6	1978	2	0.59
501	6	1978	3	0.59
501	6	1978	4	0.59
501	7	1978	1	28.00
501	7	1978	2	28.00
501	7	1978	3	28.00
501	7	1978	4	28.00
501	8	1978	1	380.00
501	8	1978	2	380.00
501	8	1978	3	380.00
501	8	1978	4	380.00
501	9	1978	1	1.58
501	9	1978	2	1.58
501	9	1978	3	1.58
501	9	1978	4	1.58
501	10	1978	1	700.00
501	10	1978	2	700.00
501	10	1978	3	700.00
501	10	1978	4	700.00
501	11	1978	1	0.29
501	11	1978	2	0.29
501	11	1978	3	0.29
501	11	1978	4	0.29
501	12	1978	1	180.00
501	12	1978	2	180.00
501	12	1978	3	180.00
501	12	1978	4	180.00
501	13	1978	1	110.00
501	13	1978	2	110.00
501	13	1978	3	110.00
501	13	1978	4	110.00
501	14	1978	1	230.00
501	14	1978	2	230.00
501	14	1978	3	230.00
501	14	1978	4	230.00
501	15	1978	1	0.21
501	15	1978	2	0.21
501	15	1978	3	0.21
501	15	1978	4	0.21
501	16	1978	1	1.10
501	16	1978	2	1.10
501	16	1978	3	1.10
501	16	1978	4	1.10
501	17	1978	1	0.49
501	17	1978	2	0.49
501	17	1978	3	0.49
501	17	1978	4	0.49
501	18	1978	1	274.00
501	18	1978	2	274.00
501	18	1978	3	274.00
501	18	1978	4	274.00
501	19	1978	1	5.00
501	19	1978	2	5.00
501	19	1978	3	5.00
501	19	1978	4	5.00
501	20	1978	1	6.00
501	20	1978	2	6.00
501	20	1978	3	6.00
501	20	1978	4	6.00
501	21	1978	1	0.11
501	21	1978	2	0.11
501	21	1978	3	0.11
501	21	1978	4	0.11
601	2	1978	1	19.00
601	2	1978	2	19.00
601	2	1978	3	19.00
601	2	1978	4	19.00
601	3	1978	1	22.00
601	3	1978	2	22.00
601	3	1978	3	22.00
601	3	1978	4	22.00
601	4	1978	1	13.29
601	4	1978	2	13.29
601	4	1978	3	13.29
601	4	1978	4	13.29
601	5	1978	1	7.09
601	5	1978	2	7.09
601	5	1978	3	7.09
601	5	1978	4	7.09
601	6	1978	1	0.59
601	6	1978	2	0.59
601	6	1978	3	0.59
601	6	1978	4	0.59
601	7	1978	1	28.00
601	7	1978	2	28.00
601	7	1978	3	28.00
601	7	1978	4	28.00
601	8	1978	1	380.00
601	8	1978	2	380.00
601	8	1978	3	380.00
601	8	1978	4	380.00
601	9	1978	1	1.58
601	9	1978	2	1.58
601	9	1978	3	1.58
601	9	1978	4	1.58
601	10	1978	1	700.00
601	10	1978	2	700.00
601	10	1978	3	700.00
601	10	1978	4	700.00
601	11	1978	1	0.29
601	11	1978	2	0.29
601	11	1978	3	0.29
601	11	1978	4	0.29
601	12	1978	1	180.00
601	12	1978	2	180.00
601	12	1978	3	180.00
601	12	1978	4	180.00
601	13	1978	1	110.00
601	13	1978	2	110.00
601	13	1978	3	110.00
601	13	1978	4	110.00
601	14	1978	1	230.00
601	14	1978	2	230.00
601	14	1978	3	230.00
601	14	1978	4	230.00
601	15	1978	1	0.21
601	15	1978	2	0.21
601	15	1978	3	0.21
601	15	1978	4	0.21
601	16	1978	1	1.10
601	16	1978	2	1.10
601	16	1978	3	1.10
601	16	1978	4	1.10
601	17	1978	1	0.49
601	17	1978	2	0.49
601	17	1978	3	0.49
601	17	1978	4	0.49
601	18	1978	1	274.00
601	18	1978	2	274.00
601	18	1978	3	274.00
601	18	1978	4	274.00
601	19	1978	1	5.00
601	19	1978	2	5.00
601	19	1978	3	5.00
601	19	1978	4	5.00
601	20	1978	1	6.00
601	20	1978	2	6.00
601	20	1978	3	6.00
601	20	1978	4	6.00
601	21	1978	1	0.11
601	21	1978	2	0.11
601	21	1978	3	0.11
601	21	1978	4	0.11
901	2	1978	1	19.00
901	2	1978	2	19.00
901	2	1978	3	19.00
901	2	1978	4	19.00
901	3	1978	1	18.00
901	3	1978	2	18.00
901	3	1978	3	18.00
901	3	1978	4	18.00
901	4	1978	1	10.89
901	4	1978	2	10.89
901	4	1978	3	10.89
901	4	1978	4	10.89
901	5	1978	1	5.79
901	5	1978	2	5.79
901	5	1978	3	5.79
901	5	1978	4	5.79
901	6	1978	1	0.49
901	6	1978	2	0.49
901	6	1978	3	0.49
901	6	1978	4	0.49
901	7	1978	1	49.00
901	7	1978	2	49.00
