hhno	visgpno	sex	age	occ	soc	dact	nbalvis
224204	1	2	14		6		7
224205	1	2	0		7		25
224206	1	1	0		7		21
224206	2	2	0		7		7
224208	1	2	0		7		4
224208	2	1	0		7		14
224208	3	2	2		6		8
224210	1	2	0		7		7
224211	1	2	0		7		43
224211	2	2	1		6		34
224211	3	1	7		6		11
224211	4	1	0		7		39
224211	5	2	2		6		7
224214	1	1	0		7		3
224214	2	2	0		7		3
224214	3	2	8		6		3
224217	1	2	0		7		12
224217	2	1	0		7		4
224220	1	1	0		7		21
224220	2	2	0		7		21
224221	1	1	0		7		7
224222	1	2	5		6		22
224222	2	1	4		6		38
224222	3	1	0		7		25
224222	4	2	0		7		39
224222	5	2	6		6		7
224224	1	1	0		7		42
224226	1	2	0		7		42
224226	2	1	0		4		11
224226	3	1	0		6		4
224230	1	2	0		7		4
224231	1	2	0		7		7
224231	2	1	0		7		7
224232	1	1	9		6		7
224232	2	2	12		6		7
224233	1	1	0		7		24
224233	2	2	0		7		3
224234	1	1	0		7		25
224234	2	1	13		6		21
224238	1	2	0		7		29
224238	2	1	0		7		14
224238	3	2	2		6		22
224238	4	1	1		6		7
224238	5	2	1		6		22
224239	1	2	0		7		8
224239	2	1	3		6		4
224241	1	1	0		7		4
224245	1	2	8		6		4
224245	2	1	6		6		4
224247	1	2	0		7		3
224247	2	2	10		6		3
224249	1	2	0		7		14
224250	1	2	0		7		24
224254	1	2	0		7		4
224256	1	2	0		7		10
224256	2	1	0		7		10
224257	1	1	11		6		7
224257	2	2	14		6		7
224258	1	2	0		7		7
224260	1	1	0		7		14
224260	2	2	0		7		7
224265	1	2	0		7		7
224266	1	1	0		7		14
224266	2	2	0		7		7
224268	1	1	0		7		3
224268	2	2	0		7		3
224268	3	2	12		6		3
224268	4	2	17		6		3
224269	1	1	0		7		11
224269	2	2	0		7		11
224269	3	1	2		6		11
224270	1	2	0		7		4
224271	1	1	0		7		29
224271	2	2	0		7		11
224271	3	2	11		6		7
224271	4	2	9		6		7
224271	5	1	7		6		7
224271	6	2	4		6		7
224274	1	2	12		6		7
224274	2	1	7		6		7
224276	1	2	12		6		7
224276	2	2	0		7		8
224278	1	2	0		7		4
224280	1	1	4		6		25
224280	2	1	0		7		7
224280	3	2	13		6		7
224280	4	2	10		6		7
224280	5	2	7		6		14
224280	6	2	0		7		4
224282	1	2	0		7		21
224282	2	1	0		7		17
