hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
216425		4	4027	1994	1	1	1	6	1		3	0	501	0	8	4	1	1	2	2	1	0	0	0	0	1	England	2	2	2	1	1	2	30/12/1933 00:00:00		0	1	0	0	0	1	2	5	0	1	0	3					0
216426		4	4027	1994	1	1	1	5	2		3	0	400	0	0	9	2	1	4	4	1	1	0	0	0	1	England	2	4	2	3	1	2	30/12/1933 00:00:00		0	1	0	0	0	2	2	5	0	1	0	3					0
216427		4	4027	1994	1	1	1	6	5		4	0	872	0	8	1	2	1	3	3	1	2	2	0	0	1	England	2	3	3	10	7	27	30/12/1933 00:00:00		0	3	0	0	0	1	2	5	0	1	0	4					0
216428		5	5008	1994	1	1	1	5	2		4	0	904	0	5	2	2	1	5	4	1	1	0	0	0	1	England	5	4	3	3	1	3	30/12/1933 00:00:00		0	2	0	0	0	1	2	5	0	2	0	5					0
216429		5	5008	1994	1	1	1	6	3		3	0	502	0	6	4	2	1	2	2	1	1	1	0	0	1	England	5	2	2	4	3	10	29/12/1933 00:00:00		0	1	0	0	0	1	2	4	0	2	0	1					0
216430		5	5008	1994	1	1	1	5	2		7	0	1	0	0	9	2	1	6	6	1	1	0	2	2	1	England	5	6	4	3	1	4	29/12/1933 00:00:00		0	0	0	0	0	0	2	4	0	2	0	0					0
216431		5	5008	1994	1	1	1	6	3		3	0	219	0	9	5	2	1	3	2	1	1	1	0	0	1	England	5	2	2	4	3	10	4/1/1934 00:00:00		0	2	0	0	0	1	2	3	0	2	0	5					0
216432		5	5008	1994	1	0	1	2	4		5	0	872	0	3	1	2	1	2	2	1	1	2	0	0	1	England	5	2	4	5	4	16	30/12/1933 00:00:00		0	1	0	0	0	1	2	2	0	2	0	5					0
216433		5	5008	1994	1	1	1	6	6		3	0	179	0	0	9	2	1	4	4	3	2	1	0	0	1	England	5	4	2	10	7	26	29/12/1933 00:00:00		0	4	0	0	0	1	2	4	1	2	0	1					0
216434		5	5008	1994	1	1	1	6	2		3	0	612	0	8	3	2	1	2	1	1	1	0	0	0	1	England	5	1	2	3	1	2	3/1/1934 00:00:00		0	2	0	0	0	2	2	2	2	2	0	5					0
216435		5	5008	1994	1	1	1	5	3		4	0	4	0	0	9	2	1	5	4	2	1	0	0	0	1	England	5	4	3	8	1	3	3/1/1934 00:00:00		0	1	0	897	0	2	1	2	0	2	3	5					0
216436		5	5008	1994	1	1	1	6	3		3	0	233	0	9	1	2	1	4	4	1	1	1	0	0	1	England	5	4	2	4	3	10	29/12/1933 00:00:00		0	2	0	0	0	1	2	4	0	2	0	5					0
216437		5	5008	1994	1	1	1	5	3		3	0	509	0	0	9	2	1	5	5	1	2	0	0	0	1	England	5	5	2	8	1	2	29/12/1933 00:00:00		0	2	0	0	0	1	2	4	0	2	0	2					1
216438		5	5021	1994	1	1	1	1	1		8	0	1	0	2	5	1	1	6	6	0	1	0	1	1	1	England	5	6	5	1	1	0	30/12/1933 00:00:00		0	0	0	0	0	0	2	5	0	2	0	0					1
216439		5	5021	1994	1	1	1	6	2		3	0	553	0	0	2	1	1	3	3	1	1	0	0	0	1	England	5	3	2	3	1	2	29/12/1933 00:00:00		0	2	0	0	0	2	2	4	2	2	0	5					0
216440		5	5021	1994	1	1	1	6	2		4	0	171	0	8	2	2	1	3	3	1	1	0	0	0	1	England	5	3	3	3	1	3	30/12/1933 00:00:00		0	2	0	0	0	1	2	5	0	2	0	3					0
216441		5	5021	1994	1	1	1	5	4		2	0	121	0	0	9	2	1	4	4	3	1	0	0	0	1	England	5	4	1	9	1	1	30/12/1933 00:00:00		0	4	0	0	0	1	2	5	0	2	0	3					0
