hhno	visgpno	sex	age	occ	soc	dact	nbalvis
20004	4	2	0	9995		1	8
20004	5	2	1	9985		1	4
20006	6	1	0	9995		1	18
20008	4	2	0	9995		1	24
20009	4	2	0	9995		1	12
20009	5	1	0	9995		1	8
20010	2	2	0	9995		1	2
20012	6	2	0	9995		1	14
20012	7	1	0	9995		1	8
20012	8	1	1	9985		1	4
20012	9	2	1	9985		1	4
20013	4	2	0	9995		1	50
20013	5	2	0	9995		1	10
20013	6	1	1	9985		1	12
20013	7	1	0	9995		1	12
20016	4	1	0	9995		1	18
20016	5	2	0	9995		1	32
20017	4	1	0	9995		1	18
20017	5	2	0	9995		1	32
20018	5	1	0	9995		1	26
20019	5	1	0	9995		1	26
20022	5	2	0	9995		1	4
20023	5	2	0	9995		1	4
20024	3	1	0	9995		1	6
20024	4	2	0	9995		1	6
20025	3	1	0	9995		1	6
20025	4	2	0	9995		1	6
20028	5	1	0	9995		1	8
20028	6	2	0	9995		1	2
20029	5	1	0	9995		1	8
20029	6	2	0	9995		1	2
20030	5	2	0	9995		1	18
20030	6	2	1	9985		1	8
20030	7	2	1	9985		1	4
20030	8	2	1	9985		1	4
20030	9	2	1	9985		1	4
20030	10	1	1	9985		1	4
20031	4	2	1	9985		1	4
20031	5	2	0	9995		1	18
20031	6	2	1	9985		1	6
20038	4	1	1	9985		1	48
20038	5	1	1	9985		1	48
20038	6	1	1	9985		1	4
20038	7	2	1	9985		1	4
20038	8	1	1	9985		1	4
20040	6	2	0	9995		1	24
20040	7	2	1	9985		1	24
20040	8	1	0	9985		1	24
20042	3	1	1	9985		1	4
20045	4	1	0	9995		1	12
20045	5	1	1	9985		1	2
20046	4	2	1	9985		1	6
20046	5	2	1	9985		1	8
20046	6	2	1	9985		1	8
20046	7	1	0	9995		1	8
20047	2	2	0	9995		1	8
20047	3	1	0	9995		1	8
20047	4	1	1	9985		1	4
20048	6	1	0	9995		1	6
20048	7	2	0	9995		1	6
20051	4	2	1	9985		1	24
20052	4	1	0	9995		1	24
20052	5	2	0	9995		1	6
20053	3	2	0	9995		1	18
20053	4	2	1	9985		1	6
20053	5	1	0	9995		1	12
20056	7	1	1	9985		1	8
20056	8	2	1	9985		1	4
20056	9	1	1	9995		1	4
20056	10	1	1	9985		1	4
20057	7	2	1	9985		1	22
20058	4	1	1	9985		1	4
20059	5	1	0	9995		1	24
20059	6	2	0	9995		1	10
20059	7	1	1	9985		1	4
20059	8	2	1	9985		1	10
20060	4	1	0	9995		1	10
20060	5	2	0	9995		1	10
20061	4	2	0	9995		1	28
20062	4	2	0	9995		1	18
20062	5	1	0	9995		1	4
20062	6	1	1	9985		1	4
20062	7	1	1	9985		1	4
20063	4	1	0	9995		1	10
20069	6	2	0	9995		1	6
20072	3	2	1	9985		1	4
20072	4	2	1	9985		1	4
20072	5	2	1	9985		1	4
20072	6	1	1	9985		1	4
20074	7	2	0	9995		1	16
20074	8	2	1	9985		1	6
20075	5	2	0	9995		1	14
20078	5	1	0	9995		1	14
20078	6	2	0	9995		1	24
20078	7	2	1	9985		1	2
20078	8	2	1	9985		1	4
20078	9	1	1	9985		1	8
20078	10	2	1	9985		1	10
20079	6	2	0	9995		1	12
20080	5	1	0	9995		1	28
20080	6	2	0	9995		1	6
20081	4	1	0	9995		1	4
20081	5	2	0	9995		1	8
20081	6	2	1	9985		1	4
20085	6	2	1	9985		1	8
20088	5	2	0	9995		1	6
20088	6	2	1	9985		1	6
20091	4	2	0	9995		1	6
20091	5	2	1	9985		1	6
20092	5	2	0	9995		1	8
20092	6	1	0	9995		1	4
20092	7	2	1	9985		1	4
20093	3	1	0	9995		1	28
20093	4	2	0	9995		1	20
20096	6	2	1	9985		1	16
20103	6	2	1	9995		1	2
20104	4	2	0	9995		1	4
20104	5	1	0	9995		1	4
20105	5	2	0	9995		1	12
20105	6	1	0	9995		1	6
20106	5	2	1	9985		1	10
20106	6	2	0	9995		1	52
20106	7	1	1	9985		1	16
20106	8	2	1	9985		1	28
20106	9	1	1	9985		1	20
20106	10	2	1	9985		1	8
20109	4	1	1	9985		1	10
20109	5	2	1	9995		1	14
20109	6	1	1	9985		1	2
20109	7	2	1	9985		1	6
20109	8	2	0	9995		1	6
20110	3	2	1	9985		1	6
20110	4	1	0	9995		1	6
20111	5	1	0	9995		1	6
20111	6	2	0	9995		1	6
20113	6	2	1	9985		1	12
20114	5	1	1	9985		1	14
20115	6	1	0	9995		1	6
20115	7	2	0	9995		1	10
20116	5	1	0	9995		1	4
20116	6	2	0	9995		1	8
20116	7	2	1	9985		1	4
20117	2	2	1	9995		1	4
20118	5	1	1	9985		1	16
20118	6	1	1	9985		1	16
20119	6	1	1	9995		1	6
20122	4	2	1	9985		1	4
20122	5	2	0	9995		1	4
20122	6	1	0	9995		1	4
20122	7	1	1	9985		1	4
20122	8	2	1	9985		1	4
20123	2	1	0	9995		1	16
20123	3	2	0	9995		1	2
20126	3	1	0	9995		1	22
20126	4	2	0	9995		1	4
20126	5	2	1	9985		1	4
20127	5	2	0	9995		1	4
20130	5	2	0	9995		1	6
20133	4	1	0	9995		1	2
20133	5	1	1	9985		1	4
20136	4	1	0	9995		1	12
20136	5	2	0	9995		1	8
20136	6	1	1	9985		1	2
20136	7	1	1	9985		1	2
20143	7	2	0	9995		1	16
20144	2	1	0	9995		1	12
20145	3	1	0	9995		1	6
20146	7	2	0	9995		1	12
20147	7	2	0	9995		1	12
20148	6	1	0	9995		1	6
20149	6	1	0	9995		1	6
20150	4	2	0	9995		1	6
20150	5	2	0	9985		1	6
20151	4	2	0	9995		1	6
20151	5	2	0	9985		1	6
20152	4	2	0	9995		1	12
20153	4	2	0	9995		1	12
20156	5	2	1	9995		1	10
20156	6	1	0	9995		1	2
20156	7	2	0	9995		1	2
20159	5	1	1	9985		1	2
20159	6	1	0	9995		1	4
20159	7	2	0	9995		1	4
20160	3	1	0	9995		1	12
20160	4	2	0	9995		1	8
20161	3	1	0	9995		1	12
20162	3	1	0	9995		1	4
20162	4	2	0	9995		1	4
20163	3	1	0	9995		1	20
20163	4	2	1	9985		1	4
20163	5	2	1	9985		1	4
20163	6	2	0	9995		1	4
20164	3	2	0	9995		1	4
20165	4	1	0	9995		1	4
20168	2	2	1	9985		1	6
20168	3	2	1	9985		1	6
20169	4	1	0	9995		1	12
20176	5	1	0	9995		1	8
20178	2	1	0	9995		1	10
20178	3	2	0	9995		1	10
20178	4	1	1	9985		1	10
20178	5	2	1	9985		1	10
20179	4	1	1	9985		1	42
20181	3	2	0	9995		1	6
20182	4	2	0	9995		1	6
20182	5	1	0	9995		1	6
20184	3	1	0	9995		1	20
20184	4	2	0	9995		1	6
20184	5	2	1	9985		1	6
20185	2	1	0	9995		1	6
20185	3	2	0	9995		1	4
20187	5	2	0	9995		1	10
20187	6	1	0	9995		1	4
20188	5	2	1	9985		1	2
20188	6	2	0	9995		1	2
20188	7	1	0	9995		1	2
20192	5	1	0	9995		1	6
20192	6	2	0	9995		1	6
20194	6	1	1	2604		2	12
20194	7	1	0	9995		1	50
20194	8	1	0	9995		1	14
20194	9	1	1	9985		1	4
20194	10	2	1	9995		1	2
20194	11	2	0	9995		1	4
20195	4	1	1	9985		1	8
20195	5	1	0	9995		1	18
20196	4	2	0	9995		1	4
20197	4	2	0	9995		1	6
20198	2	1	0	9995		1	6
20198	3	2	0	9995		1	12
20199	4	2	1	9985		1	4
20199	5	2	0	9995		1	4
20199	6	1	0	9995		1	4
20202	3	1	1	9985		1	18
20202	4	2	1	9985		1	18
20203	2	2	0	9995		1	6
20204	4	1	0	9995		1	2
20204	5	2	0	9995		1	2
20205	3	1	0	9995		1	8
20205	4	2	0	9995		1	8
20206	3	1	0	9995		1	26
20206	4	2	0	9995		1	26
20207	2	2	0	9995		1	8
20208	3	2	0	9995		1	38
20213	5	2	0	9995		1	16
