hhno	Pregnancy_in_household	Child(ren)_under_2
254391	No	No
254392	No	No
254393	No	No
254394	No	No
254395	No	No
254396	No	No
254397	No	No
254398	No	No
254399	No	No
254400	No	No
254401	No	No
254402	No	No
254403	No	No
254404	No	No
254405	No	Yes
254406	No	No
254407	No	No
254408	No	Yes
254409	No	No
254410	No	No
254411	No	No
254412	Yes	No
254413	No	No
254414	No	No
254415	No	Yes
254416	No	Yes
254417	No	No
254418	No	No
254419	No	No
254420	No	No
254421	No	No
254422	No	Yes
254423	No	No
254424	No	No
254425	No	Yes
254426	No	No
254427	No	No
254428	No	No
254429	No	No
254430	No	No
254431	No	No
254432	No	No
254433	No	No
254434	No	No
254435	No	No
254436	No	Yes
254437	No	No
254438	No	No
254439	No	No
254440	No	No
254441	No	No
254442	No	No
254443	No	No
254444	No	No
254445	No	No
254446	No	No
254447	No	No
254448	No	No
254449	No	No
254450	No	No
254451	No	No
254452	No	No
254453	No	No
254454	No	No
254455	No	No
254456	No	No
254457	No	No
254458	No	No
254459	No	No
254460	No	No
254461	No	No
254462	No	No
254463	No	No
254464	No	No
254465	No	No
254466	No	No
254467	No	No
254468	No	No
254469	No	No
254470	No	Yes
254471	No	No
254472	No	No
254473	No	No
254474	No	No
254475	No	No
254476	No	No
254477	No	No
254478	No	No
254479	No	No
254480	No	No
254481	No	No
254482	No	No
254483	No	No
254484	No	Yes
254485	No	No
254486	No	No
254487	No	No
254488	No	No
254489	No	No
254490	No	No
254491	No	No
254492	No	No
254493	No	No
254494	No	No
254495	No	No
254496	No	No
254497	No	No
254498	No	No
254499	No	No
254500	No	No
254501	No	No
254502	No	No
254503	No	No
254504	No	No
254505	No	No
254506	No	No
254507	No	No
254508	No	No
254509	No	No
254510	No	No
254511	No	No
254512	No	No
254513	No	No
254514	No	No
254515	No	No
254516	No	No
254517	No	No
254518	No	No
254519	No	No
254520	No	No
254521	No	No
254522	No	No
254523	No	No
254524	No	No
254525	No	No
254526	No	No
254527	No	No
254528	No	No
254529	No	No
254530	No	No
254531	No	No
254532	No	No
254533	No	No
254534	No	No
254535	No	No
254536	No	No
254537	No	No
254538	No	No
254539	No	No
254540	No	Yes
254541	No	No
254542	No	No
254543	No	No
254544	No	No
254545	No	No
254546	No	No
254547	No	No
254548	No	No
254549	No	No
254550	No	No
254551	No	No
254552	No	No
254553	No	No
254554	No	No
254555	No	No
254556	No	No
254557	No	Yes
254558	No	No
254559	No	Yes
254560	No	No
254561	No	No
254562	No	No
254563	No	No
254564	No	No
254565	No	No
254566	Yes	Yes
254567	No	No
254568	No	No
254569	No	No
254570	No	No
254571	No	No
254572	No	No
254573	No	No
254574	No	No
254575	No	No
254576	No	No
254577	No	No
254578	No	No
254579	No	No
254580	No	No
254581	No	No
254582	No	No
254583	No	No
254584	No	No
254585	No	No
254586	No	Yes
254587	No	No
254588	No	No
254589	No	No
254590	No	No
254591	No	No
254592	No	No
254593	No	No
254594	No	No
254595	No	No
254596	No	Yes
254597	No	No
254598	No	No
254599	No	No
254600	No	No
254601	No	No
254602	No	No
254603	No	No
254604	No	Yes
254605	No	No
254606	No	No
254607	No	No
254608	No	No
254609	No	No
254610	No	No
254611	No	No
254612	No	No
254613	No	Yes
254614	No	No
254615	No	No
254616	No	No
254617	No	No
254618	No	No
254619	No	No
254620	No	No
254621	No	No
254622	No	Yes
254623	No	Yes
254624	No	No
254625	No	Yes
254626	No	No
254627	No	No
254628	No	No
254629	No	No
254630	No	No
254631	No	No
254632	No	Yes
254633	No	No
254634	No	No
254635	No	No
254636	No	No
254637	No	No
254638	No	No
254639	No	No
254640	No	No
254641	No	No
254642	No	No
254643	No	Yes
254644	No	No
254645	No	No
254646	No	No
254647	No	No
254648	No	No
254649	No	No
254650	No	Yes
254651	No	No
254652	No	No
254653	No	No
254654	No	No
254655	No	No
254656	No	No
254657	No	No
254658	No	No
254659	No	No
254660	No	No
254661	No	No
254662	No	No
254663	No	No
254664	No	No
254665	No	No
254666	No	No
254667	No	No
254668	No	No
254669	No	No
254670	No	No
254671	No	Yes
254672	No	No
254673	No	No
254674	No	No
254675	No	No
254676	No	No
254677	No	No
254678	No	No
254679	No	No
254680	No	No
254681	No	No
254682	No	Yes
254683	No	No
254684	No	No
254685	No	No
254686	No	No
254687	No	No
254688	No	No
254689	No	No
254690	No	No
254691	No	No
254692	No	No
254693	No	No
254694	No	No
254695	No	No
254696	No	No
254697	No	No
254698	No	No
254699	No	No
254700	No	No
254701	No	No
254702	No	No
254703	No	No
254704	No	No
254705	No	No
254706	No	No
254707	No	No
254708	No	Yes
254709	No	No
254710	No	No
254711	No	No
254712	No	No
254713	No	No
254714	No	No
254715	No	No
254716	No	No
254717	No	No
254718	No	No
254719	No	No
254720	No	No
254721	No	No
254722	No	No
254723	No	No
254724	No	No
254725	No	No
254726	No	No
254727	No	No
254728	No	No
254729	No	No
254730	No	No
254731	No	No
254732	No	No
254733	No	No
254734	No	No
254735	No	No
254736	No	No
254737	No	No
254738	No	No
254739	No	No
254740	No	No
254741	No	No
254742	No	No
254743	No	No
254744	No	No
254745	No	No
254746	No	No
254747	No	No
254748	No	No
254749	No	No
254750	No	No
254751	No	No
254752	No	No
254753	No	No
254754	No	No
254755	No	No
254756	No	No
254757	No	No
254758	No	No
254759	No	No
254760	No	No
254761	No	No
254762	No	No
254763	No	No
254764	No	Yes
254765	No	No
254766	No	No
254767	No	No
254768	No	No
254769	No	No
254770	No	Yes
254771	No	No
254772	No	No
254773	No	No
254774	No	No
254775	No	No
254776	No	No
254777	No	No
254778	No	No
254779	No	No
254780	No	No
254781	No	No
254782	No	No
254783	Yes	No
254784	No	No
254785	No	No
254786	No	No
254787	No	No
254788	No	No
254789	No	No
254790	No	No
254791	No	No
254792	No	No
254793	Yes	No
254794	No	No
254795	No	No
254796	No	No
254797	No	No
254798	No	No
254799	No	No
254800	No	Yes
254801	No	No
254802	No	No
254803	No	No
254804	No	No
254805	No	No
254806	No	No
254807	No	No
254808	No	No
254809	No	No
254810	No	No
254811	No	No
254812	No	No
254813	No	No
254814	No	No
254815	No	No
254816	Yes	No
254817	No	No
254818	No	No
254819	No	No
254820	No	No
254821	No	No
254822	No	No
254823	No	No
254824	No	No
254825	No	No
254826	No	No
254827	No	No
254828	No	No
254829	No	Yes
254830	No	No
254831	No	No
254832	No	No
254833	No	No
254834	No	No
254835	No	No
254836	No	No
254837	No	No
254838	No	No
254839	No	No
254840	No	Yes
254841	No	No
254842	No	No
254843	No	No
254844	No	No
254845	No	No
254846	No	No
254847	No	No
254848	No	No
254849	No	No
254850	No	No
254851	No	No
254852	No	No
254853	No	No
254854	No	No
254855	No	No
254856	No	No
254857	No	No
254858	No	No
254859	No	No
254860	No	No
254861	No	No
254862	No	No
254863	No	No
254864	No	No
254865	No	No
254866	No	No
254867	No	No
254868	No	No
254869	No	Yes
254870	No	No
254871	No	No
254872	No	No
254873	No	No
254874	No	No
254875	No	No
254876	No	No
254877	No	No
254878	No	No
254879	No	No
254880	No	No
254881	No	No
254882	No	No
254883	No	No
254884	No	No
254885	No	No
254886	No	No
254887	No	No
254888	No	No
254889	No	No
254890	No	No
254891	No	No
254892	No	No
254893	No	No
254894	No	No
254895	No	No
254896	No	No
254897	No	Yes
254898	No	No
254899	No	No
254900	No	No
254901	No	No
254902	No	No
254903	No	No
254904	No	No
254905	No	No
254906	No	No
254907	No	No
254908	No	No
254909	No	No
254910	No	No
254911	No	No
254912	No	No
254913	No	No
254914	No	No
254915	No	No
254916	No	No
254917	No	No
254918	No	No
254919	No	No
254920	No	No
254921	No	No
254922	No	No
254923	No	No
254924	No	No
254925	No	No
254926	No	No
254927	No	No
254928	No	No
254929	No	No
254930	No	No
254931	No	No
254932	No	No
254933	No	No
254934	No	No
254935	No	No
254936	No	No
254937	No	No
254938	No	No
254939	No	No
254940	No	No
254941	No	No
254942	No	No
254943	No	No
254944	No	No
254945	No	No
254946	No	No
254947	No	No
254948	No	No
254949	No	No
254950	No	No
254951	No	No
254952	No	No
254953	No	No
254954	No	No
254955	No	No
254956	No	No
254957	No	No
254958	No	No
254959	No	No
254960	No	No
254961	No	No
254962	No	No
254963	No	No
254964	No	No
254965	No	No
254966	No	No
254967	No	No
254968	No	No
254969	No	No
254970	No	No
254971	No	No
254972	No	No
254973	No	No
254974	No	No
254975	No	No
254976	No	No
254977	No	No
254978	No	No
254979	No	No
254980	No	No
254981	No	No
254982	No	No
254983	No	No
254984	No	No
254985	No	No
254986	No	No
254987	No	No
254988	No	No
254989	No	Yes
254990	No	No
254991	No	No
254992	No	No
254993	No	No
254994	No	No
254995	No	No
254996	No	No
254997	No	No
254998	No	No
254999	No	No
255000	No	No
255001	No	No
255002	No	No
255003	No	No
255004	No	No
255005	No	No
255006	No	No
255007	No	No
255008	No	No
255009	No	No
255010	No	No
255011	No	No
255012	No	Yes
255013	No	No
255014	No	No
255015	No	No
255016	No	No
255017	No	No
255018	No	No
255019	Yes	No
255020	No	No
255021	No	No
255022	No	No
255023	No	No
255024	No	No
255025	Yes	No
255026	No	No
255027	No	No
255028	No	No
255029	No	No
255030	No	No
255031	No	No
255032	No	No
255033	No	No
255034	No	No
255035	No	No
255036	No	No
255037	No	No
255038	No	No
255039	No	No
255040	No	No
255041	No	No
255042	No	No
255043	No	No
255044	No	No
255045	No	No
255046	No	No
255047	No	No
255048	No	No
255049	Yes	Yes
255050	No	No
255051	No	No
255052	No	No
255053	No	No
255054	No	No
255055	No	Yes
255056	No	No
255057	No	No
255058	No	No
255059	No	No
255060	No	No
255061	No	No
255062	No	No
255063	No	No
255064	No	No
255065	No	No
255066	No	No
255067	No	No
255068	No	No
255069	No	No
255070	No	No
255071	No	No
255072	No	No
255073	No	No
255074	No	No
255075	No	No
255076	No	No
255077	No	No
255078	No	No
255079	No	No
255080	No	No
255081	No	No
255082	No	No
255083	No	No
255084	No	No
255085	No	No
255086	No	No
255087	No	No
255088	No	No
255089	No	No
255090	No	No
255091	No	No
255092	No	No
255093	No	No
255094	No	No
255095	No	No
255096	No	No
255097	No	No
255098	No	No
255099	No	No
255100	No	No
255101	No	No
255102	No	No
255103	No	No
255104	No	No
255105	No	No
255106	No	No
255107	No	No
255108	No	No
255109	No	No
255110	No	No
255111	No	No
255112	No	No
255113	No	No
255114	No	No
255115	No	No
255116	No	No
255117	No	No
255118	No	No
255119	No	No
255120	No	No
255121	No	No
255122	No	No
255123	No	Yes
255124	No	Yes
255125	No	No
255126	No	Yes
255127	No	No
255128	No	No
255129	No	No
255130	No	No
255131	No	No
255132	No	No
255133	No	No
255134	No	No
255135	No	No
255136	No	No
255137	No	No
255138	No	No
255139	No	No
255140	No	No
255141	No	No
255142	No	No
255143	No	No
255144	No	No
255145	No	No
255146	No	No
255147	No	No
255148	No	No
255149	No	No
255150	No	No
255151	No	No
255152	No	No
255153	No	No
255154	No	No
255155	No	No
255156	No	Yes
255157	No	No
255158	No	No
255159	No	No
255160	No	No
255161	No	No
255162	No	No
255163	No	No
255164	No	No
255165	No	No
255166	No	No
255167	No	No
255168	No	No
255169	No	No
255170	No	No
255171	No	No
255172	No	No
255173	No	No
255174	No	No
255175	No	No
255176	No	No
255177	No	No
255178	No	No
255179	No	No
255180	No	No
255181	No	No
255182	No	No
255183	No	No
255184	No	No
255185	No	No
255186	No	No
255187	No	Yes
255188	No	No
255189	No	No
255190	No	No
255191	No	No
255192	No	No
255193	No	No
255194	No	No
255195	No	No
255196	No	Yes
255197	No	No
255198	No	No
255199	No	No
255200	No	No
255201	No	No
255202	No	No
255203	No	No
255204	No	No
255205	No	No
255206	No	Yes
255207	No	No
255208	No	No
255209	No	No
255210	No	No
255211	No	No
255212	No	No
255213	No	No
255214	No	No
255215	No	No
255216	No	No
255217	No	No
255218	No	No
255219	No	No
255220	No	No
255221	No	No
255222	No	No
255223	No	No
255224	No	No
255225	No	No
255226	No	No
255227	No	No
255228	No	No
255229	No	No
255230	No	No
255231	No	No
255232	No	No
255233	No	No
255234	No	No
255235	No	No
255236	No	Yes
255237	No	No
255238	No	No
255239	No	No
255240	No	No
255241	No	No
255242	No	No
255243	Yes	Yes
255244	No	No
255245	No	No
255246	No	No
255247	No	No
255248	No	No
255249	No	No
255250	No	No
255251	No	No
255252	No	No
255253	No	No
255254	No	No
255255	No	No
255256	No	No
255257	No	No
255258	No	No
255259	No	No
255260	No	No
255261	No	No
255262	No	No
255263	No	No
255264	No	No
255265	No	No
255266	No	No
255267	No	No
255268	No	No
255269	No	No
255270	No	No
255271	No	No
255272	No	No
255273	No	No
255274	No	No
255275	No	No
255276	No	No
255277	No	No
255278	No	No
255279	No	No
255280	No	No
255281	No	No
255282	No	No
255283	No	No
255284	No	No
255285	No	No
255286	No	No
255287	No	No
255288	No	No
255289	No	No
255290	No	No
255291	No	No
255292	No	No
255293	No	No
255294	No	No
255295	No	No
255296	No	No
255297	No	No
255298	No	No
255299	No	No
255300	No	No
255301	No	No
255302	No	No
255303	No	No
255304	No	No
255305	No	No
255306	No	No
255307	No	No
255308	No	No
255309	No	No
255310	No	No
255311	No	No
255312	No	No
255313	No	No
255314	No	No
255315	No	No
255316	No	No
255317	No	No
255318	No	No
255319	No	No
255320	No	No
255321	No	No
255322	No	Yes
255323	No	No
255324	No	No
255325	Yes	Yes
255326	No	No
255327	No	No
255328	No	No
255329	No	No
255330	No	No
255331	No	No
255332	Yes	No
255333	No	No
255334	No	No
255335	No	No
255336	No	No
255337	No	No
255338	No	No
255339	No	No
255340	No	No
255341	No	No
255342	No	No
255343	No	No
255344	No	No
255345	No	No
255346	No	No
255347	No	No
255348	No	No
255349	No	No
255350	No	No
255351	No	No
255352	No	No
255353	No	No
255354	No	No
255355	No	No
255356	No	No
255357	No	No
255358	No	No
255359	No	No
255360	No	No
255361	No	No
255362	No	No
255363	No	No
255364	No	No
255365	No	No
255366	No	No
255367	No	No
255368	Yes	No
255369	No	No
255370	No	No
255371	No	No
255372	No	No
255373	No	No
255374	No	No
255375	No	No
255376	No	No
255377	No	No
255378	No	No
255379	No	No
255380	No	No
255381	No	No
255382	No	No
255383	No	No
255384	No	No
255385	No	No
255386	No	No
255387	No	Yes
255388	No	No
255389	No	No
255390	No	No
255391	No	No
255392	No	No
255393	No	No
255394	No	No
255395	Yes	No
255396	No	No
255397	No	No
255398	No	No
255399	No	No
255400	No	No
255401	No	No
255402	No	No
255403	No	No
255404	No	No
255405	No	No
255406	No	No
255407	No	No
255408	No	No
255409	No	No
255410	No	No
255411	No	No
255412	No	No
255413	No	No
255414	No	No
255415	No	No
255416	No	No
255417	No	No
255418	No	No
255419	No	Yes
255420	No	No
255421	No	No
255422	No	No
255423	No	No
255424	No	No
255425	No	No
255426	No	No
255427	No	No
255428	No	No
255429	No	No
255430	No	No
255431	No	Yes
255432	No	No
255433	No	No
255434	No	No
255435	No	No
255436	No	Yes
255437	No	No
255438	Yes	No
255439	No	No
255440	No	No
255441	No	No
255442	No	No
255443	No	No
255444	No	No
255445	No	No
255446	No	No
255447	No	No
255448	No	No
255449	No	No
255450	No	No
255451	No	Yes
255452	No	No
255453	No	No
255454	No	No
255455	No	No
255456	No	No
255457	No	No
255458	No	No
255459	No	Yes
255460	No	No
255461	No	No
255462	No	No
255463	No	No
255464	No	No
255465	No	No
255466	No	No
255467	No	No
255468	No	No
255469	No	No
255470	No	No
255471	No	Yes
255472	No	No
255473	No	No
255474	No	No
255475	No	No
255476	No	No
255477	No	No
255478	No	No
255479	No	No
255480	No	Yes
255481	No	No
255482	No	No
255483	No	Yes
255484	No	No
255485	No	No
255486	No	No
255487	No	No
255488	No	No
255489	No	No
255490	No	No
255491	No	No
255492	No	No
255493	No	No
255494	No	No
255495	No	No
255496	No	No
255497	No	No
255498	No	No
255499	No	Yes
255500	No	No
255501	No	Yes
255502	No	No
255503	No	No
255504	No	No
255505	No	No
255506	No	No
255507	No	No
255508	No	No
255509	No	No
255510	No	No
255511	No	No
255512	No	No
255513	No	No
255514	No	No
255515	No	No
255516	No	Yes
255517	No	No
255518	No	No
255519	No	No
255520	No	No
255521	No	No
255522	No	No
255523	No	No
255524	No	No
255525	No	No
255526	No	No
255527	No	No
255528	No	Yes
255529	No	No
255530	No	No
255531	No	No
255532	No	No
255533	No	No
255534	No	No
255535	No	No
255536	No	No
255537	No	No
255538	No	No
255539	No	No
255540	No	No
255541	No	No
255542	No	No
255543	No	No
255544	No	No
255545	No	No
255546	No	No
255547	No	No
255548	No	No
255549	No	No
255550	No	Yes
255551	No	No
255552	No	Yes
255553	No	No
255554	No	No
255555	No	No
255556	No	Yes
255557	No	No
255558	No	No
255559	No	No
255560	No	No
255561	No	No
255562	No	No
255563	No	No
255564	No	No
255565	No	No
255566	No	Yes
255567	No	No
255568	No	No
255569	No	No
255570	No	No
255571	No	No
255572	No	No
255573	No	No
255574	No	No
255575	No	No
255576	No	No
255577	No	No
255578	No	No
255579	No	No
255580	No	No
255581	No	No
255582	No	No
255583	No	No
255584	No	No
255585	No	No
255586	No	No
255587	No	Yes
255588	No	No
255589	No	No
255590	No	No
255591	No	No
255592	No	No
255593	No	No
255594	No	No
255595	No	No
255596	No	No
255597	No	No
255598	No	No
255599	No	No
255600	No	No
255601	No	No
255602	No	No
255603	No	No
255604	No	No
255605	No	No
255606	No	No
255607	No	No
255608	No	No
255609	Yes	No
255610	No	No
255611	No	No
255612	No	No
255613	No	No
255614	No	No
255615	No	No
255616	No	No
255617	No	No
255618	No	No
255619	No	No
255620	No	Yes
255621	No	No
255622	No	No
255623	No	No
255624	No	No
255625	No	No
255626	No	No
255627	No	No
255628	No	No
255629	No	No
255630	No	No
255631	No	No
255632	No	No
255633	Yes	No
255634	No	No
255635	No	No
255636	No	No
255637	No	No
255638	No	No
255639	No	No
255640	No	No
255641	No	No
255642	No	No
255643	No	No
255644	No	No
255645	No	No
255646	No	No
255647	No	No
255648	No	No
255649	No	No
255650	No	No
255651	No	No
255652	No	No
255653	No	No
255654	No	No
255655	No	No
255656	No	No
255657	No	No
255658	No	No
255659	No	No
255660	No	No
255661	No	No
255662	No	No
255663	No	No
255664	No	No
255665	No	No
255666	No	No
255667	No	No
255668	No	No
255669	No	No
255670	No	No
255671	No	No
255672	No	Yes
255673	Yes	No
255674	No	No
255675	No	No
255676	No	No
255677	No	No
255678	No	No
255679	No	No
255680	No	No
255681	No	No
255682	No	No
255683	No	No
255684	No	No
255685	No	No
255686	No	No
255687	No	No
255688	No	No
255689	No	No
255690	No	No
255691	No	No
255692	No	No
255693	No	No
255694	No	No
255695	No	No
255696	No	No
255697	No	No
255698	No	No
255699	No	No
255700	No	Yes
255701	No	No
255702	No	No
255703	No	Yes
255704	No	No
255705	No	No
255706	No	No
255707	No	No
255708	No	No
255709	No	Yes
255710	No	No
255711	No	No
255712	No	No
255713	No	No
255714	No	No
255715	No	No
255716	No	No
255717	No	No
255718	No	No
255719	No	No
255720	Yes	No
255721	No	No
255722	No	No
255723	No	No
255724	No	No
255725	No	No
255726	No	No
255727	No	No
255728	No	No
255729	No	No
255730	No	No
255731	No	No
255732	No	No
255733	No	No
255734	No	Yes
255735	No	No
255736	No	No
255737	No	No
255738	No	No
255739	No	No
255740	No	No
255741	No	No
255742	No	No
255743	No	No
255744	No	No
255745	No	No
255746	No	No
255747	No	No
255748	No	No
255749	No	Yes
255750	No	No
255751	No	No
255752	No	No
255753	No	No
255754	No	No
255755	No	Yes
255756	No	No
255757	No	Yes
255758	No	No
255759	No	No
255760	No	No
255761	No	No
255762	No	No
255763	No	No
255764	No	No
255765	No	No
255766	No	Yes
255767	No	No
255768	No	No
255769	No	No
255770	No	No
255771	No	No
255772	No	No
255773	No	No
255774	No	No
255775	No	No
255776	No	No
255777	No	No
255778	No	No
255779	No	No
255780	No	No
255781	No	No
255782	No	Yes
255783	No	No
255784	No	No
255785	No	No
255786	No	No
255787	No	No
255788	No	No
255789	No	No
255790	No	No
255791	No	No
255792	No	No
255793	No	No
255794	No	No
255795	No	No
255796	No	No
255797	No	No
255798	No	No
255799	No	No
255800	No	Yes
255801	No	No
255802	No	No
255803	No	No
255804	No	No
255805	No	No
255806	No	No
255807	No	No
255808	No	No
255809	No	No
255810	No	No
255811	No	No
255812	No	No
255813	No	No
255814	No	No
255815	No	No
255816	No	No
255817	No	No
255818	No	No
255819	No	No
255820	No	No
255821	No	No
255822	No	No
255823	No	No
255824	No	No
255825	No	No
255826	No	No
255827	No	No
255828	No	No
255829	No	No
255830	No	No
255831	No	Yes
255832	No	No
255833	No	No
255834	No	No
255835	No	No
255836	No	No
255837	No	No
255838	No	No
255839	No	No
255840	No	No
255841	No	No
255842	No	No
255843	No	No
255844	No	No
255845	No	No
255846	No	No
255847	No	No
255848	No	No
255849	No	No
255850	No	No
255851	No	No
255852	No	No
255853	No	No
255854	No	No
255855	No	No
255856	No	No
255857	No	No
255858	No	No
255859	No	No
255860	No	No
255861	No	No
255862	No	No
255863	No	No
255864	No	No
255865	No	No
255866	No	No
255867	No	No
255868	No	No
255869	No	No
255870	No	Yes
255871	No	No
255872	No	No
255873	No	No
255874	No	No
255875	No	No
255876	No	No
255877	No	No
255878	No	No
255879	No	No
255880	No	No
255881	No	No
255882	No	No
255883	No	No
255884	No	No
255885	No	No
255886	No	No
255887	No	No
255888	No	No
255889	No	No
255890	No	No
255891	No	No
255892	No	No
255893	No	No
255894	No	No
255895	No	Yes
255896	No	No
255897	No	No
255898	No	No
255899	No	No
255900	No	No
255901	No	No
255902	No	Yes
255903	No	No
255904	No	No
255905	No	No
255906	No	No
255907	No	No
255908	No	No
255909	No	No
255910	No	No
255911	No	No
255912	No	No
255913	No	No
255914	No	No
255915	No	No
255916	No	No
255917	No	No
255918	No	No
255919	No	No
255920	No	Yes
255921	No	No
255922	No	No
255923	No	No
255924	No	No
255925	No	No
255926	No	No
255927	No	No
255928	No	No
255929	No	No
255930	No	No
255931	No	Yes
255932	No	No
255933	No	No
255934	No	No
255935	No	Yes
255936	No	Yes
255937	No	No
255938	No	No
255939	No	No
255940	No	No
255941	No	No
255942	No	No
255943	No	No
255944	No	No
255945	No	No
255946	No	No
255947	No	No
255948	No	No
255949	No	No
255950	No	No
255951	No	No
255952	No	No
255953	No	No
255954	No	No
255955	No	No
255956	No	No
255957	No	No
255958	No	No
255959	Yes	No
255960	No	No
255961	No	No
255962	No	No
255963	No	No
255964	No	No
255965	No	No
255966	No	No
255967	No	No
255968	No	No
255969	No	No
255970	No	No
255971	No	No
255972	No	No
255973	No	No
255974	No	No
255975	No	No
255976	No	No
255977	No	No
255978	No	No
255979	No	No
255980	No	No
255981	No	No
255982	No	Yes
255983	No	No
255984	No	No
255985	No	No
255986	No	No
255987	No	No
255988	No	No
255989	No	No
255990	No	No
255991	No	No
255992	No	No
255993	No	No
255994	No	No
255995	No	No
255996	No	No
255997	No	No
255998	No	No
255999	No	No
256000	No	No
256001	No	No
256002	No	No
256003	No	No
256004	No	No
256005	No	No
256006	No	No
256007	No	No
256008	No	No
256009	No	No
256010	No	No
256011	No	No
256012	No	Yes
256013	No	No
256014	No	No
256015	No	No
256016	No	No
256017	Yes	No
256018	No	No
256019	No	No
256020	No	No
256021	No	No
256022	No	No
256023	No	No
256024	No	No
256025	No	No
256026	No	No
256027	No	No
256028	No	No
256029	No	No
256030	No	No
256031	No	No
256032	No	No
256033	No	No
256034	No	No
256035	No	No
256036	No	No
256037	No	No
256038	No	No
256039	No	No
256040	No	No
256041	No	No
256042	No	No
256043	No	No
256044	No	No
256045	No	No
256046	No	No
256047	No	No
256048	No	No
256049	No	No
256050	No	No
256051	No	No
256052	No	No
256053	No	No
256054	No	No
256055	No	No
256056	No	Yes
256057	No	No
256058	No	No
256059	No	No
256060	No	No
256061	No	No
256062	No	Yes
256063	No	No
256064	No	Yes
256065	No	No
256066	No	No
256067	No	No
256068	No	No
256069	No	Yes
256070	No	No
256071	No	No
256072	No	No
256073	No	No
256074	No	No
256075	No	No
256076	Yes	No
256077	No	No
256078	No	No
256079	No	No
256080	No	No
256081	No	No
256082	No	No
256083	No	No
256084	No	No
256085	No	No
256086	No	Yes
256087	No	No
256088	No	No
256089	No	No
256090	No	No
256091	No	No
256092	No	No
256093	No	No
256094	No	No
256095	No	No
256096	No	No
256097	No	No
256098	No	No
256099	No	No
256100	No	No
256101	No	No
256102	No	No
256103	No	No
256104	No	No
256105	No	No
256106	No	No
256107	No	No
256108	No	No
256109	No	No
256110	No	No
256111	No	No
256112	No	No
256113	No	No
256114	No	No
256115	No	No
256116	No	No
256117	No	No
256118	No	No
256119	No	No
256120	No	No
256121	No	No
256122	No	No
256123	No	No
256124	No	No
256125	No	No
256126	No	No
256127	No	No
256128	No	No
256129	No	No
256130	No	No
256131	No	No
256132	No	No
256133	No	No
256134	No	No
256135	No	No
256136	No	No
256137	No	No
256138	No	No
256139	No	No
256140	No	No
256141	No	No
256142	No	No
256143	No	No
256144	No	No
256145	No	No
256146	No	No
256147	No	No
256148	No	No
256149	No	No
256150	No	No
256151	No	No
256152	No	No
256153	No	No
256154	No	No
256155	No	No
256156	No	No
256157	No	No
256158	No	No
256159	No	No
256160	No	No
256161	No	No
256162	No	No
256163	No	No
256164	No	No
256165	No	No
256166	No	Yes
256167	No	No
256168	No	No
256169	No	No
256170	No	No
256171	No	No
256172	No	No
256173	No	No
256174	No	No
256175	No	No
256176	No	No
256177	Yes	No
256178	No	No
256179	No	No
256180	No	No
256181	No	No
256182	No	No
256183	No	No
256184	No	No
256185	No	No
256186	No	No
256187	No	No
256188	No	No
256189	No	No
256190	No	No
256191	No	No
256192	No	No
256193	No	No
256194	No	No
256195	No	No
256196	No	No
256197	No	No
256198	No	No
256199	No	Yes
256200	No	No
256201	No	No
256202	No	No
256203	No	No
256204	No	No
256205	No	No
256206	No	No
256207	No	No
256208	No	No
256209	No	No
