hhno	visgpno	sex	age	occ	soc	dact	nbalvis
140001	3	1	0	9995		0	14
140001	4	2	0	9995		0	8
140002	4	1	0	9995		0	6
140003	6	1	0	9995		0	4
140003	7	2	0	9995		0	14
140004	2	1	0	9995		0	10
140004	3	2	0	9995		0	5
140005	3	1	0	9995		0	20
140005	4	2	0	9995		0	14
140006	3	1	0	9995		0	13
140006	4	2	0	9995		0	7
140008	6	2	0	9995		0	5
140008	7	1	0	9995		0	9
140018	4	2	0	9995		0	5
140018	5	1	0	9995		0	5
140020	4	2	0	9995		0	4
140021	3	1	0	9995		0	9
140021	4	2	1	9985		0	2
140021	5	2	1	9985		0	7
140021	6	2	0	9995		0	4
140021	7	1	1	9985		0	2
140022	2	2	0	9995		0	12
140022	3	1	1	9985		0	4
140022	4	2	1	9985		0	4
140022	5	1	0	9995		0	9
140022	6	2	1	9985		0	4
140022	7	1	1	9985		0	4
140023	3	2	0	9995		0	12
140023	4	2	1	9985		0	15
140023	5	1	1	9985		0	8
140024	4	1	0	9995		0	2
140024	5	2	0	9995		0	6
140026	5	2	0	9995		0	4
140027	3	1	0	9995		0	10
140027	4	2	0	9995		0	10
140029	4	2	1	9985		0	16
140029	5	2	1	9995		0	5
140029	6	1	0	9995		0	5
140029	7	2	1	9985		0	5
140029	8	1	1	9995		0	5
140031	4	2	0	9995		0	9
140033	3	2	0	9995		0	37
140033	4	1	1	9985		0	37
140036	5	1	0	9995		0	11
140036	6	2	0	9995		0	11
140041	2	1	0	9995		0	5
140041	3	2	0	9995		0	5
140041	4	2	1	9985		0	5
140041	5	2	1	9985		0	5
140045	5	1	0	9995		0	5
140045	6	2	0	9995		0	5
140045	7	1	1	9985		0	5
140048	3	2	0	9995		0	12
140049	2	2	1	9985		0	23
140049	3	1	1	9985		0	18
140050	5	2	0	9995		0	12
140050	6	2	1	9985		0	12
140050	7	1	0	9995		0	10
140050	8	1	1	9985		0	2
140050	9	1	1	9985		0	2
140050	10	1	1	9985		0	5
140051	3	2	0	9995		0	9
140051	4	1	0	9995		0	9
140051	5	2	1	9985		0	9
140053	3	1	0	9995		0	9
140053	4	2	0	9995		0	2
140053	5	2	1	9985		0	5
140053	6	2	1	9985		0	5
140054	4	1	0	9995		0	4
140058	5	1	0	9995		0	6
140059	3	2	1	9985		0	4
140062	5	1	0	9995		0	5
140064	3	2	0	9995		0	4
140065	3	1	0	9995		0	3
140066	7	2	1	9985		0	4
140066	8	2	1	9985		0	4
140066	9	2	1	9985		0	8
140066	10	1	1	9985		0	4
140068	6	2	0	9995		0	4
140073	3	1	0	9995		0	9
140074	2	2	0	9995		0	13
140075	5	1	1	9985		0	17
140075	6	2	0	9995		0	4
140075	7	1	0	9995		0	10
140077	3	2	0	9995		0	2
140077	4	1	0	9995		0	2
140078	3	1	1	9985		0	6
140079	5	2	0	9995		0	16
140080	6	2	0	9995		0	27
140080	7	1	0	9995		0	26
140084	5	2	1	9985		0	5
140084	6	1	0	9995		0	3
140085	3	1	0	9995		0	12
140086	3	2	0	9995		0	14
140086	4	2	1	9985		0	9
140086	5	1	1	9985		0	9
140087	2	1	1	9985		0	5
140087	3	1	1	9985		0	14
140088	5	2	0	9995		0	5
140098	6	2	0	9995		0	12
140100	4	1	0	9995		0	9
140100	5	1	1	9985		0	5
140100	6	2	0	9995		0	13
140100	7	2	1	9985		0	5
140101	3	1	0	9995		0	14
140101	4	2	0	9995		0	14
140103	8	1	0	9995		0	20
140103	9	2	0	9995		0	9
140104	3	1	0	9995		0	14
140109	7	2	1	9985		0	4
140109	8	1	1	9985		0	21
140110	4	2	0	9995		0	4
140111	4	1	0	9995		0	2
140111	5	2	0	9995		0	31
140115	3	2	1	9985		0	9
140115	4	2	1	9985		0	9
140115	5	1	1	9985		0	4
140116	5	2	0	9995		0	2
140117	5	1	0	9995		0	2
140117	6	2	1	9985		0	13
140117	7	2	1	9985		0	4
140117	8	2	1	9985		0	13
140117	9	2	0	9995		0	4
140119	3	1	1	9985		0	8
140119	4	2	0	9995		0	4
140119	5	1	0	9995		0	4
140119	6	1	1	9985		0	4
140121	3	1	0	9995		0	7
140121	4	2	0	9995		0	12
140121	5	2	1	9995		0	5
140122	5	2	0	9995		0	5
140123	5	2	0	9995		0	9
140123	6	1	0	9995		0	5
140123	7	1	1	9985		0	4
140128	5	1	0	9995		0	4
140128	6	2	0	9995		0	4
140130	5	1	0	9995		0	2
140130	6	2	0	9995		0	5
140131	4	2	0	9995		0	17
140131	5	1	1	9985		0	9
140131	6	1	1	9985		0	9
140131	7	1	0	9995		0	4
140132	4	1	0	9995		0	25
140132	5	2	0	9995		0	15
140132	6	1	1	9985		0	5
140132	7	1	1	9985		0	5
140132	8	1	1	9985		0	5
140132	9	1	1	9985		0	5
140135	3	2	1	9985		0	9
140137	3	2	0	9995		0	5
140138	4	2	0	9995		0	25
140139	5	2	1	9985		0	4
140141	5	2	0	9995		0	4
140142	6	2	0	9995		0	19
140142	7	2	1	9985		0	10
140142	8	1	0	9995		0	5
140146	2	1	0	9995		0	20
140147	3	1	0	9995		0	2
140147	4	2	0	9995		0	2
140148	2	1	0	9995		0	10
140148	3	2	0	9995		0	5
140150	3	1	0	9995		0	12
140150	4	1	1	9985		0	4
140150	5	2	1	9985		0	4
140150	6	2	0	9995		0	5
140152	2	2	0	9995		0	6
140157	2	1	0	9995		0	8
140158	4	1	1	9985		0	14
140163	4	1	1	9985		0	4
140163	5	2	0	9995		0	4
140166	3	1	1	9985		0	4
140166	4	2	1	9985		0	4
140169	2	2	0	9995		0	23
140169	3	1	0	9995		0	5
140172	4	1	1	9985		0	47
140175	3	2	0	9995		0	8
140175	4	2	1	9985		0	4
140175	5	2	1	9985		0	4
140175	6	1	0	9995		0	8
140179	5	1	0	9995		0	21
140179	6	2	0	9995		0	20
140180	4	1	0	9995		0	5
140183	4	1	0	9995		0	4
140183	5	2	0	9995		0	4
140183	6	2	1	9985		0	4
140183	7	1	1	9985		0	4
140184	6	2	0	9995		0	5
140184	7	1	0	9995		0	30
140184	8	2	1	9985		0	5
140184	9	1	1	9985		0	5
140185	4	2	0	9995		0	32
140185	5	1	0	9995		0	9
140196	4	2	0	9995		0	9
140196	5	1	0	9995		0	9
140197	5	1	0	9995		0	6
140197	6	2	0	9995		0	12
140197	7	2	1	9985		0	6
140197	8	2	1	9985		0	6
140197	9	2	1	9985		0	8
140198	4	1	0	9995		0	4
140199	5	2	1	9985		0	22
140199	6	2	0	9995		0	24
140199	7	2	1	9985		0	4
140199	8	1	0	9995		0	9
140200	3	1	0	9995		0	4
140200	4	2	0	9995		0	8
140202	2	1	0	9995		0	4
140202	3	2	0	9995		0	20
