hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
160001		0	24	1988	1		1	6	5		4	841		2	4	2	2	1	2	3	1	1	3	0	0	1	Wales	11	3	3	6	5	19	26/1/1540 00:00:00		1	1	0		0		2	3	0	2							0
160002		0	24	1988	1		1	5	1		6	9955		0	0	9	1	1	7	7	0	1	0	0	1	1	Wales	11	7	5	1	1	0	26/1/1540 00:00:00		1	0	0		0		2	3	1	2							0
160003		0	24	1988	1		1	4	2		7	9935		0	0	9	1	1	5	5	0	2	0	2	1	1	Wales	11	5	4	3	1	4	25/1/1540 00:00:00		1	0	0		0		2	2	0	2							0
160004		0	24	1988	1		1	1	1		7	9945		1	1	1	1	1	5	5	1	0	0	0	0	1	Wales	11	5	4	1	1	4	25/1/1540 00:00:00		1	0	0		0		2	2	0	2							0
160005		0	24	1988	1		1	6	4		3	744		2	0	9	2	1	4	3	3	1	0	0	0	1	Wales	11	3	2	9	1	2	26/1/1540 00:00:00		1	1	0		0		2	3	0	2							0
160006		0	24	1988	1		1	6	3		3	644		2	6	2	2	1	2	2	1	1	1	0	0	1	Wales	11	2	2	4	3	10	26/1/1540 00:00:00		1	1	0		0		2	3	0	2							0
160007		0	24	1988	1		1	5	2		7	9935		0	0	9	2	1	6	4	1	1	0	1	1	1	Wales	11	4	4	3	1	4	26/1/1540 00:00:00		1	0	0		0		2	3	0	2							0
160008		0	24	1988	1		1	5	2		3	644		2	0	9	2	1	5	5	1	1	0	0	0	1	Wales	11	5	2	3	1	2	25/1/1540 00:00:00		1	1	0		0		2	2	0	2							0
160009		0	24	1988	1		1	5	1		8	9935		0	1	2	1	1	6	6	0	1	0	1	1	1	Wales	11	6	5	1	1	0	25/1/1540 00:00:00		1	0	0		0		2	2	0	2							0
160010		0	24	1988	1		1	6	5		3	644		2	8	2	2	1	2	2	1	1	3	0	0	1	Wales	11	2	2	6	5	18	26/1/1540 00:00:00		1	1	0		0		2	3	0	2							0
160011		0	24	1988	2		1	5	2		3	9955		1	0	9	2	1	4	4	1	1	0	0	0	1	Wales	11	4	2	3	1	2	5/1/1540 00:00:00		1	1	0		0		2	6	0	2							0
160012		0	24	1988	2		1	6	2		8	9935		0	2	2	2	1	6	6	1	1	0	2	2	1	Wales	11	6	5	3	1	0	5/1/1540 00:00:00		1	0	0		0		2	6	0	2							0
160013		0	24	1988	2		1	6	4		4	2144		1	5	4	2	1	3	2	1	1	2	0	0	1	Wales	11	2	3	5	4	15	5/1/1540 00:00:00		1	1	0		0		2	6	0	2							0
160014		0	24	1988	2		1	1	4		7	9945		1	3	1	2	1	2	1	1	1	2	0	0	1	Wales	11	1	4	5	4	16	5/1/1540 00:00:00		1	0	0		0		1	6	0	2							0
160015		0	24	1988	2		0	1	2		7	9945		0	0	9	1	1	4	4	0	2	0	1	1	1	Wales	11	4	4	3	1	4	4/1/1540 00:00:00		1	0	0		0		2	5	0	2							0
160016		0	24	1988	2		1	5	1		8	9935		0	1	1	1	1	6	6	0	1	0	1	1	1	Wales	11	6	5	1	1	0	3/1/1540 00:00:00		1	0	0		0		2	4	0	2							0
160017		0	24	1988	2		1	5	4		4	1454		2	0	9	2	1	3	3	1	1	2	0	0	1	Wales	11	3	3	5	4	15	4/1/1540 00:00:00		1	3	0		0		2	5	0	2							0
160018		0	24	1988	3		1	6	5		7	9945		1	3	2	2	1	3	3	1	1	3	0	0	1	Wales	11	3	4	6	5	20	11/1/1540 00:00:00		1	0	0		0		2	6	0	2							0
160019		0	24	1988	3		1	6	3		4	2144		0	0	9	1	1	3	3	0	1	2	0	0	1	Wales	11	3	3	2	2	7	11/1/1540 00:00:00		1	2	0		0		2	6	0	2							0
160020		0	24	1988	3		1	5	2		7	9935		0	4	2	2	1	7	7	1	1	0	2	2	1	Wales	11	7	4	3	1	4	10/1/1540 00:00:00		1	0	0		0		2	5	0	2							0
160021		0	24	1988	3		1	1	4		5	9965		1	2	8	2	1	4	4	1	1	2	0	0	1	Wales	11	4	4	5	4	16	10/1/1540 00:00:00		1	1	0		0		1	5	0	2							1
160022		0	24	1988	3		1	1	4		4	1644		2	5	6	2	1	2	2	1	1	2	0	0	1	Wales	11	2	3	5	4	15	11/1/1540 00:00:00		1	2	0		0		2	6	0	2							0
160023		0	24	1988	3		1	5	3		4	1944		1	6	6	2	1	3	3	1	1	1	0	0	1	Wales	11	3	3	4	3	11	22/1/1540 00:00:00		1	3	0		0		2	3	0	2							0
160024		0	24	1988	3		1	6	4		4	1944		1	0	9	2	1	2	2	1	1	2	0	0	1	Wales	11	2	3	5	4	15	22/1/1540 00:00:00		1	2	0		0		2	3	0	2							0
160025		0	24	1988	3		1	2	5		5	9965		1	3	2	2	1	1	2	1	1	3	0	0	1	Wales	11	2	4	6	5	20	21/1/1540 00:00:00		1	1	0		0		1	2	0	2							1
160026		0	24	1988	3		1	6	2		5	9955		0	0	9	1	1	2	2	0	1	1	0	0	1	Wales	11	2	4	2	2	8	22/1/1540 00:00:00		1	1	0		0		2	3	0	2							0
160027		0	24	1988	3		0	1	2		8	9935		0	2	1	2	1	6	6	1	1	0	2	2	1	Wales	11	6	5	3	1	0	21/1/1540 00:00:00		1	0	0		0		2	2	0	2							0
160028		0	24	1988	3		1	1	5		5	9965		1	3	8	2	1	1	1	1	1	3	0	0	1	Wales	11	1	4	6	5	20	20/1/1540 00:00:00		1	1	0		0		1	1	0	2							1
160029		0	24	1988	3		1	1	1		7	9935		0	0	9	1	1	6	6	1	0	0	1	1	1	Wales	11	6	4	1	1	4	20/1/1540 00:00:00		1	0	0		0		2	1	0	2							0
160030		0	24	1988	3		1	1	4		4	1744		1	5	2	2	1	2	2	1	1	2	0	0	1	Wales	11	2	3	5	4	15	21/1/1540 00:00:00		1	1	0		0		2	2	0	2							0
160031		0	24	1988	3		1	1	3		4	9935		0	0	9	2	1	6	6	2	1	0	2	2	1	Wales	11	6	3	8	1	3	22/1/1540 00:00:00		1	1	0		0		2	3	0	2							0
160032		0	24	1988	4		1	6	5		3	2524		1	0	9	2	1	3	3	1	1	3	0	0	2	Wales	11	3	2	6	5	18	25/1/1540 00:00:00		1	2	0		0		2	2	0	2							0
160033		0	24	1988	4		0	1	4		5	9965		1	3	8	2	1	3	3	1	1	2	0	0	2	Wales	11	3	4	5	4	16	26/1/1540 00:00:00		1	2	0		0		1	3	0	2							1
160034		0	24	1988	4		1	6	4		3	641		2	0	9	2	1	4	4	1	2	1	0	0	2	Wales	11	4	2	10	7	26	26/1/1540 00:00:00		1	3	0		0		2	3	0	2							0
160035		0	24	1988	4		1	5	2		3	2422		1	0	9	2	1	3	2	1	1	0	0	0	2	Wales	11	2	2	3	1	2	25/1/1540 00:00:00		1	2	0		0		2	2	0	2							0
160036		0	24	1988	4		0	1	1		8	9935		0	1	1	1	1	7	7	0	1	0	1	1	2	Wales	11	7	5	1	1	0	26/1/1540 00:00:00		1	0	0		0		2	3	0	2							0
160037		0	24	1988	4		1	5	3		4	2222		0	0	9	2	1	6	5	1	2	0	1	1	2	Wales	11	5	3	8	1	3	25/1/1540 00:00:00		1	2	0		0		2	2	0	2							0
160038		0	24	1988	5		1	5	2		4	2144		1	0	9	2	1	5	5	1	1	0	0	0	2	Wales	11	5	3	3	1	3	6/1/1540 00:00:00		1	1	0		0		2	6	0	2							0
160039		0	24	1988	6		1	6	2		4	1541		2	0	9	2	1	3	2	1	1	0	0	0	2	Wales	11	2	3	3	1	3	8/1/1540 00:00:00		1	2	0		0		2	4	0	2							0
160040		0	24	1988	6		1	6	5		4	2344		1	7	2	2	1	3	3	1	1	3	0	0	2	Wales	11	3	3	6	5	19	8/1/1540 00:00:00		1	2	0		0		2	4	0	2							0
160041		0	24	1988	6		1	6	4		3	841		2	0	9	2	1	3	2	1	1	2	0	0	2	Wales	11	2	2	5	4	14	10/1/1540 00:00:00		1	2	0		0		2	6	0	2							0
160042		0	24	1988	6		1	1	4		5	9965		1	3	8	2	1	2	2	1	1	2	0	0	2	Wales	11	2	4	5	4	16	8/1/1540 00:00:00		1	1	0		0		1	4	0	2							1
160043		0	24	1988	6		1	5	1		7	9935		0	3	2	1	1	7	7	0	1	0	1	1	2	Wales	11	7	4	1	1	4	8/1/1540 00:00:00		1	0	0		0		2	4	0	2							0
160044		0	24	1988	6		1	6	4		3	1744		1	0	9	2	1	3	2	1	1	2	0	0	2	Wales	11	2	2	5	4	14	21/1/1540 00:00:00		1	1	0		0		2	3	0	2							0
160045		0	24	1988	6		1	6	2		4	1644		2	0	9	2	1	1	1	1	1	0	0	0	2	Wales	11	1	3	3	1	3	20/1/1540 00:00:00		1	2	0		0		2	2	2	2							0
160046		0	24	1988	6		1	1	4		7	9945		0	3	1	1	1	3	3	0	1	3	0	0	2	Wales	11	3	4	2	2	8	21/1/1540 00:00:00		1	0	0		0		2	3	0	2							0
160047		0	24	1988	6		1	1	2		8	9935		0	2	2	2	1	6	5	1	1	0	2	1	2	Wales	11	5	5	3	1	0	20/1/1540 00:00:00		1	0	0		0		2	2	0	2							0
160048		0	24	1988	6		1	5	2		6	9955		1	0	9	2	1	5	5	1	1	0	0	0	2	Wales	11	5	5	3	1	0	20/1/1540 00:00:00		1	0	0		0		2	2	0	2							0
160049		0	24	1988	6		1	5	4		3	1453		2	0	9	2	1	5	5	2	2	0	0	0	2	Wales	11	5	2	9	1	2	20/1/1540 00:00:00		1	2	0		0		2	2	0	2							0
160050		0	24	1988	6		1	4	3		3	1944		1	0	9	2	1	2	2	1	1	1	0	0	2	Wales	11	2	2	4	3	10	20/1/1540 00:00:00		1	2	0		0		2	2	0	2							0
160051		0	24	1988	7		1	1	1		8	9935		0	1	2	1	1	5	5	0	1	0	1	0	3	Wales	11	5	5	1	1	0	26/1/1540 00:00:00		1	0	0		0		2	3	0	2							0
160052		0	24	1988	7		1	6	4		3	2604		2	0	9	2	1	5	3	1	1	2	0	0	3	Wales	11	3	2	5	4	14	26/1/1540 00:00:00		1	2	0		0		2	3	0	2							0
160053		0	24	1988	7		1	6	4		4	2144		1	0	9	2	1	3	3	1	1	2	0	0	3	Wales	11	3	3	5	4	15	26/1/1540 00:00:00		1	1	0		0		2	3	0	2							0
160054		0	24	1988	7		1	5	2		7	9935		0	3	1	2	1	7	7	1	1	0	2	2	3	Wales	11	7	4	3	1	4	26/1/1540 00:00:00		1	0	0		0		2	3	2	2							0
160055		0	24	1988	7		1	6	2		4	644		2	6	2	2	1	2	1	1	1	0	0	0	3	Wales	11	1	3	3	1	3	26/1/1540 00:00:00		1	2	0		0		2	3	0	2							0
160056		0	24	1988	8		1	1	6		5	9945		1	5	2	2	1	4	3	2	1	3	0	0	3	Wales	11	3	4	11	7	28	4/1/1540 00:00:00		1	2	0		0		2	5	0	2							0
160057		0	24	1988	8		0	1	3		4	9945		0	0	9	1	1	3	3	1	1	1	0	0	3	Wales	11	3	3	4	3	11	4/1/1540 00:00:00		1	1	0		0		2	5	1	2							0
160058		0	24	1988	8		1	5	2		7	9955		1	0	9	2	1	5	6	1	1	0	0	1	3	Wales	11	6	4	3	1	4	4/1/1540 00:00:00		1	0	0		0		2	5	0	2							0
160059		0	24	1988	9		1	5	2		8	9935		0	2	1	2	1	6	6	1	1	0	2	2	3	Wales	11	6	5	3	1	0	9/1/1540 00:00:00		1	0	0		0		2	6	0	2							0
160060		0	24	1988	9		1	1	4		4	844		2	0	9	2	1	5	5	2	2	0	0	0	3	Wales	11	5	3	9	1	3	8/1/1540 00:00:00		1	2	0		0		2	5	0	2							0
160061		0	24	1988	9		1	6	2		3	354		3	0	9	2	1	3	2	1	1	0	0	0	3	Wales	11	2	2	3	1	2	9/1/1540 00:00:00		1	2	0		0		2	6	0	2							0
160062		0	24	1988	9		1	1	1		7	9945		0	0	9	1	1	4	4	0	1	0	0	0	3	Wales	11	4	4	1	1	4	19/1/1540 00:00:00		0	0	0		0		2	2	0	2							0
160063		0	24	1988	9		1	1	2		7	9945		0	2	2	1	1	3	3	0	1	1	0	0	3	Wales	11	3	4	2	2	8	18/1/1540 00:00:00		1	0	0		0		2	1	0	2							0
160064		0	24	1988	9		1	6	4		2	2342		1	0	9	2	1	3	4	1	1	2	0	0	3	Wales	11	4	1	5	4	13	18/1/1540 00:00:00		1	1	0		0		2	1	0	2							0
160065		0	24	1988	9		0	5	2		4	2144		1	0	9	2	1	4	6	1	1	0	1	1	3	Wales	11	6	3	3	1	3	20/1/1540 00:00:00		1	1	0		0		2	3	0	2							0
160066		0	24	1988	10		1	1	3		4	1744		1	0	9	2	1	2	2	1	1	1	0	0	4	Wales	11	2	3	4	3	11	23/1/1540 00:00:00		1	1	0		0		2	1	0	2							0
160067		0	24	1988	10		1	5	5		7	9945		1	4	2	2	1	2	2	1	1	3	0	0	4	Wales	11	2	4	6	5	20	24/1/1540 00:00:00		1	0	0		0		2	2	0	2							0
160068		0	24	1988	11		1	5	2		8	9935		0	2	2	2	1	7	7	1	1	0	2	2	4	Wales	11	7	5	3	1	0	3/1/1540 00:00:00		1	0	0		0		2	5	0	2							0
160069		0	24	1988	11		1	5	1		7	9935		0	3	1	1	1	6	6	0	1	0	1	1	4	Wales	11	6	4	1	1	4	3/1/1540 00:00:00		1	0	0		0		2	5	2	2							0
160070		0	24	1988	11		1	1	2		8	9935		0	0	9	2	1	6	6	1	1	0	2	2	4	Wales	11	6	5	3	1	0	3/1/1540 00:00:00		1	0	0		0		2	5	0	2							0
160071		0	24	1988	11		1	3	4		2	2514		1	0	9	2	1	3	3	1	1	2	0	0	4	Wales	11	3	1	5	4	13	4/1/1540 00:00:00		1	1	0		0		2	6	0	2							0
160072		0	24	1988	12		1	5	2		3	2514		1	9	6	2	1	2	5	1	1	0	0	0	4	Wales	11	5	2	3	1	2	5/1/1540 00:00:00		1	1	0		0		2	2	0	2							0
160073		0	24	1988	12		1	5	2		8	9935		0	2	1	2	1	6	6	1	1	0	2	2	4	Wales	11	6	5	3	1	0	6/1/1540 00:00:00		1	0	0		0		2	3	0	2							0
