hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
100031		0	33	1982	2		1	5	3		1	121		2	10	2	2	1	5	6	2	1	0	1	2	1	Wales	11	6	1	8	1	1	9/1/1540 00:00:00		1	1	0		0		0	3	0	2							0
100032		0	33	1982	2		1	5	4		1	121		2	10	2	2	1	3	3	1	1	2	0	0	1	Wales	11	3	1	5	4	13	9/1/1540 00:00:00		1	1	0		0		0	3	0	2							0
100033		0	33	1982	2		0	5	1		8	9935		0	1	1	1	1	6	6	1	0	0	1	1	1	Wales	11	6	5	1	1	0	7/1/1540 00:00:00		0	0	0		0		0	1	0	2							0
100034		0	33	1982	2		1	5	4		5	9965		1	2	8	2	1	5	4	1	1	2	0	0	1	Wales	11	4	4	5	4	16	17/1/1540 00:00:00		1	1	0		0		0	4	0	2							0
100035		0	33	1982	2		0	5	2		8	9935		0	2	6	2	1	6	5	1	1	0	2	1	1	Wales	11	5	5	3	1	0	17/1/1540 00:00:00		1	0	0		0		0	4	0	2							0
100036		0	33	1982	2		0	5	1		5	9935		0	3	2	1	1	6	6	0	1	0	1	1	1	Wales	11	6	4	1	1	4	18/1/1540 00:00:00		1	1	0		0		0	5	0	2							0
100037		0	33	1982	2		0	1	2		8	9935		0	2	1	2	1	6	6	1	1	0	2	2	1	Wales	11	6	5	3	1	0	17/1/1540 00:00:00		1	0	0		0		0	4	0	2							0
100038		0	33	1982	2		0	1	1		8	9935		0	1	1	1	1	7	7	0	1	0	1	1	1	Wales	11	7	5	1	1	0	18/1/1540 00:00:00		1	0	0		0		0	5	0	2							0
100039		0	33	1982	2		1	5	1		7	9945		0	2	2	1	1	4	4	0	1	0	0	0	1	Wales	11	4	4	1	1	4	19/1/1540 00:00:00		1	0	0		0		0	6	0	2							0
100040		0	33	1982	2		0	5	2		8	9935		0	0	9	2	1	7	5	1	1	0	1	1	1	Wales	11	5	5	3	1	0	17/1/1540 00:00:00		1	0	0		0		0	4	0	2							0
100041		0	33	1982	2		1	5	2		1	2514		1	10	2	2	1	5	4	1	1	0	0	0	1	Wales	11	4	1	3	1	1	17/1/1540 00:00:00		1	2	0		0		0	4	0	2							0
100042		0	33	1982	2		0	5	1		8	9935		0	1	1	1	1	6	6	0	1	0	1	1	1	Wales	11	6	5	1	1	0	18/1/1540 00:00:00		1	0	0		0		0	5	2	2							0
100043		0	33	1982	2		0	2	2		3	2344		1	0	9	2	1	3	3	1	1	0	0	0	1	Wales	11	3	2	3	1	2	19/1/1540 00:00:00		1	2	0		0		0	6	0	2							0
100044		0	33	1982	2		1	5	3		2	2524		1	0	9	2	1	4	4	1	2	0	0	0	1	Wales	11	4	1	8	1	1	19/1/1540 00:00:00		1	3	0		0		0	6	0	2							0
100045		0	33	1982	2		1	5	2		5	9935		0	4	6	1	1	7	7	1	1	0	1	1	1	Wales	11	7	4	3	1	4	17/1/1540 00:00:00		1	1	0		0		0	4	0	2							0
100001		0	33	1982	1		1	5	3		1	121		2	10	2	2	1	3	2	1	1	1	0	0	1	Wales	11	2	1	4	3	9	29/1/1540 00:00:00		1	1	0		0		0	3	0	2							0
100002		0	33	1982	1		1	1	4		4	1744		1	7	4	2	1	3	3	2	1	1	0	0	1	Wales	11	3	3	10	7	27	27/1/1540 00:00:00		1	3	0		0		0	1	0	2							0
100003		0	33	1982	1		0	5	3		5	254		3	3	4	2	1	4	4	1	1	1	0	0	1	Wales	11	4	4	4	3	12	28/1/1540 00:00:00		1	1	0		0		0	2	0	2							0
100004		0	33	1982	1		0	5	3		4	2054		2	0	9	1	1	4	4	2	1	0	0	0	1	Wales	11	4	3	8	1	3	29/1/1540 00:00:00		1	3	0		0		0	3	0	2							0
100005		0	33	1982	1		1	5	6		7	9945		0	4	1	1	1	3	3	1	1	4	0	1	1	Wales	11	3	4	7	6	24	27/1/1540 00:00:00		1	0	0		0		0	1	0	2							0
100006		0	33	1982	1		1	6	4		7	9945		1	4	1	2	1	2	2	1	1	2	0	0	1	Wales	11	2	4	5	4	16	29/1/1540 00:00:00		1	0	0		0		0	3	0	2							0
100007		0	33	1982	1		1	5	7		4	9955		0	0	9	1	1	6	6	6	0	1	0	1	1	Wales	11	6	3	10	7	27	29/1/1540 00:00:00		0	6	0		0		0	3	2	2							0
100008		0	33	1982	1		0	2	1		7	9955		1	0	9	1	1	3	3	1	0	0	0	0	1	Wales	11	3	4	1	1	4	28/1/1540 00:00:00		0	0	0		0		0	2	0	2							0
100009		0	33	1982	1		1	1	2		4	9995		1	0	9	2	1	3	4	1	1	0	0	0	1	Wales	11	4	3	3	1	3	28/1/1540 00:00:00		1	2	0		0		0	2	0	2							0
100010		0	33	1982	1		1	4	4		4	154		3	2	1	2	1	2	1	1	1	2	0	0	1	Wales	11	1	3	5	4	15	27/1/1540 00:00:00		1	1	0		0		0	1	0	2							0
100011		0	33	1982	1		1	5	3		1	9935		0	0	9	1	1	5	5	2	1	0	1	0	1	Wales	11	5	1	8	1	1	29/1/1540 00:00:00		1	2	0		0		0	3	0	2							0
100012		0	33	1982	1		0	2	2		4	841		2	4	4	2	1	3	3	1	1	0	0	0	1	Wales	11	3	3	3	1	3	29/1/1540 00:00:00		1	1	0		0		0	3	0	2							0
100013		0	33	1982	1		1	2	3		3	744		2	0	9	2	1	3	3	1	1	1	0	0	1	Wales	11	3	2	4	3	10	28/1/1540 00:00:00		1	2	0		0		0	2	0	2							0
100014		0	33	1982	1		1	5	2		7	9995		1	0	9	2	1	4	3	1	1	0	0	0	1	Wales	11	3	4	3	1	4	27/1/1540 00:00:00		1	0	0		0		0	1	0	2							0
100015		0	33	1982	1		1	5	4		2	121		2	10	4	2	1	3	2	1	2	1	0	1	1	Wales	11	2	1	10	7	25	27/1/1540 00:00:00		0	1	0		0		0	1	0	2							0
100016		0	33	1982	1		1	1	2		7	9955		1	4	2	2	1	5	5	1	1	0	0	0	1	Wales	11	5	4	3	1	4	27/1/1540 00:00:00		1	0	0		0		0	1	0	2							0
100017		0	33	1982	1		1	5	2		1	2524		0	0	9	1	1	3	3	1	1	0	0	0	1	Wales	11	3	1	3	1	1	29/1/1540 00:00:00		1	2	0		0		0	3	2	2							0
100018		0	33	1982	1		1	6	5		3	2341		1	7	4	2	1	3	2	1	1	3	0	0	1	Wales	11	2	2	6	5	18	28/1/1540 00:00:00		1	1	0		0		0	2	0	2							0
100019		0	33	1982	1		0	5	2		5	9935		0	0	9	1	1	5	5	0	2	0	1	0	1	Wales	11	5	4	3	1	4	28/1/1540 00:00:00		1	1	0		0		0	2	0	2							0
100020		0	33	1982	1		0	5	1		8	9935		0	1	1	1	1	7	7	1	0	0	1	1	1	Wales	11	7	5	1	1	0	27/1/1540 00:00:00		0	0	0		0		0	1	0	2							0
100021		0	33	1982	1		0	5	2		7	9935		0	3	6	2	1	7	7	1	1	0	2	2	1	Wales	11	7	4	3	1	4	6/1/1540 00:00:00		1	0	0		0		0	4	0	2							0
100022		0	33	1982	1		1	5	1		8	9935		0	1	1	1	1	6	6	0	1	0	1	1	1	Wales	11	6	5	1	1	0	6/1/1540 00:00:00		1	0	0		0		0	4	0	2							0
100023		0	33	1982	1		1	5	2		7	9935		0	0	9	2	1	6	5	1	1	0	2	1	1	Wales	11	5	4	3	1	4	6/1/1540 00:00:00		1	0	0		0		0	4	0	2							0
100024		0	33	1982	2		0	2	1		7	9945		0	1	1	1	1	5	5	0	1	0	0	0	1	Wales	11	5	4	1	1	4	8/1/1540 00:00:00		0	0	0		0		0	2	0	2							1
100025		0	33	1982	2		1	5	2		7	9935		0	0	9	2	1	7	4	1	1	0	1	1	1	Wales	11	4	4	3	1	4	8/1/1540 00:00:00		1	0	0		0		0	2	0	2							0
