hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
224203		0	14	1995	1	1	1	6	3		1		220		10	7	2	1	4	4	1	1	1	0	0	1	Wales	11	4	1	4	3	9	3/1/1935 00:00:00		0	1	0	0	0	1	2	3	0	2	0	1					0
224204		0	14	1995	1	1	1	5	1		3		611		0	7	1	1	3	3	1	0	0	0	0	1	Wales	11	3	2	1	1	2	4/1/1935 00:00:00		0	1	0	0	0	1	2	4	2	2	0	4					0
224205		0	14	1995	1	0	0	5	2		4		221		0	7	1	1	4	4	1	1	0	0	0	1	Wales	11	4	3	3	1	3	5/1/1935 00:00:00		0	2	0	0	0	1	2	5	0	2	0	5					0
224206		0	14	1995	1	1	1	5	2		3		110		0	7	2	1	5	5	1	1	0	0	0	1	Wales	11	5	2	3	1	2	3/1/1935 00:00:00		0	2	0	0	0	2	2	3	0	2	0	3					0
224207		0	14	1995	1	1	0	1	1		8		1		1	1	1	1	7	7	0	1	0	1	1	1	Wales	11	7	5	1	1	0	2/1/1935 00:00:00		0	0	0	0	0	0	2	2	0	2	0	0					0
224208		0	14	1995	1	1	1	5	2		3		199		10	7	2	1	5	4	1	1	0	0	0	1	Wales	11	4	2	3	1	2	7/1/1935 00:00:00		0	2	0	0	0	2	2	7	0	2	0	1					0
224209		1	1001	1995	1	1	1	6	2		3		511		0	6	2	1	2	2	1	1	0	0	0	1	Scotland	12	2	2	3	1	2	7/1/1935 00:00:00		0	1	0	0	0	2	2	7	0	2	0	5					0
224210		1	1001	1995	1	1	1	5	1		6		3		4	1	1	1	6	6	1	0	0	0	1	1	Scotland	12	6	5	1	1	0	4/1/1935 00:00:00		0	0	0	0	0	0	2	4	0	2	0	0					0
224211		1	1001	1995	1	0	1	1	2		7		4		2	1	2	1	5	4	1	1	0	0	0	1	Scotland	12	4	4	3	1	4	6/1/1935 00:00:00		0	0	0	0	0	0	1	6	0	2	0	0					0
224212		1	1015	1995	1	0	1	1	2		7		4		2	1	2	1	5	4	1	1	0	0	0	1	Scotland	12	4	4	3	1	4	2/1/1935 00:00:00		0	0	0	0	0	0	1	2	0	2	0	0					0
