hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
130001		0	12	1985	1		0	2	3		7	9975		1	2	2	2	1	6	5	2	1	0	0	1	1	Wales	11	5	4	8	1	4	1/1/1540 00:00:00		1	0	0	0	0	0	2	3	0	2							0
130002		0	12	1985	1		1	6	3		4	1541		2	0	9	2	1	5	4	2	1	0	0	0	1	Wales	11	4	3	8	1	3	1/1/1540 00:00:00		1	3	0	0	0	0	2	3	0	2							0
130003		0	12	1985	1		0	6	6		5	9935		0	0	9	1	1	3	2	1	1	4	0	0	1	Wales	11	2	4	7	6	24	31/12/1539 00:00:00		1	1	0	0	0	0	2	2	0	2							0
130004		0	12	1985	1		1	1	2		8	121		2	3	1	2	1	6	6	1	1	0	2	2	1	Wales	11	6	5	3	1	0	30/1/1540 00:00:00		1	0	0	0	0	0	2	1	0	2							0
130005		0	12	1985	1		0	1	1		3	9965		1	6	1	1	1	2	2	1	0	0	0	0	1	Wales	11	2	2	1	1	2	30/1/1540 00:00:00		1	1	0	0	0	0	2	1	0	2							0
130006		0	12	1985	1		0	1	1		8	744		2	1	1	2	1	6	6	0	1	0	1	1	1	Wales	11	6	5	1	1	0	30/1/1540 00:00:00		1	0	0	0	0	0	2	1	0	2							1
130007		0	12	1985	1		0	1	1		8	9995		1	1	1	2	1	7	7	0	1	0	1	1	1	Wales	11	7	5	1	1	0	31/12/1539 00:00:00		0	0	0	0	0	0	2	2	2	2							0
130008		0	12	1985	1		1	2	3		4	9945		0	7	1	1	1	2	2	1	1	1	0	0	1	Wales	11	2	3	4	3	11	31/12/1539 00:00:00		1	1	0	0	0	0	2	2	0	2							0
130009		0	12	1985	1		1	6	3		2	9995		1	10	4	2	1	4	3	2	1	0	0	0	1	Wales	11	3	1	8	1	1	31/12/1539 00:00:00		1	2	0	0	0	0	2	2	0	2							0
130010		0	12	1985	1		1	6	2		3	9935		0	9	6	1	1	3	2	1	1	0	0	0	1	Wales	11	2	2	3	1	2	1/1/1540 00:00:00		1	2	0	0	0	0	2	3	0	2							0
130011		0	12	1985	1		1	5	3		4	2514		1	9	6	2	1	4	4	2	1	0	0	1	1	Wales	11	4	3	8	1	3	30/1/1540 00:00:00		1	3	0	0	0	0	2	1	0	2							0
130012		0	12	1985	1		0	5	2		4	9945		0	0	9	1	1	5	5	1	1	0	1	0	1	Wales	11	5	3	3	1	3	1/1/1540 00:00:00		1	1	0	0	0	0	2	3	0	2							0
130013		0	12	1985	1		0	5	1		8	9935		0	1	1	1	1	7	7	0	1	0	1	1	1	Wales	11	7	5	1	1	0	9/1/1540 00:00:00		1	0	0	0	0	0	2	4	0	2							0
130014		0	12	1985	1		0	5	2		7	9945		1	2	1	1	1	6	6	1	1	0	0	2	1	Wales	11	6	4	3	1	4	9/1/1540 00:00:00		1	0	0	0	0	0	2	4	0	2							0
130015		0	12	1985	1		1	6	4		4	9945		1	0	9	1	1	4	3	1	2	1	0	0	1	Wales	11	3	3	10	7	27	11/1/1540 00:00:00		1	3	0	0	0	0	2	6	0	2							0
