hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
254254	1	2	2002	1999	1	0	1	6	3	2	4		533		6	5	2	1	3	3	1	1	1	0	0	1	England	1	3	3	4	3	11	17/1/1939 00:00:00	2		2				2	2	1		2		4		0	0	0	0
254255	1	2	2002	1999	1	0	1	6	5	3	5		3		5	7	2	1	5	5	2	3	0	1	0	1	England	1	5	4	9	1	4	17/1/1939 00:00:00	2		3				0	2	1		2		0		0	0	0	0
254256	1	2	2002	1999	1	1	1	5	2	3	8		1		3	5	2	1	6	6	1	1	0	2	2	1	England	1	6	5	3	1	0	3/1/1939 00:00:00	1		0				0	2	1		2		0		0	0	0	0
254257	1	2	2002	1999	1	1	0	6	1	3	3		100		5	5	1	1	4	4	1	0	0	0	0	1	England	1	4	2	1	1	2	26/1/1939 00:00:00	2		1				2	2	3		2		3		0	0	0	0
254258	1	2	2002	1999	1	1	1	5	1	3	8		1		1	1	1	1	7	7	0	1	0	1	1	1	England	1	7	5	1	1	0	12/1/1939 00:00:00	1		0				0	2	3		2		0		0	0	0	0
254259	1	2	2002	1999	1	1	1	6	4	2	3		212		7	5	2	1	4	4	1	1	2	0	0	1	England	1	4	2	5	4	14	10/1/1939 00:00:00	1		2				2	2	1		2		4		0	0	0	0
254260	1	2	2002	1999	1	1	1	5	2	3	6		8		0	9	2	2	6	6	1	1	0	0	2	1	England	1	6	5	3	1	0	24/1/1939 00:00:00	2		0				0	2	1		2		0		0	0	0	0
254261	1	2	2002	1999	1	1	1	6	4	1	3		710		9	1	2	1	3	3	1	1	2	0	0	1	England	1	3	2	5	4	14	17/1/1939 00:00:00	2		2				2	2	1		2		3		0	0	0	0
254262	1	2	2002	1999	1	1	1	6	1	3	3		100		6	5	1	1	3	3	1	0	0	0	0	1	England	1	3	2	1	1	2	17/1/1939 00:00:00	2		1				2	2	1		2		3		0	0	0	0
254263	1	2	2002	1999	1	1	0	1	1	3	8		1		1	1	1	1	6	6	0	1	0	1	1	1	England	1	6	5	1	1	0	20/1/1939 00:00:00	2		0				0	2	4		2		0		2	1	3	1
254264	1	2	2002	1999	1	1	1	6	2	3	3		332		8	3	2	1	2	1	1	1	0	0	0	1	England	1	1	2	3	1	2	25/1/1939 00:00:00	2		2				1	2	2		2		4		0	0	0	0
254265	1	2	2002	1999	1	1	1	6	4	1	2		250		9	7	2	1	3	3	1	1	2	0	0	1	England	1	3	1	5	4	13	10/1/1939 00:00:00	2		1				2	2	1		2		3		0	0	0	0
254266	1	2	2002	1999	1	1	1	5	2	3	6		3		7	9	2	1	6	6	1	1	0	0	2	1	England	1	6	5	3	1	0	10/1/1939 00:00:00	1		0				0	2	1		2		0		0	0	0	0
254267	1	2	2002	1999	1	1	1	6	5	1	4		874		10	5	2	1	4	3	1	1	3	0	0	1	England	1	3	3	6	5	19	3/1/1939 00:00:00	2		2				1	2	1		2		1		0	0	0	0
254268	1	2	2002	1999	1	0	1	5	2	3	7		1		3	2	2	1	7	7	1	1	0	2	2	1	England	1	7	4	3	1	4	5/1/1939 00:00:00	1		0				0	2	3		2		0		0	0	0	0
254269	1	2	2002	1999	1	1	1	6	2	3	6		3		4	5	2	1	5	5	1	1	0	0	0	1	England	1	5	5	3	1	0	3/1/1939 00:00:00	2		0		3		0	2	1		2	1	0		0	0	0	0
254270	1	2	2002	1999	1	1	1	5	2	3	6		3		4	1	2	1	5	5	1	1	0	0	0	1	England	1	5	5	3	1	0	20/1/1939 00:00:00	1		0				0	2	4		2		0		0	0	0	0
254271	1	2	2002	1999	1	1	1	6	2	3	6		3		4	5	1	1	5	5	1	1	0	0	0	1	England	1	5	5	3	1	0	24/1/1939 00:00:00	2		0				0	2	1		2		0		0	0	0	0
254272	1	2	2002	1999	1	1	1	1	1	3	8		1		1	1	1	1	7	7	1	0	0	1	1	1	England	1	7	5	1	1	0	10/1/1939 00:00:00	2		0				0	2	1		2		0		2	1	3	1
254273	1	2	2002	1999	1	1	1	6	5	2	3		361		9	5	2	1	3	3	1	2	2	0	0	1	England	1	3	2	10	7	26	10/1/1939 00:00:00	2		2				1	2	1		2		3		0	0	0	0
254274	1	2	2002	1999	1	1	1	5	2	3	6		3		0	9	2	1	6	6	1	1	0	0	2	1	England	1	6	5	3	1	0	10/1/1939 00:00:00	2		0				0	2	1		2		0		0	0	0	0
254275	1	2	2002	1999	1	1	1	5	2	3	6		3		0	9	1	1	6	6	1	1	0	0	2	1	England	1	6	5	3	1	0	3/1/1939 00:00:00	2		0				0	2	1		2		0		0	0	0	0
254276	1	2	2002	1999	1	1	1	6	3	1	3		570		8	5	1	1	2	2	1	1	1	0	0	1	England	1	2	2	4	3	10	5/1/1939 00:00:00	2		2				1	2	3		2		2		0	0	0	0
254277	3	4	4017	1999	1	1	1	5	2	3	4		872		5	1	2	1	5	5	1	1	0	0	0	1	England	2	5	3	3	1	3	22/1/1939 00:00:00	2		1				2	2	6		1		5		0	0	0	0
254278	3	4	4017	1999	1	0	1	1	1	3	8		1		1	1	1	1	6	6	1	0	0	1	1	1	England	2	6	5	1	1	0	3/1/1939 00:00:00	2		0				0	2	1		1		0		2	1	3	1
254279	3	4	4017	1999	1	1	0	5	2	3	4		897		5	1	2	1	4	4	1	1	0	0	0	1	England	2	4	3	3	1	3	17/1/1939 00:00:00	1		2				2	2	1		1		5		0	0	0	0
254280	3	4	4017	1999	1	1	1	2	1	3	7		4		1	1	1	1	4	4	0	1	0	0	0	1	England	2	4	4	1	1	4	18/1/1939 00:00:00	1		0				0	2	2		1		0		2	7	3	1
254281	3	4	4017	1999	1	1	1	1	4	2	4		622		3	1	1	1	2	2	0	1	3	0	0	1	England	2	2	3	2	2	7	12/1/1939 00:00:00	1		1				1	2	3		1		5		2	1	3	1
254282	3	4	4017	1999	1	1	1	1	4	2	4		111		6	1	2	1	4	4	1	2	1	0	0	1	England	2	4	3	10	7	27	3/1/1939 00:00:00	2		1				2	2	1		1		3		2	1	3	1
254283	3	4	4017	1999	1	0	1	1	2	3	7		4		0	9	1	1	1	1	0	1	1	0	0	1	England	2	1	4	2	2	8	10/1/1939 00:00:00	2		0				0	2	1		1		0		2	1	3	1
254284	3	4	4017	1999	1	1	1	6	2	3	3		441		10	1	1	1	4	4	1	1	0	0	0	1	England	2	4	2	3	1	2	25/1/1939 00:00:00	2		2				2	2	2		1		4		0	0	0	0
254285	3	4	4017	1999	1	1	1	6	2	3	3		231		8	1	2	1	2	1	1	1	0	0	0	1	England	2	1	2	3	1	2	19/1/1939 00:00:00	2		2				2	2	3		1		5		0	0	0	0
254286	3	4	4017	1999	1	1	1	6	4	1	4		521		5	1	2	1	2	2	1	1	2	0	0	1	England	2	2	3	5	4	15	29/1/1939 00:00:00	2		2				1	2	6		1		2		0	0	0	0
254287	3	4	4017	1999	1	1	1	6	3	1	4		859		6	1	2	1	4	3	1	1	1	0	0	1	England	2	3	3	4	3	11	18/1/1939 00:00:00	2		2				2	2	2		1		5		0	0	0	0
254288	3	4	4017	1999	1	1	1	1	1	3	4		990		4	1	1	1	2	2	0	1	0	0	0	1	England	2	2	3	1	1	3	8/1/1939 00:00:00	2		1				2	2	6		1		5		2	1	3	0
