hhno	Pregnancy_in_household	Child(ren)_under_2
20001	No	No
20002	No	No
20003	No	No
20004	No	No
20005	No	Yes
20006	No	No
20007	No	No
20008	No	No
20009	No	No
20010	No	No
20011	No	No
20012	No	No
20013	No	No
20014	No	Yes
20015	No	Yes
20016	No	No
20017	No	No
20018	No	Yes
20019	No	Yes
20020	No	No
20021	No	No
20022	No	Yes
20023	No	Yes
20024	No	No
20025	No	No
20026	Yes	No
20027	Yes	No
20028	No	No
20029	No	No
20030	No	Yes
20031	No	No
20032	No	Yes
20033	No	No
20034	No	No
20035	No	Yes
20036	No	No
20037	No	No
20038	No	No
20039	No	No
20040	No	Yes
20041	No	No
20042	No	No
20043	No	No
20044	No	No
20045	No	No
20046	No	No
20047	No	No
20048	No	No
20049	No	Yes
20050	No	No
20051	No	No
20052	No	No
20053	No	No
20054	No	No
20055	No	No
20056	No	No
20057	No	Yes
20058	No	No
20059	No	No
20060	No	No
20061	No	Yes
20062	No	No
20063	No	No
20064	No	Yes
20065	No	No
20066	No	No
20067	No	No
20068	No	Yes
20069	No	No
20070	No	No
20071	No	Yes
20072	No	No
20073	No	No
20074	No	No
20075	No	Yes
20076	No	Yes
20077	No	No
20078	No	Yes
20079	No	No
20080	No	No
20081	No	No
20082	No	No
20083	No	No
20084	No	No
20085	No	Yes
20086	No	No
20087	No	No
20088	No	No
20089	No	Yes
20090	No	No
20091	No	No
20092	No	No
20093	No	No
20094	No	No
20095	No	No
20096	No	No
20097	No	No
20098	No	No
20099	No	No
20100	No	No
20101	No	No
20102	No	No
20103	No	No
20104	No	No
20105	No	No
20106	No	Yes
20107	No	No
20108	No	No
20109	No	Yes
20110	No	No
20111	No	Yes
20112	No	No
20113	No	No
20114	No	No
20115	No	No
20116	No	No
20117	No	No
20118	No	No
20119	No	No
20120	No	No
20121	No	No
20122	No	No
20123	No	No
20124	No	No
20125	No	No
20126	No	No
20127	No	No
20128	No	No
20129	No	No
20130	No	Yes
20131	No	No
20132	No	No
20133	No	No
20134	No	No
20135	No	No
20136	No	No
20137	No	No
20138	No	No
20139	No	No
20140	No	No
20141	No	No
20142	No	No
20143	No	Yes
20144	No	No
20145	No	No
20146	No	No
20147	No	No
20148	No	No
20149	No	No
20150	No	Yes
20151	No	Yes
20152	No	No
20153	No	No
20154	No	No
20155	No	No
20156	No	No
20157	No	No
20158	No	No
20159	No	No
20160	No	No
20161	No	No
20162	Yes	No
20163	No	No
20164	No	No
20165	No	No
20166	No	No
20167	No	No
20168	No	No
20169	No	No
20170	No	No
20171	No	No
20172	No	No
20173	No	No
20174	No	No
20175	No	No
20176	No	No
20177	No	No
20178	No	No
20179	No	No
20180	No	No
20181	No	No
