hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
70001		0	9	1979	1		0	1	2		3	1744			7	1	2	1	4	3	1	1	0	0	0	1	Wales	11	3	2	3	1	2	2/1/1540 00:00:00		1	2	0		0		0	3	0	2			0				0
70002		0	9	1979	1		1	1	6		4	1541			0	9	2	1	2	2	1	1	4	0	0	1	Wales	11	2	3	7	6	23	2/1/1540 00:00:00		1	1	0		0		0	3	0	2			0				0
70003		0	9	1979	1		1	1	4		3	2244			6	2	2	1	4	4	1	1	2	0	0	1	Wales	11	4	2	5	4	14	1/1/1540 00:00:00		1	1	0		0		0	2	0	2			0				0
70004		0	9	1979	1		0	1	5		4	744			0	9	2	1	2	2	1	1	3	0	0	1	Wales	11	2	3	6	5	19	1/1/1540 00:00:00		1	1	0		0		0	2	0	2			0				0
70005		0	9	1979	1		0	1	3		5	9965			2	8	2	1	1	1	1	1	1	0	0	1	Wales	11	1	4	4	3	12	1/1/1540 00:00:00		1	1	0		0		0	2	0	2			0				0
70006		0	9	1979	1		1	1	7		4	2244			6	1	2	1	5	4	1	1	5	0	0	1	Wales	11	4	3	7	6	23	1/1/1540 00:00:00		1	1	0		0		0	2	0	2			0				0
70007		0	9	1979	1		1	1	2		5	1854			5	1	2	1	3	2	1	1	0	0	0	1	Wales	11	2	4	3	1	4	1/1/1540 00:00:00		1	1	0		0		0	2	0	2			0				0
70008		0	9	1979	1		1	1	6		4	9945			0	9	2	1	4	4	3	2	1	0	0	1	Wales	11	4	3	10	7	27	1/1/1540 00:00:00		1	3	0		0		0	2	0	2			0				0
70009		0	9	1979	1		0	1	4		4	744			6	6	2	1	3	2	1	1	2	0	0	1	Wales	11	2	3	5	4	15	2/1/1540 00:00:00		1	2	0		0		0	3	0	2			0				0
70010		0	9	1979	1		0	1	4		4	1894			6	1	2	1	2	3	1	1	2	0	0	1	Wales	11	3	3	5	4	15	1/1/1540 00:00:00		1	2	0		0		0	2	0	2			0				0
70011		0	9	1979	1		1	1	5		5	9965			4	8	2	1	3	3	2	1	2	0	0	1	Wales	11	3	4	10	7	28	2/1/1540 00:00:00		1	2	0		0		0	3	0	2			0				0
70012		0	9	1979	2		0	2	5		3	253			0	9	2	1	3	3	1	1	3	0	0	1	Wales	11	3	2	6	5	18	31/12/1539 00:00:00		1	3	0		0		0	4	0	2			0				0
70013		0	9	1979	2		0	2	3		4	244			4	1	2	1	1	1	1	1	1	0	0	1	Wales	11	1	3	4	3	11	31/12/1539 00:00:00		0	1	0		0		0	4	0	2			0				0
70014		0	9	1979	2		1	2	3		4	2144			6	6	2	1	4	3	1	1	1	0	0	1	Wales	11	3	3	4	3	11	31/12/1539 00:00:00		1	2	0		0		0	4	0	2			0				0
70015		0	9	1979	2		0	2	1		8	9935			1	1	1	1	6	6	0	1	0	1	1	1	Wales	11	6	5	1	1	0	31/12/1539 00:00:00		1	0	0		0		0	4	2	2			0				1
70016		0	9	1979	2		0	2	4		3	244			0	9	2	1	3	3	1	1	2	0	0	1	Wales	11	3	2	5	4	14	31/12/1539 00:00:00		1	2	0		0		0	3	0	2			0				0
70017		0	9	1979	2		1	2	2		7	9955			4	2	2	1	5	5	1	1	0	0	0	1	Wales	11	5	4	3	1	4	31/12/1539 00:00:00		1	0	0		0		0	4	0	2			0				0
70018		0	9	1979	2		1	2	2		8	9935			3	6	2	1	6	6	1	1	0	2	2	1	Wales	11	6	5	3	1	0	31/12/1539 00:00:00		1	0	0		0		0	3	0	2			0				0
70019		0	9	1979	2		0	2	4		4	1444			0	9	2	1	4	4	2	1	1	0	0	1	Wales	11	4	3	10	7	27	31/12/1539 00:00:00		1	3	0		0		0	4	0	2			0				0
70020		0	9	1979	2		0	2	2		7	9955			6	2	2	1	6	5	1	1	0	1	1	1	Wales	11	5	4	3	1	4	31/12/1539 00:00:00		1	0	0		0		0	3	0	2			0				0
70021		0	9	1979	2		0	2	2		7	9935			0	9	2	1	6	6	1	1	0	2	2	1	Wales	11	6	4	3	1	4	31/12/1539 00:00:00		1	0	0		0		0	3	0	2			0				0
70022		0	9	1979	2		1	2	4		4	1344			0	9	3	1	2	1	1	2	1	0	0	1	Wales	11	1	3	10	7	27	31/12/1539 00:00:00		1	2	0		0		0	3	0	2			0				0
70023		0	9	1979	2		1	1	4		4	9945			0	9	2	1	5	4	2	2	0	0	0	1	Wales	11	4	3	9	1	3	31/12/1539 00:00:00		1	2	0		0		0	3	0	2			0				0
70024		0	9	1979	2		0	1	3		4	1744			5	1	2	1	2	1	1	1	1	0	0	1	Wales	11	1	3	4	3	11	31/12/1539 00:00:00		1	1	0		0		0	4	0	2			0				0
70025		0	9	1979	2		1	1	3		4	9935			0	9	2	1	6	5	2	1	0	2	1	1	Wales	11	5	3	8	1	3	31/12/1539 00:00:00		1	1	0		0		0	4	0	2			0				0
70026		0	9	1979	2		0	1	2		4	744			4	2	2	1	5	4	1	1	0	0	0	1	Wales	11	4	3	3	1	3	31/12/1539 00:00:00		1	1	0		0		0	3	0	2			0				0
70027		0	9	1979	3		1	5	3		2	9945			10	6	2	1	5	4	1	1	1	0	0	1	Wales	11	4	1	4	3	9	6/1/1540 00:00:00		1	1	0		0		0	3	0	2			0				0
70028		0	9	1979	3		1	5	3		3	644			7	6	2	1	5	4	1	1	1	0	0	1	Wales	11	4	2	4	3	10	5/1/1540 00:00:00		1	1	0		0		0	2	0	2			0				0
70029		0	9	1979	3		0	1	2		4	744			4	2	2	1	5	5	1	1	0	0	0	1	Wales	11	5	3	3	1	3	4/1/1540 00:00:00		1	1	0		0		0	1	0	2			0				0
70030		0	9	1979	3		1	5	3		3	9935			0	9	1	1	5	5	0	3	0	1	0	1	Wales	11	5	2	8	1	2	5/1/1540 00:00:00		1	2	0		0		0	2	0	2			0				0
70031		0	9	1979	3		1	6	4		4	744			6	6	2	1	4	3	1	1	2	0	0	1	Wales	11	3	3	5	4	15	4/1/1540 00:00:00		1	2	0		0		0	1	0	2			0				0
70032		0	9	1979	3		1	5	2		4	754			5	1	2	1	4	3	1	1	0	0	0	1	Wales	11	3	3	3	1	3	5/1/1540 00:00:00		1	2	0		0		0	2	0	2			0				0
70033		0	9	1979	3		1	6	3		4	754			5	1	2	1	2	1	1	1	1	0	0	1	Wales	11	1	3	4	3	11	6/1/1540 00:00:00		1	1	0		0		0	3	0	2			0				0
