hhno	visgpno	sex	age	occ	soc	dact	nbalvis
254254	1	1			6		4
254256	1	2	0		7		29
254260	1	1			6		24
254260	2	1	0		7		8
254260	3	2	0		7		4
254265	1	1	0		7		10
254265	2	2			6		10
254266	1	2	0		7		7
254266	2	1	0		7		7
254269	1	1	0		7		4
254269	2	2	0		7		4
254275	1	1	0		7		22
254275	2	2	0		7		11
254280	1	2	0		7		33
254281	1	1			6		8
254283	1	2	0		7		11
254284	1	2	0		7		7
254284	2	1	0		7		7
254284	3	2			6		7
254284	4	2			6		7
254284	5	1			6		7
254285	1	1			6		3
254289	1	2	0		7		3
254290	1	2	0		7		4
254290	2	1	0		7		7
254292	1	2	0		7		10
254292	2	1	0		7		3
254293	1	2	0		7		3
254295	1	2	0		7		4
254295	2	1	0		7		14
254296	1	1	0		7		69
254296	2	2	0		7		27
254301	1	2	0		7		7
254302	1	1	0		7		7
254302	2	2	0		7		7
254304	1	2	0		7		21
254305	1	1	0		7		42
254305	2	2	0		7		46
254307	1	2	0		7		7
254307	2	1	0		7		7
254308	1	2	0		7		14
254308	2	1	0		7		7
254311	1	1	0		7		27
254311	2	1			6		10
254312	1	2	0		7		4
254312	2	1			6		3
254312	3	1			6		3
254315	1	1	0		7		4
254317	1	1			6		7
254317	2	2	0		7		15
254318	1	2			6		11
254318	2	2			6		11
254320	1	2			6		28
254326	1	1			6		14
254326	2	1			6		14
254326	3	2	0		7		29
254331	1	2	0		7		25
254331	2	2			6		21
254331	3	2			6		7
254332	1	2	0		7		7
254333	1	2			6		7
254333	2	1			6		7
254334	1	2	0		7		4
254341	1	2			6		7
254346	1	1	0		7		11
254346	2	2	0		7		11
254346	3	1			6		4
254346	4	2			6		7
254350	1	2			6		20
254357	1	1	0		7		14
254359	1	2	0		7		7
254360	1	2	0		7		11
254360	2	1	0		7		14
254362	1	1	0		7		14
254365	1	1			6		4
254365	2	1	0		7		3
254368	1	1	0		7		7
254369	1	2	0		7		28
254369	2	2			6		28
254369	3	1			6		24
254370	1	2	0		7		16
254372	1	2	0		7		18
254372	2	1	0		7		14
254373	1	1	0		7		21
254374	1	2	0		7		7
254375	1	2	0		7		8
254375	2	1	0		7		26
254376	1	2	0		7		7
254376	2	1	0		7		7
254378	1	1	0		7		14
254380	1	2			6		35
254380	2	2	0		7		7
254380	3	1	0		7		7
254380	4	2			6		7
254380	5	2			6		7
254381	1	1	0		7		21
254381	2	2	0		7		21
254387	1	1			6		4
254387	2	2			6		4
254387	3	1	0		7		27
254387	4	2	0		7		54
254389	1	1	0		7		4
254389	2	2	0		7		11
254389	3	1			6		42
254391	1	1	0		7		38
254391	2	2	0		7		4
254393	1	1	0		7		14
254393	2	2	0		7		7
254398	1	1	0		7		21
254398	2	2	0		7		14
254406	1	2			6		14
254406	2	2	0		7		7
254410	1	1	0		7		14
254416	1	2	0		7		4
254416	2	1	0		7		7
254416	3	2			6		7
254416	4	1			6		7
254417	1	2	0		7		7
254417	2	1	0		7		7
254417	3	1			6		7
254421	1	1	0		7		7
254424	1	1	0		7		23
254424	2	2			6		4
254426	1	2			6		25
254426	2	1			6		25
254426	3	2			6		7
254426	4	1			6		7
254427	1	2	0		7		4
254431	1	2	0		7		16
254436	1	1	0		7		6
254439	1	2	0		7		7
254439	2	1	0		7		7
254439	3	2			6		7
254447	1	1	0		7		15
254447	2	2	0		7		18
254447	3	2			6		4
254448	1	1			6		3
254451	1	2			6		3
254458	1	1	0		7		7
254458	2	2	0		7		7
254463	1	2	0		7		7
254465	1	1	0		7		26
254465	2	2	0		7		22
254465	3	2			6		11
254465	4	1			6		11
254467	1	1	0		7		7
254467	2	2	0		7		7
254468	1	1	0		7		11
254468	2	2	0		7		11
254470	1	1	0		7		7
254470	2	2	0		7		21
254473	1	1	0		7		7
254473	2	2			6		11
254473	3	2			6		4
254474	1	2	0		7		44
254475	1	2	0		7		11
254477	1	1	0		7		14
254477	2	2	0		7		14
254478	1	2	0		7		14
254478	2	1	0		7		4
254479	1	2	0		7		21
254484	1	2	0		7		4
254484	2	1			6		7
254484	3	2			6		7
254488	1	2	0		7		7
254488	2	1	0		7		7
254494	1	1			6		3
254497	1	1	0		7		7
254500	1	2	0		7		42
254502	1	1	0		7		14
254502	2	2	0		7		14
254505	1	1	0		7		4
254506	1	1			6		10
254509	1	1	0		7		7
254515	1	2	0		7		21
254515	2	2			6		21
254517	1	2	0		7		11
254517	2	1	0		7		35
254519	1	2	0		7		7
254520	1	2			6		7
254520	2	2	0		7		14
254520	3	1	0		7		7
254521	1	1	0		7		7
254522	1	2	0		7		7
254523	1	2	0		7		20
254526	1	2	0		7		3
254527	1	2			6		39
254528	1	2	0		7		4
254529	1	1			6		20
254529	2	2	0		7		8
254529	3	1	0		7		7
254530	1	2	0		7		7
