hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
50091		0	34	1977	6		1	6	4		3	2604			0	9	2	1	2	3	1	1	2	0	0	2	Wales	11	3	2	5	4	14	30/1/1540 00:00:00		1	1	0		0		0	2	0	2			0				0
50092		0	34	1977	6		0	1	3		3	353			6	1	2	1	2	1	1	1	1	0	0	2	Wales	11	1	2	4	3	10	29/1/1540 00:00:00		1	1	0		0		0	1	0	2			0				0
50093		0	34	1977	6		0	1	2		7	9945			3	1	1	1	5	5	0	1	1	0	0	2	Wales	11	5	4	2	2	8	29/1/1540 00:00:00		1	0	0		0		0	1	0	2			0				0
50094		0	34	1977	6		0	1	4		4	844			6	1	2	1	2	2	1	1	2	0	0	2	Wales	11	2	3	5	4	15	30/1/1540 00:00:00		1	2	0		0		0	2	0	2			0				0
50095		0	34	1977	6		0	5	1		8	9935			1	1	1	1	6	6	0	1	0	1	1	2	Wales	11	6	5	1	1	0	29/1/1540 00:00:00		1	0	0		0		0	1	1	2			0				0
50096		0	34	1977	6		1	5	5		4	844			7	1	2	1	3	3	1	2	2	1	1	2	Wales	11	3	3	10	7	27	29/1/1540 00:00:00		1	2	0		0		0	1	0	2			0				0
50097		0	34	1977	6		1	5	4		1	1551			10	2	1	1	6	6	2	0	2	0	1	2	Wales	11	6	1	5	4	13	31/12/1539 00:00:00		1	2	0		0		0	3	0	2			0				0
50098		0	34	1977	6		1	5	3		4	744			6	6	2	1	1	1	1	1	1	0	0	2	Wales	11	1	3	4	3	11	10/1/1540 00:00:00		1	2	0		0		0	6	0	2			0				0
50099		0	34	1977	6		1	5	2		6	9955			8	1	1	1	5	5	0	2	0	1	1	2	Wales	11	5	5	3	1	0	8/1/1540 00:00:00		1	0	0		0		0	4	0	2			0				0
50100		0	34	1977	6		1	1	3		3	841			8	2	2	1	2	3	1	1	1	0	0	2	Wales	11	3	2	4	3	10	9/1/1540 00:00:00		1	1	0		0		0	5	0	2			0				0
50101		0	34	1977	6		1	1	4		4	1544			0	9	2	1	1	1	1	1	2	0	0	2	Wales	11	1	3	5	4	15	8/1/1540 00:00:00		1	1	0		0		0	4	0	2			0				0
50102		0	34	1977	6		1	1	4		4	744			7	1	2	1	3	2	1	1	2	0	0	2	Wales	11	2	3	5	4	15	8/1/1540 00:00:00		1	2	0		0		0	4	1	2			0				0
50103		0	34	1977	6		0	1	2		8	9935			2	1	2	1	7	7	1	1	0	2	2	2	Wales	11	7	5	3	1	0	8/1/1540 00:00:00		1	0	0		0		0	4	0	2			0				0
50104		0	34	1977	6		0	2	3		6	9935			8	1	1	1	6	6	1	2	0	2	3	2	Wales	11	6	5	8	1	0	8/1/1540 00:00:00		0	0	0		0		0	4	0	2			0				0
50105		0	34	1977	6		1	2	2		5	9935			3	1	2	1	6	5	1	1	0	1	1	2	Wales	11	5	4	3	1	4	8/1/1540 00:00:00		1	1	0		0		0	4	0	2			0				0
50106		0	34	1977	6		1	2	2		3	2514			7	2	2	1	4	3	1	1	0	0	0	2	Wales	11	3	2	3	1	2	8/1/1540 00:00:00		1	1	0		0		0	5	0	2			0				0
50107		0	34	1977	6		1	5	6		3	121			0	9	2	1	6	5	3	2	1	0	1	2	Wales	11	5	2	10	7	26	10/1/1540 00:00:00		1	4	0		0		0	6	0	2			0				0
50108		0	34	1977	6		1	5	3		4	9955			0	9	2	1	7	6	2	1	0	1	2	2	Wales	11	6	3	8	1	3	9/1/1540 00:00:00		0	1	0		0		0	5	0	2			0				0
50109		0	34	1977	7		0	5	1		8	9935			1	1	1	1	6	6	1	0	0	1	1	3	Wales	11	6	5	1	1	0	10/1/1540 00:00:00		0	0	0		0		0	1	2	2			0				0
50110		0	34	1977	7		0	2	3		4	1894			0	9	2	1	4	3	1	1	1	0	0	3	Wales	11	3	3	4	3	11	11/1/1540 00:00:00		1	2	0		0		0	2	0	2			0				0
50111		0	34	1977	7		1	6	2		5	9965			3	8	2	1	4	4	1	1	0	0	0	3	Wales	11	4	4	3	1	4	10/1/1540 00:00:00		1	1	0		0		0	1	0	2			0				0
