hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
30001		0	1	1975	1		1	6	5		0	2422			9	2	2	1	3	3	1	2	2	1	1	1	Wales	11	3		10	7	0	2/1/1540 00:00:00		1	2	0		0		0	5	0	2			3				0
30002		0	1	1975	1		1	5	2		0	9935			4	2	2	1	6	5	1	1	0	1	1	1	Wales	11	5		3	1	0	1/1/1540 00:00:00		1	0	0		0		0	4	0	2			6				0
30003		0	1	1975	1		1	2	3		0	2054			2	2	1	1	2	2	0	1	2	0	0	1	Wales	11	2		2	2	0	2/1/1540 00:00:00		1	1	0		0		0	5	0	2			5				0
30004		0	1	1975	1		0	5	2		0	9935			0	9	2	1	6	6	1	1	0	2	2	1	Wales	11	6		3	1	0	2/1/1540 00:00:00		1	0	0		0		0	5	0	2			6				0
30005		0	1	1975	1		0	6	4		0	1644			7	2	2	1	3	3	1	1	2	0	0	1	Wales	11	3		5	4	0	2/1/1540 00:00:00		1	2	0		0		0	5	0	2			4				0
30006		0	1	1975	1		0	6	5		0	2514			8	2	2	1	4	4	2	1	2	0	0	1	Wales	11	4		10	7	0	1/1/1540 00:00:00		1	2	0		0		0	4	0	2			3				0
30007		0	1	1975	1		0	2	2		0	9935			3	6	1	1	6	6	0	2	0	2	2	1	Wales	11	6		3	1	0	1/1/1540 00:00:00		1	0	0		0		0	4	0	2			8				0
30008		0	1	1975	1		0	6	2		0	2242			10	1	2	1	5	5	1	1	0	0	0	1	Wales	11	5		3	1	0	2/1/1540 00:00:00		0	2	0		0		0	5	0	2			2				0
30009		0	1	1975	2		0	1	4		0	154			5	2	2	1	3	3	1	1	2	0	0	1	Wales	11	3		5	4	0	2/1/1540 00:00:00		1	2	0		0		0	1	0	2			4				0
30010		0	1	1975	2		1	1	3		0	9935			4	1	2	1	7	5	1	1	1	1	1	1	Wales	11	5		4	3	0	3/1/1540 00:00:00		1	1	0		0		0	2	0	2			5				1
