hhno	visgpno	sex	age	occ	soc	dact	nbalvis
150002	2	2	0	9995		0	8
150003	3	1	0	9995		0	33
150006	3	2	0	9995		0	4
150006	4	1	1	9985		0	4
150006	5	2	1	9985		0	4
150007	5	1	0	9995		0	13
150007	6	2	0	9995		0	62
150007	7	2	1	9985		0	9
150009	3	1	0	9995		0	15
150009	4	2	0	9995		0	5
150010	6	1	0	9995		0	13
150012	3	1	0	9995		0	38
150012	4	2	0	9995		0	10
150015	9	2	1	9985		0	5
150016	3	1	0	9995		0	4
150017	5	2	0	9995		0	9
150017	6	2	1	9985		0	9
150020	3	1	0	9995		0	9
150021	3	2	0	9995		0	5
150024	4	1	0	9995		0	9
150029	4	2	0	9995		0	11
150029	5	2	1	9985		0	4
150029	6	1	0	9995		0	2
150036	2	2	0	9995		0	4
150036	3	2	1	9995		0	10
150037	5	2	0	9995		0	5
150037	6	2	1	9985		0	5
150042	6	2	0	9995		0	7
150043	5	1	1	9985		0	2
150043	6	1	1	9985		0	2
150043	7	2	1	9985		0	4
150043	8	2	0	9995		0	5
150048	5	1	0	9995		0	13
150049	3	2	0	9995		0	5
150049	4	1	0	9995		0	5
150051	3	1	1	9985		0	12
150051	4	1	1	9985		0	12
150051	5	1	0	9995		0	9
150051	6	2	1	9985		0	9
150052	6	2	1	9985		0	5
150052	7	2	0	9995		0	5
150054	3	1	1	9985		0	9
150055	4	2	0	9995		0	4
150056	4	1	0	9995		0	5
150056	5	2	0	9995		0	5
150056	6	1	1	9985		0	5
150056	7	1	1	9985		0	5
150057	3	2	1	9985		0	3
150057	4	2	1	9985		0	24
150057	5	1	0	9995		0	2
150057	6	2	0	9995		0	50
150063	5	2	0	9995		0	9
150064	7	2	0	9995		0	10
150067	5	2	0	9995		0	6
150068	3	2	0	9995		0	17
150068	4	1	0	9995		0	7
150069	3	1	1	9985		0	4
150071	5	1	0	9995		0	7
150071	6	2	1	9985		0	10
150071	7	2	0	9995		0	2
150071	8	1	1	9995		0	2
150071	9	2	1	9985		0	2
150072	4	2	1	9995		0	8
150074	2	2	1	9985		0	9
150074	3	2	0	9995		0	9
150074	4	1	0	9995		0	9
150074	5	1	1	9985		0	9
150076	6	1	0	9995		0	16
150076	7	1	1	9985		0	10
150076	8	2	0	9995		0	5
150077	4	2	0	9995		0	4
150079	3	2	0	9995		0	26
150082	6	2	0	9995		0	5
150084	5	2	0	9995		0	4
150085	4	1	0	9995		0	18
150085	5	2	0	9995		0	21
150085	6	2	1	9985		0	10
150086	5	2	0	9995		0	38
150086	6	1	0	9995		0	9
150086	7	2	1	9985		0	9
150086	8	2	1	9985		0	13
150090	4	1	0	9995		0	13
150091	3	2	0	9995		0	16
150094	4	2	0	9995		0	9
150094	5	1	0	9995		0	9
150097	5	1	0	9995		0	46
150097	6	2	0	9995		0	6
150103	4	1	0	9995		0	20
150103	5	2	0	9995		0	13
150103	6	2	1	9985		0	13
150104	2	1	0	9995		0	35
150105	4	1	0	9995		0	4
150105	5	1	1	9985		0	29
150107	4	2	0	9995		0	7
150113	5	2	1	9985		0	13
150113	6	2	1	9985		0	2
150114	4	1	1	9985		0	27
150114	5	1	1	9985		0	27
150114	6	1	0	9995		0	29
150114	7	2	0	9995		0	27
150116	5	2	0	9995		0	2
150116	6	1	0	9995		0	2
150118	5	2	0	9995		0	4
150118	6	1	1	9985		0	4
150119	3	2	1	9985		0	27
150120	3	1	0	9995		0	2
150120	4	2	0	9995		0	2
150121	4	1	0	9995		0	5
150123	3	1	0	9995		0	18
150123	4	2	0	9995		0	14
150123	5	1	1	9985		0	2
150123	6	1	1	9985		0	10
150124	5	2	1	9985		0	5
150124	6	2	1	9985		0	3
150125	3	2	0	9995		0	5
150127	3	2	0	9995		0	4
150130	5	2	0	9995		0	10
150131	4	2	1	9985		0	9
150135	3	2	0	9995		0	7
150135	4	1	1	9985		0	10
150136	4	1	0	9995		0	2
150136	5	2	0	9995		0	2
150136	6	2	1	9995		0	2
150138	5	1	0	9995		0	10
150138	6	2	0	9995		0	10
150139	5	2	0	9995		0	16
150140	4	2	0	9995		0	27
150140	5	1	1	9985		0	26
150140	6	1	0	9995		0	8
150144	4	2	0	9995		0	18
150144	5	1	0	9995		0	4
150145	6	2	1	9985		0	4
150145	7	2	0	9995		0	9
150147	5	2	0	9995		0	5
150147	6	1	1	9985		0	5
150148	2	2	0	9995		0	10
150148	3	1	0	9995		0	5
150149	5	2	1	9985		0	5
150149	6	1	0	9995		0	4
150151	2	2	0	9995		0	10
150151	3	2	1	9985		0	5
150151	4	1	0	9995		0	5
150151	5	2	1	9985		0	5
150152	3	1	1	9985		0	23
150152	4	1	1	9985		0	23
150153	3	1	0	9995		0	8
150153	4	1	1	9995		0	4
150153	5	1	1	9985		0	4
150153	6	2	0	9995		0	4
150153	7	2	1	9985		0	4
150153	8	2	1	9985		0	4
150154	6	2	1	9985		0	2
150154	7	1	1	9985		0	2
150154	8	2	0	9995		0	10
150154	9	1	0	9995		0	10
150155	2	2	0	9995		0	10
150158	5	2	0	9995		0	5
150158	6	2	1	9985		0	15
150158	7	2	1	9985		0	5
150165	4	2	1	9995		0	9
150165	5	2	0	9995		0	2
150166	7	2	0	9995		0	12
150166	8	2	1	9985		0	8
150167	5	2	0	9995		0	2
150168	5	2	1	9995		0	3
150169	6	2	1	9985		0	5
150169	7	2	1	9985		0	4
150171	5	2	0	9995		0	32
150171	6	1	0	9995		0	12
150173	3	2	0	9995		0	2
150177	4	2	0	9995		0	5
150178	3	1	0	9995		0	37
150182	3	1	0	9995		0	19
150182	4	2	0	9995		0	10
150182	5	2	1	9985		0	5
150182	6	1	1	9985		0	5
150182	7	2	1	9985		0	5
150182	8	1	1	9985		0	5
150184	5	1	0	9995		0	13
150184	6	2	1	9985		0	5
150185	4	2	0	9995		0	15
150187	3	2	0	9995		0	19
150187	4	1	0	9995		0	31
150188	5	1	0	9995		0	28
150188	6	2	0	9995		0	9
150188	7	1	1	9995		0	20
150189	3	2	1	9985		0	4
150189	4	2	0	9995		0	10
150195	5	2	0	9995		0	4
150196	4	1	0	9995		0	5
150196	5	2	0	9995		0	8
150198	4	2	0	9995		0	9
150200	5	1	1	9985		0	5
150200	6	1	1	9985		0	7
150201	6	1	0	9995		0	4
150201	7	2	0	9995		0	9
150201	8	1	1	9985		0	9
150201	9	2	1	9985		0	4
150202	6	2	1	9985		0	4
150204	5	1	0	9995		0	5
150204	6	2	0	9995		0	5
150205	3	1	1	9985		0	4
150205	4	1	1	9985		0	4
150205	5	1	0	9995		0	2
150205	6	1	1	9985		0	2
150205	7	2	0	9995		0	2
150205	8	2	1	9985		0	2
150206	3	1	1	9985		0	31
150209	5	2	0	9995		0	8
150209	6	2	1	9985		0	8
150209	7	1	1	9985		0	8
150209	8	1	0	9995		0	5
150210	2	1	0	9995		0	21
150212	3	2	0	9995		0	9
150212	4	2	1	9985		0	9
150216	3	2	0	9995		0	14
150218	3	1	0	9995		0	2
150223	5	1	0	9995		0	5
150223	6	2	0	9995		0	5
150224	4	1	0	9995		0	5
150225	5	2	1	9985		0	5
150227	4	2	0	9995		0	5
150230	4	2	0	9995		0	14
150231	3	1	0	9995		0	5
150231	4	2	0	9995		0	5
150233	3	1	0	9995		0	7
150233	4	2	0	9995		0	9
150236	3	2	1	9985		0	48
150236	4	1	1	9985		0	52
150236	5	1	0	9995		0	9
150236	6	2	0	9995		0	18
150238	2	1	0	9995		0	4
150239	6	1	0	9995		0	5
150239	7	2	0	9995		0	10
150242	3	2	0	9995		0	22
150242	4	2	1	9985		0	11
150242	5	2	1	9985		0	11
150242	6	1	0	9995		0	7
150246	4	2	0	9995		0	29
150248	3	2	0	9995		0	8
150248	4	1	0	9995		0	9
150252	5	2	0	9995		0	24
150252	6	2	1	9985		0	5
150256	3	1	0	9995		0	5
150256	4	2	0	9995		0	10
150256	5	2	1	9985		0	5
150256	6	2	1	9985		0	42
150256	7	1	1	9985		0	37
150257	3	2	1	9995		0	5
150257	4	1	1	9995		0	5
150259	7	1	0	9995		0	5
150260	2	2	0	9995		0	5
150266	4	1	0	9995		0	3
150266	5	2	1	9985		0	3
150267	4	1	0	9995		0	5
150269	2	2	0	9995		0	13
150269	3	2	1	9985		0	4
150271	3	2	0	9995		0	22
150271	4	2	1	9985		0	22
150271	5	1	0	9995		0	2
150272	4	1	0	9995		0	2
150272	5	2	0	9995		0	6
150274	2	2	0	9995		0	4
150275	5	2	0	9995		0	4
150277	6	2	0	9995		0	26
150277	7	1	1	9995		0	4
150278	2	2	0	9995		0	2
150281	3	1	0	9995		0	18
150281	4	2	0	9995		0	20
150282	5	1	1	9985		0	4
150286	3	2	0	9995		0	13
150286	4	1	0	9995		0	18
150289	4	1	0	9995		0	10
150289	5	2	0	9995		0	15
150290	3	2	0	9995		0	9
150290	4	1	0	9995		0	8
150292	4	2	0	9995		0	4
150296	3	2	0	9995		0	20
150298	5	1	0	9995		0	5
150298	6	2	0	9995		0	10
150299	3	1	0	9995		0	9
150299	4	2	0	9995		0	9
150300	2	2	0	9995		0	5
150300	3	1	0	9995		0	5
150300	4	2	1	9985		0	5
150301	7	2	0	9995		0	57
150301	8	1	0	9995		0	41
150303	3	2	0	9995		0	4
150304	3	1	1	9985		0	2
150304	4	2	0	9995		0	5
150306	4	2	1	9985		0	75
150307	2	2	1	9985		0	28
150307	3	2	1	9985		0	28
150307	4	2	1	9985		0	28
150310	6	1	0	9995		0	18
150310	7	2	0	9995		0	18
150310	8	1	1	9985		0	19
150310	9	2	1	9985		0	4
150310	10	1	1	9985		0	4
150310	11	2	1	9985		0	4
150310	12	1	1	9985		0	4
150311	3	1	0	9995		0	27
150311	4	2	0	9995		0	4
150311	5	1	1	9985		0	4
150312	2	1	0	9995		0	4
150313	3	2	0	9995		0	7
150313	4	1	0	9995		0	7
150313	5	2	1	9985		0	17
150319	2	1	0	9995		0	61
150319	3	1	1	9985		0	12
150319	4	1	1	9985		0	12
150319	5	2	0	9995		0	4
150325	4	1	0	9995		0	4
150325	5	2	1	9985		0	5
150326	6	2	0	9995		0	4
150328	3	2	0	9995		0	8
150330	5	2	0	9995		0	7
150330	6	1	0	9995		0	7
150330	7	1	1	9985		0	7
150334	3	1	1	9985		0	11
150334	4	1	1	9985		0	11
150335	3	1	0	9995		0	12
150335	4	2	0	9995		0	22
150336	6	1	0	9995		0	7
150338	4	1	0	9995		0	5
150338	5	2	0	9995		0	7
150338	6	1	1	9985		0	4
150338	7	2	1	9995		0	2
150339	4	2	0	9995		0	45
150339	5	1	0	9995		0	25
150340	2	1	0	9995		0	12
150341	3	2	0	9995		0	44
150341	4	1	0	9995		0	4
150356	4	1	0	9995		0	4
150356	5	2	0	9995		0	4
150356	6	1	1	9985		0	4
150356	7	2	1	9985		0	4
150357	3	1	0	9995		0	5
150357	4	2	0	9995		0	5
150363	5	2	0	9995		0	2
150363	6	1	0	9995		0	2
150364	4	1	0	9995		0	11
150367	4	1	1	9985		0	5
150368	4	1	0	9995		0	14
150369	4	2	0	9995		0	4
150369	5	2	1	9985		0	4
150371	3	1	0	9995		0	3
150372	5	1	1	9985		0	9
150373	6	1	0	9995		0	40
150377	4	1	1	9985		0	9
150377	5	2	0	9995		0	10
150377	6	2	1	9985		0	5
150377	7	1	1	9985		0	5
150378	2	2	0	9995		0	8
150379	3	2	1	9985		0	4
150379	4	1	1	9985		0	4
150381	5	1	0	9995		0	5
150385	5	2	0	9995		0	4
150386	5	1	0	9995		0	10
150386	6	2	0	9995		0	12
150386	7	1	1	9995		0	5
150386	8	1	1	9985		0	5
150386	9	2	1	9985		0	5
150386	10	2	1	9985		0	5
150387	5	2	0	9995		0	9
150387	6	1	0	9995		0	4
150389	3	1	0	9995		0	12
150390	2	2	0	9995		0	4
150390	3	1	0	9995		0	4
150391	5	1	0	9995		0	4
150391	6	2	0	9995		0	8
150392	5	1	0	9995		0	4
150393	7	2	1	9985		0	28
150395	5	1	1	9995		0	5
150395	6	2	1	9985		0	5
150395	7	2	0	9995		0	4
150398	2	2	0	9995		0	7
150399	4	2	0	9995		0	6
150400	3	1	1	9985		0	14
150400	4	2	0	9995		0	9
150400	5	2	1	9985		0	5
150403	5	1	0	9995		0	9
150406	5	1	0	9995		0	16
150407	2	2	0	9995		0	10
150407	3	1	1	9985		0	5
150407	4	1	1	9985		0	5
150408	4	2	0	9995		0	2
150409	5	2	0	9995		0	5
150410	2	1	0	9995		0	22
150417	4	2	0	9995		0	8
150417	5	1	1	9985		0	8
150418	3	1	1	9985		0	4
150418	4	1	1	9985		0	4
150418	5	2	0	9995		0	10
150418	6	1	0	9995		0	10
150419	4	1	0	9995		0	8
150423	3	1	0	9995		0	4
150423	4	2	0	9995		0	4
150423	5	1	1	9985		0	4
150423	6	2	1	9985		0	4
150425	5	1	1	9985		0	7
150425	6	2	1	9985		0	7
150425	7	2	1	9985		0	7
150425	8	2	0	9995		0	4
150425	9	1	0	9995		0	9
150427	4	1	0	9995		0	21
150427	5	2	0	9995		0	49
150428	7	2	0	9995		0	4
150428	8	1	1	9985		0	4
150428	9	2	1	9985		0	4
150428	10	1	0	9995		0	7
150429	3	2	1	9995		0	15
150429	4	1	0	9995		0	7
150430	2	2	0	9995		0	4
150431	4	2	0	9995		0	33
150431	5	1	0	9995		0	5
150432	3	2	0	9995		0	25
150432	4	1	0	9995		0	20
150432	5	1	1	9985		0	5
150432	6	1	1	9985		0	10
150432	7	2	1	9985		0	5
150432	8	2	1	9985		0	5
150434	7	2	1	9985		0	7
150435	3	1	0	9995		0	10
150437	3	2	0	9995		0	4
150437	4	2	1	9985		0	4
150437	5	1	1	9985		0	4
150437	6	1	0	9995		0	5
150441	3	2	0	9995		0	22
150441	4	1	0	9995		0	17
150441	5	2	1	9985		0	12
150441	6	2	1	9985		0	12
150442	2	2	0	9995		0	20
150442	3	1	0	9995		0	13
150442	4	2	1	9985		0	4
150442	5	2	1	9995		0	5
150442	6	1	1	9985		0	5
150444	3	2	0	9995		0	4
150447	2	2	0	9995		0	16
150447	3	1	0	9995		0	29
150449	3	2	0	9995		0	15
150449	4	1	0	9995		0	7
150451	3	2	0	9995		0	5
150453	4	2	0	9995		0	2
150458	5	1	0	9995		0	4
150458	6	2	1	9995		0	4
150458	7	2	1	9985		0	2
150459	5	2	0	9995		0	5
150459	6	2	1	9985		0	8
150459	7	1	1	9985		0	8
150460	6	2	1	9995		0	22
150460	7	2	0	9995		0	48
150462	5	2	1	9995		0	2
150463	3	2	1	9985		0	30
150463	4	2	0	9995		0	32
150463	5	2	1	9995		0	4
150463	6	1	1	9985		0	4
150464	4	2	0	9995		0	16
150465	6	1	0	9995		0	41
150465	7	2	0	9995		0	32
150472	2	1	0	9995		0	14
150474	2	1	0	9995		0	20
150479	8	2	1	9985		0	2
150479	9	2	0	9995		0	23
150480	4	1	0	9995		0	4
150482	3	2	0	9995		0	5
150482	4	2	1	9985		0	5
150482	5	2	1	9995		0	5
150482	6	1	0	9995		0	5
150485	5	1	0	9995		0	5
150485	6	2	0	9995		0	15
150485	7	1	1	9985		0	5
150485	8	1	1	9985		0	5
150485	9	2	1	9985		0	5
150488	3	2	0	9995		0	11
150488	4	1	0	9995		0	2
150492	3	2	0	9995		0	8
150492	4	1	0	9995		0	6
150493	6	2	1	9985		0	30
150493	7	1	0	9995		0	22
150493	8	2	0	9995		0	22
150493	9	1	1	9985		0	20
150493	10	1	1	9985		0	5
150494	5	2	1	9985		0	3
150494	6	2	0	9995		0	2
150497	5	2	0	9995		0	4
150501	5	2	1	9985		0	10
150502	3	2	0	9995		0	11
150502	4	2	1	9985		0	5
150502	5	2	1	9985		0	5
150502	6	2	1	9985		0	5
150502	7	1	0	9995		0	2
150504	3	2	0	9995		0	9
150504	4	1	0	9995		0	5
150505	4	1	0	9995		0	7
150505	5	2	0	9995		0	7
150505	6	1	1	9995		0	5
150506	3	1	0	9995		0	32
150506	4	2	0	9995		0	42
150506	5	1	1	9985		0	6
150510	2	2	0	9995		0	5
150510	3	1	0	9995		0	5
150511	4	2	0	9995		0	77
150511	5	2	1	9985		0	4
150511	6	1	0	9995		0	21
150512	6	1	0	9995		0	9
150512	7	2	0	9995		0	5
150513	4	1	0	9995		0	5
150514	3	1	1	9985		0	5
150515	3	2	0	9995		0	4
150515	4	2	1	9985		0	4
150515	5	2	1	9985		0	4
150519	3	1	1	9985		0	11
150519	4	2	1	9995		0	4
150519	5	2	0	9995		0	4
150520	4	1	1	9985		0	31
150520	5	2	0	9995		0	46
150520	6	1	1	9985		0	23
150520	7	1	0	9995		0	2
150520	8	1	1	9985		0	2
150522	4	2	0	9995		0	5
150522	5	1	1	9985		0	5
150523	4	2	0	9995		0	5
150524	4	2	0	9995		0	4
150524	5	2	1	9985		0	23
150524	6	1	1	9985		0	37
150524	7	2	1	9985		0	37
150524	8	1	0	9995		0	19
150526	5	2	0	9995		0	8
150526	6	1	0	9995		0	8
150528	5	2	0	9995		0	5
150529	3	1	0	9995		0	7
150529	4	2	0	9995		0	7
150529	5	2	1	9985		0	7
150531	8	1	1	9985		0	10
150531	9	2	1	9985		0	10
150532	5	2	0	9995		0	9
150533	2	2	0	9995		0	4
150534	2	2	0	9995		0	4
150536	4	2	0	9995		0	16
