hhno	gormet2	reg	lad	styr	stmth	mic	frez	owndw	memhh	schmilk	incgp	occhoh	sochoh	dacthoh	Finc_decile_by_members_of_hh	finctp	pernohoh	pernohw	agehoh_banded	agehw_banded	adltm	adltf	child	oaps	adltgt64	stqtr	country	gor	agemdk_banded	incgpa	hhcomp	hhcompa	hcxigs	dat1rec	doormilk	frij	earners	occxhoh	socxhoh	dactxhoh	szwkest	empst	wkdy1rec	vegind	gornw	pernxhoh	jobsthoh	incgp745	withjob	landlord	furnish	benefits
200001		0	12	1992	1	1	1	1	3		3	744	0	2	0	9	2	1	5	5	2	1	0	0	0	1	Wales	11	5	2	8	1	2	30/12/1931 00:00:00		0	3	0	0	0	0	2	2	0	2	0	0					0
200002		0	12	1992	1	0	1	1	1		8	9935	0	1	1	1	1	1	7	7	0	1	0	1	1	1	Wales	11	7	5	1	1	0	31/12/1931 00:00:00		0	0	0	0	0	0	2	3	0	2	0	0					0
200003		0	12	1992	1	1	1	6	4		2	2522	0	1	10	5	2	1	3	3	1	1	2	0	0	1	Wales	11	3	1	5	4	13	30/12/1931 00:00:00		0	2	0	0	0	0	2	2	2	2	0	0					0
200004		0	12	1992	1	1	1	1	4		4	1344	0	2	6	1	2	1	3	2	1	1	2	0	0	1	Wales	11	2	3	5	4	15	29/12/1931 00:00:00		0	1	0	0	0	0	2	1	0	2	0	0					0
200005		0	12	1992	1	0	1	5	2		8	9935	0	1	0	9	2	1	7	7	1	1	0	2	2	1	Wales	11	7	5	3	1	0	29/12/1931 00:00:00		0	0	0	0	0	0	2	1	0	2	0	0					0
200006		0	12	1992	1	1	1	1	3		7	9945	0	1	3	1	1	1	4	4	0	2	1	0	0	1	Wales	11	4	4	4	3	12	29/12/1931 00:00:00		0	0	0	0	0	0	2	1	0	2	0	0					1
200007		0	12	1992	1	0	1	6	4		4	2344	0	1	7	1	2	1	3	3	1	1	2	0	0	1	Wales	11	3	3	5	4	15	30/12/1931 00:00:00		0	2	0	0	0	0	2	2	0	2	0	0					0
200008		0	12	1992	1	0	1	6	2		4	544	0	3	8	1	2	1	2	1	1	1	0	0	0	1	Wales	11	1	3	3	1	3	29/12/1931 00:00:00		0	2	0	0	0	0	2	1	0	2	0	0					0
200009		0	12	1992	1	0	0	5	1		8	9935	0	1	1	1	1	1	6	6	0	1	0	1	1	1	Wales	11	6	5	1	1	0	3/1/1932 00:00:00		0	0	0	0	0	0	2	6	0	2	0	0					0
200010		0	12	1992	1	1	1	1	5		5	9945	0	1	4	1	2	1	2	2	1	1	3	0	0	1	Wales	11	2	4	6	5	20	30/12/1931 00:00:00		0	2	0	0	0	0	1	2	0	2	0	0					1
200011		0	12	1992	1	0	1	6	3		3	2524	0	1	9	1	2	1	4	4	1	2	0	0	0	1	Wales	11	4	2	8	1	2	30/12/1931 00:00:00		0	2	0	0	0	0	2	2	0	2	0	0					0
200012		0	12	1992	1	1	1	6	2		4	744	0	2	8	1	2	1	2	1	1	1	0	0	0	1	Wales	11	1	3	3	1	3	29/12/1931 00:00:00		0	2	0	0	0	0	2	1	0	2	0	0					0
200013		1	1004	1992	1	0	0	1	1		5	9965	0	1	1	1	1	1	5	5	1	0	0	0	0	1	Scotland	12	5	4	1	1	4	29/12/1931 00:00:00		0	1	0	0	0	0	2	1	0	2	0	0					0
200014		1	1004	1992	1	0	1	1	2		8	9935	0	1	2	1	2	1	7	6	1	1	0	2	2	1	Scotland	12	6	5	3	1	0	29/12/1931 00:00:00		0	0	0	0	0	0	2	1	2	2	0	0					0
200015		1	1016	1992	1	0	1	6	5		3	644	0	2	9	5	2	1	4	4	3	2	0	0	0	1	Scotland	12	4	2	9	1	2	2/1/1932 00:00:00		0	2	0	0	0	0	2	5	0	2	0	0					0
200016		1	1016	1992	1	0	1	6	2		6	9955	0	1	7	7	2	1	5	5	1	1	0	0	0	1	Scotland	12	5	5	3	1	0	4/1/1932 00:00:00		0	0	0	0	0	0	2	7	0	2	0	0					0
200017		1	1016	1992	1	0	1	6	4		3	1924	0	1	0	9	2	1	4	3	2	1	1	0	0	1	Scotland	12	3	2	10	7	26	1/1/1932 00:00:00		0	3	0	0	0	0	2	4	0	2	0	0					0
200018		1	1016	1992	1	0	1	5	1		8	9935	0	1	0	9	1	1	7	7	0	1	0	1	1	1	Scotland	12	7	5	1	1	0	4/1/1932 00:00:00		0	0	0	0	0	0	2	7	0	2	0	0					0
200019		1	1016	1992	1	1	1	6	4		3	2514	0	1	0	9	2	1	3	3	1	1	2	0	0	1	Scotland	12	3	2	5	4	14	1/1/1932 00:00:00		0	2	0	0	0	0	2	4	0	2	0	0					0
200020		1	1016	1992	1	0	1	5	1		8	9935	0	1	0	9	1	1	7	7	0	1	0	1	1	1	Scotland	12	7	5	1	1	0	1/1/1932 00:00:00		0	0	0	0	0	0	2	4	2	2	0	0					0
200021		1	1016	1992	1	1	1	6	4		5	2354	0	2	4	1	1	1	3	3	0	1	3	0	0	1	Scotland	12	3	4	2	2	8	1/1/1932 00:00:00		0	1	0	0	0	0	2	4	0	2	0	0					0
200022		1	1016	1992	1	0	1	6	3		3	2514	0	1	10	7	2	1	2	2	1	1	1	0	0	1	Scotland	12	2	2	4	3	10	2/1/1932 00:00:00		0	1	0	0	0	0	2	5	0	2	0	0					0
200023		1	1050	1992	1	1	1	6	3		3	2354	0	2	0	9	2	1	3	4	1	1	1	0	0	1	Scotland	12	4	2	4	3	10	30/12/1931 00:00:00		0	2	2524	0	1	0	2	2	0	2	1	0					0
200024		2	2007	1992	1	1	1	5	4		7	9945	0	1	4	5	2	1	5	5	3	1	0	0	0	1	England	1	5	4	9	1	4	29/12/1931 00:00:00		0	0	0	0	0	0	2	1	0	2	0	0					1
200025		2	2007	1992	1	1	1	5	2		7	9955	0	1	4	5	2	1	7	6	1	1	0	1	2	1	England	1	6	4	3	1	4	29/12/1931 00:00:00		0	0	0	0	0	0	2	1	0	2	0	0					0
200026		2	2007	1992	1	1	1	6	6		3	1242	0	1	7	1	2	1	2	2	1	1	4	0	0	1	England	1	2	2	7	6	22	29/12/1931 00:00:00		0	1	0	0	0	0	2	1	0	2	0	0					0
200027		2	2007	1992	1	1	1	1	4		3	744	0	2	0	9	2	1	3	2	2	0	2	0	0	1	England	1	2	2	5	4	14	29/12/1931 00:00:00		0	1	0	0	0	0	2	1	0	2	0	0					0
200028		2	2007	1992	1	0	1	6	5		5	9945	0	1	4	9	1	1	2	2	1	1	3	0	0	1	England	1	2	4	6	5	20	29/12/1931 00:00:00		0	1	0	0	0	0	2	1	0	2	0	0					1
200029		2	2007	1992	1	0	1	5	1		8	9935	0	1	0	9	1	1	7	7	0	1	0	1	1	1	England	1	7	5	1	1	0	29/12/1931 00:00:00		0	0	0	0	0	0	2	1	0	2	0	0					0
200030		2	2007	1992	1	0	1	1	3		5	9965	0	1	2	1	2	1	1	1	1	1	1	0	0	1	England	1	1	4	4	3	12	29/12/1931 00:00:00		0	1	0	0	0	0	1	1	0	2	0	0					0
