hhno	Pregnancy_in_household	Child(ren)_under_2
120001	No	No
120002	No	No
120003	No	No
120004	No	No
120005	Yes	No
120006	No	No
120007	No	No
120008	No	No
120009	No	No
120010	No	No
120011	No	No
120012	No	No
120013	No	Yes
120014	No	No
120015	No	No
120016	No	No
120017	No	No
120018	No	No
120019	No	No
120020	No	No
120021	No	No
120022	No	No
120023	No	No
120024	No	No
120025	No	No
120026	No	No
120027	No	No
120028	No	No
120029	No	No
120030	No	No
120031	No	No
120032	No	No
120033	No	No
120034	No	No
120035	No	No
120036	No	No
120037	No	No
120038	No	No
120039	No	No
120040	No	No
120041	No	Yes
120042	No	No
120043	No	No
120044	No	No
120045	No	No
120046	Yes	No
120047	No	No
120048	No	No
120049	No	No
120050	No	No
120051	No	No
120052	No	No
120053	No	No
120054	No	No
120055	No	No
120056	No	No
120057	No	No
120058	No	No
120059	No	No
120060	No	Yes
120061	No	No
120062	No	No
120063	No	No
120064	No	No
120065	No	No
120066	No	No
120067	No	No
120068	No	No
120069	No	No
120070	No	Yes
120071	No	No
120072	No	No
120073	No	Yes
120074	No	No
120075	No	Yes
120076	No	Yes
120077	No	No
120078	Yes	Yes
120079	No	Yes
120080	No	No
120081	No	No
120082	No	No
120083	No	No
120084	No	No
120085	No	No
120086	No	No
120087	No	No
120088	No	No
120089	No	No
120090	No	No
120091	No	Yes
120092	No	No
120093	No	No
120094	No	No
120095	No	No
120096	No	No
120097	No	Yes
120098	No	No
120099	No	No
120100	No	No
120101	No	No
120102	No	No
120103	No	No
120104	No	No
120105	No	No
120106	No	No
120107	No	No
120108	No	No
120109	No	No
120110	No	No
120111	No	No
120112	No	No
120113	No	No
120114	No	No
120115	No	No
120116	No	No
120117	No	No
120118	No	No
120119	No	No
120120	No	Yes
120121	No	No
120122	No	Yes
120123	No	No
120124	No	No
120125	No	No
120126	No	No
120127	No	No
120128	No	Yes
120129	Yes	Yes
120130	No	No
120131	No	No
120132	No	No
120133	No	No
