hhno	Pregnancy_in_household	Child(ren)_under_2
150001	No	No
150002	No	No
150003	No	Yes
150004	No	No
150005	No	No
150006	No	No
150007	No	No
150008	No	Yes
150009	No	Yes
150010	No	Yes
150011	No	No
150012	No	No
150013	No	No
150014	No	No
150015	No	Yes
150016	No	No
150017	No	No
150018	No	No
150019	No	No
150020	No	No
150021	No	No
150022	No	No
150023	Yes	No
150024	No	No
150025	No	No
150026	No	No
150027	No	No
150028	No	No
150029	No	No
150030	No	No
150031	No	No
150032	No	No
150033	No	No
150034	No	No
150035	Yes	Yes
150036	No	No
150037	No	No
150038	No	No
150039	No	No
150040	No	No
150041	No	No
150042	No	No
150043	No	No
150044	No	No
150045	No	No
150046	No	No
150047	No	No
150048	No	No
150049	No	No
150050	No	Yes
150051	No	No
150052	No	No
150053	No	No
150054	No	No
150055	No	No
150056	No	No
150057	No	No
150058	No	No
150059	No	No
150060	No	No
150061	No	No
150062	No	No
150063	No	No
150064	No	Yes
150065	No	No
150066	No	No
150067	No	No
150068	No	No
150069	No	No
150070	No	No
150071	No	No
150072	No	No
150073	No	Yes
150074	No	No
150075	No	No
150076	No	No
150077	No	No
150078	No	No
150079	No	No
150080	No	No
150081	No	No
150082	Yes	No
150083	No	No
150084	No	No
150085	No	Yes
150086	No	No
150087	No	No
150088	No	Yes
150089	No	No
150090	No	Yes
150091	No	No
150092	No	Yes
150093	No	No
150094	No	No
150095	No	No
150096	No	No
150097	No	No
150098	No	No
150099	No	No
150100	No	No
150101	No	No
150102	No	No
150103	No	Yes
150104	No	No
150105	No	No
150106	No	No
150107	No	Yes
150108	No	Yes
150109	No	No
150110	No	No
150111	No	Yes
150112	No	No
150113	No	No
150114	No	No
150115	No	No
150116	No	No
150117	No	No
150118	No	Yes
150119	No	No
150120	No	No
150121	No	Yes
150122	No	No
150123	No	No
150124	No	No
150125	No	No
150126	No	Yes
150127	No	No
150128	No	No
150129	No	No
150130	No	No
150131	No	No
150132	No	No
150133	No	No
150134	No	No
150135	No	No
150136	No	No
150137	No	No
150138	No	No
150139	No	No
150140	No	No
150141	No	No
150142	No	No
150143	No	No
150144	No	No
150145	No	No
150146	No	No
150147	No	No
150148	No	No
150149	No	No
150150	No	No
150151	No	No
150152	No	No
150153	No	No
150154	No	Yes
150155	No	No
150156	No	Yes
150157	No	No
150158	No	No
150159	No	No
150160	No	No
150161	No	No
150162	No	No
150163	No	No
150164	No	No
150165	No	No
150166	No	Yes
150167	No	No
150168	No	No
150169	No	No
150170	No	No
150171	No	No
150172	No	No
150173	No	No
150174	No	No
150175	No	No
150176	No	No
150177	No	No
150178	No	No
150179	No	No
150180	No	No
150181	No	No
150182	No	No
150183	No	No
150184	No	No
150185	No	No
150186	No	No
150187	No	No
150188	No	No
150189	No	No
150190	No	No
150191	No	No
150192	No	No
150193	No	No
150194	No	No
150195	No	No
150196	No	No
150197	No	No
150198	No	No
150199	No	No
150200	No	No
150201	No	No
150202	No	No
150203	No	No
150204	No	No
150205	No	No
150206	No	No
150207	No	No
150208	No	No
150209	No	Yes
150210	No	No
150211	No	No
150212	No	No
150213	No	No
150214	No	No
150215	No	No
150216	No	No
150217	No	No
150218	No	No
150219	No	No
150220	No	No
150221	No	No
150222	No	No
150223	No	No
150224	No	Yes
150225	No	No
150226	No	No
150227	No	No
150228	No	No
150229	No	No
150230	No	No
150231	No	No
150232	No	No
150233	No	No
150234	No	No
150235	No	Yes
150236	No	No
150237	No	No
150238	No	No
150239	No	No
150240	No	No
150241	No	No
150242	No	No
150243	No	No
150244	No	No
150245	No	No
150246	No	No
150247	No	No
150248	No	No
150249	No	Yes
150250	No	No
150251	No	No
150252	No	No
150253	No	No
150254	No	No
150255	Yes	Yes
150256	No	No
150257	No	No
150258	No	Yes
150259	No	Yes
150260	No	No
150261	No	No
150262	No	No
150263	No	No
150264	No	No
150265	No	No
150266	No	No
150267	No	Yes
150268	No	No
150269	No	No
150270	No	No
150271	No	No
150272	No	No
150273	No	No
150274	No	No
150275	No	No
150276	No	No
150277	No	No
150278	No	No
150279	No	No
150280	No	No
150281	No	No
150282	No	No
150283	No	No
150284	No	No
150285	No	No
150286	No	No
150287	No	No
150288	No	No
150289	No	Yes
150290	No	No
150291	No	No
150292	No	Yes
150293	No	No
150294	No	No
150295	No	No
150296	No	No
150297	No	No
150298	No	No
150299	No	No
150300	No	No
150301	No	No
150302	No	No
150303	No	No
150304	No	No
150305	No	No
150306	No	Yes
150307	No	No
150308	No	No
150309	No	No
150310	No	No
150311	No	No
150312	No	No
150313	No	No
150314	No	No
150315	No	No
150316	No	No
150317	No	No
150318	No	No
150319	No	No
150320	No	No
150321	No	No
150322	No	No
150323	No	No
150324	No	Yes
150325	No	No
150326	No	Yes
150327	No	No
150328	No	No
150329	No	No
150330	No	No
150331	No	No
150332	No	No
150333	No	No
150334	No	No
150335	No	No
150336	No	No
150337	No	No
150338	No	No
150339	No	Yes
150340	No	No
150341	No	No
150342	No	No
150343	No	No
150344	No	Yes
150345	No	No
150346	No	No
150347	No	No
150348	No	No
150349	No	Yes
150350	No	No
150351	No	Yes
150352	No	No
150353	No	No
150354	No	No
150355	No	Yes
150356	No	Yes
150357	No	No
150358	No	No
150359	No	No
150360	No	No
150361	No	No
150362	No	No
150363	No	No
150364	No	No
150365	No	No
150366	No	No
150367	No	No
150368	No	No
150369	No	No
150370	No	No
150371	No	No
150372	No	Yes
150373	No	No
150374	No	No
150375	No	No
150376	No	No
150377	No	No
150378	No	No
150379	No	No
150380	No	No
150381	No	No
150382	No	No
150383	No	Yes
150384	No	No
150385	No	No
150386	No	No
150387	No	No
150388	No	No
150389	No	No
150390	No	No
150391	No	No
150392	No	No
150393	No	No
150394	No	No
150395	No	Yes
150396	No	No
150397	No	No
150398	No	No
150399	No	No
150400	No	No
150401	No	No
150402	No	No
150403	No	No
150404	No	No
150405	No	No
150406	No	No
150407	No	No
150408	No	Yes
150409	No	No
150410	No	No
150411	No	No
150412	No	No
150413	No	No
150414	No	No
150415	No	No
150416	No	No
150417	No	No
150418	No	No
150419	No	No
150420	No	No
150421	No	No
150422	No	No
150423	No	No
150424	No	No
150425	No	No
150426	No	No
150427	No	No
150428	No	Yes
150429	No	No
150430	No	No
150431	No	No
150432	No	No
150433	No	No
150434	No	No
150435	No	No
150436	No	No
150437	No	No
150438	No	No
150439	No	No
150440	No	No
150441	No	No
150442	No	No
150443	No	No
150444	No	No
150445	No	Yes
150446	No	No
150447	No	No
150448	No	No
150449	No	No
150450	No	No
150451	No	No
150452	No	No
150453	No	No
150454	No	No
150455	No	No
150456	No	No
150457	No	No
150458	No	No
150459	No	No
150460	No	No
150461	No	No
150462	No	No
150463	No	No
150464	No	No
150465	No	No
150466	No	No
150467	No	Yes
150468	No	No
150469	No	No
150470	No	No
150471	No	No
150472	No	No
150473	No	No
150474	No	No
150475	No	Yes
150476	No	No
150477	No	No
150478	No	No
150479	No	No
150480	No	No
150481	No	No
150482	No	No
150483	No	No
150484	No	No
150485	No	No
150486	No	No
150487	No	No
150488	No	No
150489	No	No
150490	No	No
150491	No	No
150492	No	No
150493	No	Yes
150494	No	No
150495	No	No
150496	No	No
150497	No	No
150498	No	No
150499	No	No
150500	No	No
150501	No	No
150502	No	No
150503	No	No
150504	No	No
150505	No	No
150506	No	No
150507	No	No
150508	No	No
150509	No	No
150510	No	No
150511	No	No
150512	No	No
150513	No	No
150514	No	No
150515	No	No
150516	No	No
150517	No	No
150518	No	No
150519	No	No
150520	No	No
150521	No	No
150522	No	No
150523	No	No
150524	No	No
150525	No	No
150526	No	No
150527	No	No
150528	No	No
150529	No	No
150530	No	No
150531	No	Yes
150532	No	No
150533	No	No
150534	No	No
150535	No	No
150536	No	No
150537	No	No
150538	No	No
150539	No	No
150540	No	No
150541	No	No
150542	No	Yes
150543	No	Yes
150544	No	No
150545	No	No
150546	No	No
150547	No	No
150548	No	No
150549	No	No
150550	No	No
150551	No	No
150552	No	Yes
150553	No	No
150554	No	Yes
150555	No	No
150556	No	No
150557	No	No
150558	No	No
150559	No	No
150560	No	No
150561	No	No
150562	No	No
150563	No	No
150564	No	No
150565	No	No
150566	No	No
150567	No	Yes
150568	No	No
150569	No	No
150570	No	No
150571	No	No
150572	No	No
150573	No	No
150574	No	No
150575	No	Yes
150576	No	No
150577	No	Yes
150578	No	No
150579	No	No
150580	Yes	No
150581	No	No
150582	No	No
150583	No	No
150584	No	No
150585	No	No
150586	No	No
150587	No	No
150588	No	No
150589	No	No
150590	No	No
150591	No	No
150592	No	No
150593	No	No
150594	No	No
150595	No	No
150596	No	No
150597	No	No
150598	No	No
150599	No	No
150600	No	Yes
150601	No	No
150602	No	Yes
150603	No	No
150604	No	No
150605	No	No
150606	No	No
150607	No	No
150608	No	No
150609	No	No
150610	No	No
150611	No	No
150612	No	No
150613	No	No
150614	No	No
150615	No	No
150616	No	No
150617	No	No
150618	No	Yes
150619	No	No
150620	No	No
150621	No	No
150622	No	No
150623	No	No
150624	No	No
150625	No	No
150626	No	Yes
150627	No	No
150628	No	Yes
150629	No	No
150630	No	No
150631	No	No
150632	No	No
150633	No	No
150634	No	No
150635	No	No
150636	No	No
150637	No	No
150638	No	No
150639	No	No
150640	No	No
150641	No	No
150642	No	No
150643	No	Yes
150644	No	No
150645	No	No
150646	No	Yes
150647	No	No
150648	No	No
150649	No	No
150650	No	No
150651	No	No
150652	No	No
150653	No	No
150654	No	No
150655	No	No
150656	No	No
150657	No	No
150658	No	No
150659	No	No
150660	No	No
150661	No	Yes
150662	No	No
150663	No	No
150664	No	No
150665	No	No
150666	No	Yes
150667	No	No
150668	No	Yes
150669	No	No
150670	No	No
150671	No	No
150672	No	No
150673	No	No
150674	No	No
150675	No	No
150676	No	No
150677	No	No
150678	No	No
150679	No	No
150680	No	Yes
150681	No	No
150682	No	No
150683	No	No
150684	No	No
150685	No	No
150686	No	No
150687	No	No
150688	No	No
150689	No	No
150690	No	No
150691	No	Yes
150692	No	No
150693	No	No
150694	No	No
150695	No	No
150696	No	No
150697	No	No
150698	No	No
150699	No	No
150700	No	No
150701	No	No
150702	No	No
150703	No	No
150704	No	No
150705	No	No
150706	No	No
150707	No	No
150708	No	No
150709	No	No
150710	No	No
150711	No	No
150712	No	No
150713	No	No
150714	No	No
150715	No	No
150716	No	No
150717	No	No
150718	No	No
150719	No	No
150720	No	No
150721	No	No
150722	No	No
150723	No	No
150724	No	No
150725	No	No
150726	No	No
150727	No	No
150728	No	No
150729	No	Yes
150730	No	Yes
150731	No	No
150732	No	No
150733	No	No
150734	No	No
150735	No	No
150736	No	No
150737	No	No
150738	No	Yes
150739	No	No
150740	No	No
150741	No	No
150742	No	No
150743	No	No
150744	No	No
150745	No	No
150746	No	No
150747	No	No
150748	No	No
150749	No	No
150750	No	No
150751	No	No
150752	No	Yes
150753	No	No
150754	No	No
150755	No	Yes
150756	No	No
150757	No	No
150758	No	No
150759	No	No
150760	No	Yes
150761	No	Yes
150762	No	No
150763	No	No
150764	No	No
150765	No	No
150766	No	No
150767	No	No
150768	No	Yes
150769	No	No
150770	No	No
150771	No	No
150772	No	Yes
150773	No	No
150774	No	No
150775	No	No
150776	No	No
150777	No	No
150778	No	No
