hhno	Pregnancy_in_household	Child(ren)_under_2
232305	No	Yes
232306	No	No
232307	No	No
232308	No	No
232309	No	No
232310	No	No
232311	No	No
232312	No	No
232313	No	No
232314	No	No
232315	No	No
232316	No	No
232317	No	No
232318	No	No
232319	No	Yes
232320	No	No
232321	No	Yes
232322	No	No
232323	No	No
232324	No	No
232325	No	No
232326	No	No
232327	No	No
232328	No	No
232329	No	No
232330	No	No
232331	No	No
232332	No	No
232333	No	No
232334	No	No
232335	No	No
232336	No	No
232337	No	No
232338	No	No
232339	No	No
232340	No	No
232341	No	No
232342	No	No
232343	No	No
232344	No	No
232345	No	No
232346	No	Yes
232347	No	No
232348	No	No
232349	No	No
232350	No	No
232351	No	No
232352	No	No
232353	No	No
232354	No	No
232355	No	No
232356	No	No
232357	No	No
232358	No	No
232359	No	No
232360	No	No
232361	No	No
232362	No	No
232363	No	No
232364	No	No
232365	No	No
232366	No	No
232367	No	No
232368	No	No
232369	No	No
232370	No	No
232371	No	No
232372	No	No
232373	No	No
232374	No	No
232375	No	No
232376	No	No
232377	No	No
232378	No	No
232379	No	No
232380	No	No
232381	No	No
232382	No	No
232383	No	No
232384	No	No
232385	No	No
232386	No	No
232387	No	No
232388	No	No
232389	No	No
232390	No	No
232391	No	No
232392	No	No
232393	No	No
232394	No	No
232395	No	No
232396	No	No
232397	No	No
232398	No	No
232399	No	No
232400	No	No
232401	No	No
232402	No	No
232403	No	No
232404	No	No
232405	No	No
232406	No	No
232407	No	No
232408	No	No
232409	No	No
232410	No	No
232411	No	No
232412	No	No
232413	No	No
232414	No	No
232415	No	No
232416	No	No
232417	No	No
232418	No	No
232419	No	No
232420	No	No
232421	No	No
232422	No	No
232423	No	No
232424	No	No
232425	No	No
232426	No	No
232427	No	Yes
232428	No	Yes
232429	No	No
232430	No	No
232431	No	No
232432	No	No
232433	No	No
232434	No	No
232435	No	No
232436	No	No
232437	Yes	No
232438	No	Yes
232439	No	No
232440	No	No
232441	No	No
232442	No	No
232443	No	No
232444	No	No
232445	No	No
232446	No	No
232447	No	No
232448	No	No
232449	No	No
232450	No	No
232451	No	Yes
232452	No	No
232453	No	No
232454	No	No
232455	No	No
232456	No	No
232457	No	No
232458	No	No
232459	No	No
232460	No	No
232461	No	No
232462	No	No
232463	No	No
232464	No	No
232465	No	No
232466	No	No
232467	No	No
232468	No	No
232469	No	No
232470	No	No
232471	No	No
232472	No	No
232473	No	No
232474	No	Yes
232475	No	No
232476	No	No
232477	No	No
232478	No	No
232479	No	No
232480	No	No
232481	No	No
232482	No	No
232483	No	No
232484	No	No
232485	No	No
232486	No	No
232487	No	No
232488	No	No
232489	No	No
232490	No	No
232491	No	No
232492	No	No
232493	Yes	No
232494	No	No
232495	No	No
232496	No	No
232497	No	No
232498	No	No
232499	No	No
232500	No	No
232501	No	No
232502	No	Yes
232503	No	No
232504	No	No
232505	No	No
232506	No	No
232507	No	Yes
232508	No	No
232509	No	No
232510	No	No
232511	No	No
232512	No	No
232513	No	No
232514	No	No
232515	No	No
232516	No	No
232517	No	No
232518	No	No
232519	No	No
232520	No	No
232521	No	No
232522	No	No
232523	No	No
232524	No	No
232525	No	No
232526	No	No
232527	No	No
232528	No	No
232529	No	No
232530	No	No
232531	No	No
232532	No	No
232533	No	No
232534	No	No
232535	No	No
232536	No	No
232537	No	No
232538	No	No
232539	No	No
232540	No	No
232541	No	No
232542	No	No
232543	No	No
232544	No	No
232545	No	No
232546	No	No
232547	No	No
232548	No	No
232549	No	No
232550	No	No
232551	No	No
232552	No	No
232553	No	No
232554	No	No
232555	No	No
232556	No	No
232557	No	No
232558	No	No
232559	No	No
232560	Yes	No
232561	No	No
232562	No	No
232563	No	No
232564	No	No
232565	No	No
232566	No	No
232567	No	No
232568	No	No
232569	No	No
232570	No	No
232571	No	No
232572	No	No
232573	No	No
232574	No	No
232575	No	No
232576	No	No
232577	No	Yes
232578	No	No
232579	No	No
232580	Yes	No
232581	No	No
232582	No	No
232583	No	No
232584	No	No
232585	No	No
232586	No	No
232587	No	No
232588	No	Yes
232589	No	No
232590	No	No
232591	No	No
232592	No	No
232593	No	No
232594	No	No
232595	Yes	No
232596	No	No
232597	No	No
232598	No	No
232599	No	No
232600	No	No
232601	No	No
232602	No	No
232603	No	No
232604	No	No
232605	No	No
232606	No	No
232607	No	No
232608	No	No
232609	No	No
232610	No	No
232611	No	No
232612	No	No
232613	No	No
232614	No	No
232615	No	No
232616	No	No
232617	No	No
232618	No	No
232619	No	No
232620	No	No
232621	No	No
232622	No	No
232623	No	No
232624	No	No
232625	No	No
232626	No	No
232627	No	Yes
232628	No	No
232629	No	No
232630	No	No
232631	No	No
232632	No	No
232633	No	No
232634	No	No
232635	No	No
232636	No	No
232637	No	No
232638	Yes	No
232639	No	Yes
232640	No	No
232641	No	No
232642	No	No
232643	No	No
232644	No	No
232645	No	No
232646	No	No
232647	No	No
232648	No	Yes
232649	No	No
232650	No	Yes
232651	No	Yes
232652	No	No
232653	No	No
232654	No	No
232655	No	No
232656	No	No
232657	No	No
232658	No	No
232659	No	No
232660	No	No
232661	No	No
232662	No	No
232663	No	No
232664	No	No
232665	No	No
232666	No	No
232667	No	No
232668	No	No
232669	No	No
232670	No	No
232671	No	No
232672	No	No
232673	No	No
232674	No	No
232675	No	No
232676	No	No
232677	No	No
232678	No	No
232679	No	No
232680	No	Yes
232681	No	No
232682	No	No
232683	No	No
232684	No	No
232685	No	No
232686	No	No
232687	No	No
232688	No	Yes
232689	No	No
232690	No	No
232691	No	No
232692	No	No
232693	No	No
232694	No	Yes
232695	No	No
232696	No	No
232697	No	No
232698	No	No
232699	No	Yes
232700	No	No
232701	No	No
232702	No	Yes
232703	No	No
232704	No	No
232705	No	No
232706	No	No
232707	No	No
232708	No	No
232709	No	No
232710	No	No
232711	No	No
232712	No	No
232713	No	No
232714	No	No
232715	No	No
232716	No	No
232717	No	No
232718	No	No
232719	No	No
232720	No	No
232721	No	No
232722	No	Yes
232723	No	No
232724	No	No
232725	No	No
232726	No	No
232727	No	No
232728	No	No
232729	No	No
232730	No	No
232731	No	No
232732	No	No
232733	No	No
232734	No	No
232735	No	No
232736	No	No
232737	No	No
232738	No	No
232739	No	No
232740	No	No
232741	No	No
232742	No	No
232743	No	No
232744	No	No
232745	No	No
232746	No	No
232747	No	No
232748	No	No
232749	No	No
232750	No	No
232751	No	Yes
232752	No	No
232753	No	No
232754	No	No
232755	No	No
232756	No	No
232757	No	No
232758	No	No
232759	No	Yes
232760	No	No
232761	No	No
232762	No	Yes
232763	No	No
232764	No	No
232765	No	No
232766	No	No
232767	No	No
232768	No	No
232769	No	No
232770	No	No
232771	No	No
232772	No	No
232773	No	No
232774	No	No
232775	No	No
232776	No	No
232777	No	No
232778	No	Yes
232779	No	No
232780	No	No
232781	No	No
232782	No	No
232783	No	No
232784	No	No
232785	No	No
232786	No	No
232787	No	No
232788	No	No
232789	No	No
232790	No	No
232791	No	Yes
232792	No	No
232793	No	Yes
232794	No	No
232795	No	No
232796	No	No
232797	No	No
232798	No	No
232799	No	No
232800	No	No
232801	No	No
232802	No	No
232803	No	No
232804	No	No
232805	No	No
232806	No	No
232807	No	No
232808	No	No
232809	No	No
232810	No	No
232811	No	No
232812	No	No
232813	No	No
232814	No	No
232815	No	No
232816	No	No
232817	No	No
232818	No	No
232819	No	No
232820	No	No
232821	No	No
232822	No	No
232823	No	No
232824	Yes	Yes
232825	No	No
232826	No	No
232827	No	No
232828	No	No
232829	No	No
232830	No	No
232831	No	No
232832	No	No
232833	No	No
232834	No	No
232835	No	No
