hhno	visgpno	sex	age	occ	soc	dact	nbalvis
200001	1	2	0	9995		1	15
200001	2	2	1	9985		1	15
200001	3	1	0	9995		1	7
200001	4	2	1	9985		1	14
200002	1	2	0	9995		1	11
200004	1	2	1	9985		1	35
200004	2	1	1	9985		1	28
200004	3	1	0	9995		1	7
200004	4	2	0	9995		1	7
200006	1	1	1	9985		1	3
200006	2	1	0	9995		1	7
200010	1	1	0	9995		1	7
200011	1	1	0	9995		1	18
200012	1	1	0	9995		1	24
200012	2	2	0	9995		1	24
200016	1	2	0	9995		1	11
200016	2	1	0	9995		1	7
200016	3	1	1	9985		1	11
200017	1	1	1	9995		1	13
200018	1	2	0	9995		1	4
200019	1	2	0	9995		1	31
200019	2	1	0	9995		1	21
200019	3	2	1	9985		1	7
200019	4	2	1	9985		1	7
200020	1	1	0	9995		1	10
200020	2	1	1	9985		1	10
200021	1	2	0	9995		1	3
200021	2	1	0	9995		1	11
200022	1	1	0	9995		1	8
200022	2	2	0	9995		1	12
200023	1	1	1	9995		1	4
200023	2	2	0	9995		1	11
200023	3	1	0	9995		1	11
200028	1	1	0	9995		1	64
200028	2	2	0	9995		1	10
200028	3	2	1	9985		1	3
200035	1	1	0	9995		1	42
200035	2	2	0	9995		1	4
200036	1	2	0	9995		1	7
200036	2	1	1	9985		1	14
200037	1	2	1	9985		1	14
200042	1	1	0	9995		1	21
200049	1	1	0	9995		1	4
200049	2	2	0	9995		1	4
200050	1	2	1	9985		1	23
200052	1	2	0	9995		1	4
200052	2	1	1	9985		1	4
200055	1	2	0	9995		1	21
200055	2	1	1	9985		1	14
200055	3	2	1	9985		1	14
200055	4	1	0	9995		1	14
200055	5	2	1	9985		1	7
200055	6	2	1	9985		1	7
200057	1	2	1	9985		1	10
200057	2	2	1	9985		1	10
200058	1	2	0	9995		1	56
200060	1	2	0	9995		1	8
200060	2	2	1	9995		1	4
200061	1	1	1	9995		1	35
200061	2	2	1	9985		1	35
200062	1	1	0	9995		1	24
200062	2	2	0	9995		1	28
200067	1	1	0	9995		1	7
200071	1	2	0	9995		1	7
200071	2	1	0	9995		1	7
200072	1	2	1	9985		1	28
200072	2	2	1	9985		1	25
200072	3	2	1	9985		1	36
200072	4	2	1	9985		1	36
200072	5	1	0	9995		1	18
200072	6	2	0	9995		1	7
200074	1	2	0	9995		1	25
200074	2	1	0	9995		1	21
200075	1	1	1	9985		1	7
200077	1	2	0	9995		1	11
200077	2	1	0	9995		1	7
200078	1	2	0	9995		1	18
200078	2	1	0	9995		1	29
200078	3	2	1	9985		1	18
200078	4	2	1	9985		1	18
200079	1	2	0	9995		1	7
200079	2	1	0	9995		1	7
200082	1	2	0	9995		1	4
200083	1	1	0	9995		1	3
200087	1	2	0	9995		1	14
200088	1	1	0	9995		1	32
200089	1	1	0	9995		1	7
200090	1	1	0	9995		1	14
200090	2	2	0	9995		1	14
200094	1	2	0	9995		1	21
200094	2	1	0	9995		1	21
200094	3	1	1	9985		1	7
200095	1	1	0	9995		1	11
200096	1	2	0	9995		1	14
200096	2	1	0	9995		1	45
200098	1	2	0	9995		1	28
200098	2	1	0	9995		1	96
200100	1	2	0	9995		1	22
200100	2	2	1	9985		1	22
200101	1	1	0	9995		1	7
200101	2	2	0	9995		1	7
200102	1	2	0	9995		1	14
200102	2	1	0	9995		1	14
200102	3	2	1	9985		1	7
200102	4	2	1	9985		1	7
200102	5	1	1	9995		1	7
200102	6	2	1	9985		1	11
200104	1	2	1	9985		1	4
200105	1	1	0	9995		1	60
200105	2	2	0	9995		1	67
200105	3	1	1	9995		1	7
200106	1	1	0	9995		1	3
200106	2	2	0	9995		1	7
200109	1	1	0	9995		1	7
200109	2	2	0	9995		1	7
200113	1	1	0	9995		1	8
200115	1	1	0	9995		1	4
200115	2	2	0	9995		1	8
200116	1	2	0	9995		1	38
200117	1	2	0	9995		1	4
200118	1	2	0	9995		1	7
200118	2	1	1	9985		1	7
200118	3	2	1	9985		1	7
200120	1	2	1	9985		1	14
200120	2	2	0	9995		1	4
200124	1	2	0	9995		1	17
200125	1	2	0	9995		1	21
200125	2	1	0	9995		1	21
200129	1	1	0	9995		1	7
200129	2	2	0	9995		1	7
200132	1	2	0	9995		1	14
200133	1	2	0	9995		1	7
200134	1	1	0	9995		1	42
200134	2	2	0	9995		1	18
200135	1	2	1	9985		1	11
200135	2	2	0	9995		1	15
200136	1	1	0	9995		1	4
200136	2	2	0	9995		1	4
200136	3	1	1	9985		1	4
200137	1	1	0	9995		1	22
200138	1	2	1	9985		1	14
200138	2	2	1	9985		1	14
200138	3	1	1	9985		1	15
200138	4	1	0	9995		1	15
200138	5	2	0	9995		1	25
200139	1	1	0	9995		1	7
200143	1	1	0	9995		1	11
200143	2	2	0	9995		1	11
200143	3	2	1	9985		1	11
200143	4	2	1	9985		1	11
200144	1	2	0	9995		1	22
200144	2	2	1	9985		1	12
200144	3	1	0	9985		1	4
200145	1	2	0	9995		1	39
200145	2	1	0	9995		1	14
200146	1	2	0	9995		1	18
200146	2	1	0	9995		1	7
200146	3	2	1	9985		1	11
200147	1	2	1	9985		1	8
200147	2	2	1	9985		1	4
200149	1	2	1	9985		1	31
200149	2	1	0	9995		1	89
200149	3	2	0	9995		1	47
200149	4	2	1	9985		1	7
200149	5	1	1	9985		1	7
200149	6	2	1	9985		1	6
200150	1	2	0	9995		1	11
200151	1	1	0	9995		1	45
200151	2	2	0	9995		1	52
200151	3	1	1	9985		1	45
200151	4	1	1	9985		1	45
200154	1	1	0	9995		1	7
200154	2	2	0	9995		1	25
200154	3	2	1	9985		1	4
200157	1	2	0	9995		1	42
200157	2	1	0	9995		1	4
200158	1	1	0	9995		1	24
200161	1	1	0	9995		1	22
200161	2	2	0	9995		1	8
200162	1	2	0	9995		1	13
200163	1	1	0	9995		1	20
200163	2	1	1	9985		1	3
200163	3	2	0	9995		1	28
200163	4	2	1	9985		1	11
200166	1	1	0	9995		1	11
200166	2	2	0	9995		1	54
200166	3	2	1	9985		1	36
200168	1	1	0	9995		1	4
200170	1	1	0	9995		1	30
200171	1	1	0	9995		1	24
200171	2	2	0	9995		1	14
200172	1	1	0	9995		1	56
200172	2	2	0	9995		1	28
200174	1	2	0	9995		1	7
200174	2	1	0	9995		1	17
200178	1	2	1	9985		1	3
200178	2	1	0	9995		1	3
200179	1	2	0	9995		1	8
