hhno	visgpno	sex	age	occ	soc	dact	nbalvis
160002	2	1		9995		0	5
160005	5	1		9995		0	7
160005	6	2		9995		0	7
160007	3	2		9995		0	4
160007	4	1		9995		0	4
160010	6	2		9995		0	19
160013	5	2		9995		0	5
160014	5	1		9995		0	10
160015	3	2		9995		0	8
160016	2	2		9995		0	16
160019	4	2	1	9985		0	4
160021	5	2		9995		0	16
160021	6	1		9995		0	16
160024	5	1		9995		0	3
160024	6	2		9995		0	3
160024	7	1	1	9985		0	3
160024	8	2	1	9985		0	3
160031	4	1		9995		0	19
160031	5	2		9995		0	19
160031	6	1	1	9985		0	19
160031	7	1	1	9985		0	19
160032	6	1		9995		0	7
160032	7	2		9995		0	7
160034	5	1	1	9995		0	19
160034	6	1		9995		0	12
160034	7	2		9995		0	4
160035	3	1		9995		0	6
160035	4	1	1	9985		0	2
160035	5	2	1	9985		0	16
160035	6	2		9995		0	5
160038	3	2		9995		0	59
160043	2	2		9995		0	2
160046	5	2	1	9995		0	14
160051	2	1		9995		0	12
160053	5	1	1	9985		0	4
160055	3	2	1	9985		0	25
160055	4	2	1	9985		0	25
160056	7	1		9995		0	13
160056	8	1	1	9995		0	31
160059	3	1		9995		0	38
160059	4	2		9995		0	38
160060	5	2		9995		0	12
160060	6	1	1	9985		0	12
160060	7	1	1	9985		0	12
160064	5	1		9995		0	9
160064	6	2		9995		0	9
160064	7	2	1	9985		0	26
160065	3	2		9995		0	5
160074	6	2		9995		0	4
160075	3	2	1	9985		0	7
160075	4	1	1	9985		0	3
160076	2	2		9995		0	5
160078	6	1	1	9985		0	4
160079	3	2		9995		0	5
160080	2	1		9995		0	14
160080	3	2		9995		0	13
160080	4	2	1	9995		0	9
160083	2	1	1	9985		0	4
160085	2	2		9995		0	5
160086	3	2		9995		0	5
160089	7	2	1	9985		0	14
160089	8	2	1	9985		0	7
160089	9	2	1	9985		0	5
160089	10	2		9995		0	14
160090	5	2		9995		0	10
160090	6	1	1	9985		0	5
160091	3	1	1	9985		0	8
160091	4	1		9995		0	5
160091	5	2		9995		0	5
160093	6	1	1	9985		0	5
160094	3	1		9995		0	5
160096	2	2		9995		0	29
160099	2	2		9995		0	5
160105	3	2		9995		0	2
160107	2	1		9995		0	32
160107	3	2		9995		0	46
160107	4	1	1	9985		0	28
160107	5	1	1	9985		0	28
160107	6	1	1	9985		0	28
160107	7	2	1	9985		0	5
160108	4	1		9995		0	4
160108	5	2		9995		0	6
160110	5	2	1	9985		0	4
160110	6	2		9995		0	4
160111	5	2		9995		0	4
160112	4	2	1	9985		0	4
160112	5	2		9995		0	2
160112	6	1		9995		0	2
160112	7	2	1	9985		0	2
160112	8	1	1	9985		0	2
160112	9	1	1	9985		0	2
160113	6	1		9995		0	9
160113	7	2		9995		0	17
160115	2	2		9995		0	10
160115	3	1		9995		0	5
160116	2	2		9995		0	5
160117	3	2		9995		0	5
160121	4	2		9995		0	18
160122	4	2		9995		0	20
160122	5	1		9995		0	23
160122	6	2	1	9995		0	4
160125	3	2		9995		0	7
160126	3	1		9995		0	28
160128	4	2		9995		0	25
160128	5	1		9995		0	21
160130	5	1	1	9985		0	4
160130	6	1	1	9985		0	4
160130	7	1	1	9985		0	5
160130	8	2	1	9985		0	5
160130	9	1	1	9985		0	4
160132	4	2		9995		0	2
160132	5	2	1	9985		0	2
160132	6	1	1	9985		0	2
160132	7	2	1	9985		0	2
160132	8	2	1	9985		0	2
160133	4	1		9995		0	7
160133	5	2		9995		0	7
160136	4	2	1	9985		0	9
160136	5	1		9995		0	5
160137	4	1		9995		0	45
160137	5	2		9995		0	4
160138	4	1	1	9985		0	7
160138	5	1		9995		0	5
160138	6	1	1	9985		0	4
160138	7	2		9995		0	2
160140	4	1		9995		0	4
160140	5	2		9995		0	4
160140	6	2	1	9985		0	4
160145	5	2		9995		0	5
160147	5	1		9995		0	14
160151	6	1		9995		0	5
160151	7	2		9995		0	5
160153	5	2		9995		0	4
160157	4	1	1	9985		0	23
160157	5	1		9995		0	5
160157	6	2		9995		0	7
160157	7	2	1	9985		0	14
160157	8	1	1	9985		0	14
160159	4	1		9995		0	8
160160	6	2		9995		0	2
160163	4	1	1	9985		0	7
160163	5	2	1	9985		0	14
160164	5	2	1	9985		0	4
160164	6	1	1	9985		0	4
160166	5	1	1	9995		0	2
160172	4	1		9995		0	4
160174	4	1		9995		0	13
160174	5	2		9995		0	16
160174	6	2	1	9985		0	23
160176	5	2		9995		0	28
160183	3	2		9995		0	8
160183	4	2	1	9985		0	8
160183	5	1		9995		0	8
160183	6	1	1	9985		0	8
160185	3	1		9995		0	24
160186	3	2		9995		0	21
160186	4	1		9995		0	4
160187	2	2		9995		0	4
160191	3	1	1	9985		0	2
160191	4	2	1	9985		0	3
160191	5	2		9995		0	10
160191	6	1	1	9985		0	5
160191	7	2	1	9985		0	5
160191	8	1		9995		0	5
160192	4	2		9995		0	8
160194	5	2	1	9995		0	26
160194	6	1		9995		0	4
160195	4	2		9995		0	4
160195	5	1		9995		0	4
160195	6	1	1	9985		0	4
160197	3	2		9995		0	5
160200	4	1		9995		0	3
160202	2	1		9995		0	13
160203	3	2		9995		0	8
160203	4	1		9995		0	4
160204	4	1		9995		0	2
160204	5	1	1	9985		0	4
160207	3	1	1	9995		0	3
160212	2	1		9995		0	11
160212	3	2		9995		0	30
160212	4	2	1	9985		0	4
160216	6	2	1	9985		0	5
160218	3	2		9995		0	5
160220	3	2		9995		0	28
160220	4	2	1	9985		0	14
160220	5	1	1	9985		0	9
160220	6	1		9995		0	14
160220	7	1	1	9985		0	5
160221	3	2		9995		0	25
160221	4	1		9995		0	15
160225	6	2		9995		0	4
160225	7	2	1	9985		0	4
160226	2	2		9995		0	17
160226	3	1		9995		0	4
160232	4	2	1	9995		0	5
160233	3	2		9995		0	9
160233	4	1		9995		0	9
160236	3	2		9995		0	34
160236	4	1		9995		0	5
160237	3	2		9995		0	10
160237	4	1		9995		0	6
160238	3	2		9995		0	5
160238	4	1		9995		0	5
160239	3	2		9995		0	4
160241	3	1		9995		0	5
160241	4	2		9995		0	5
160242	3	2		9995		0	4
160242	4	2	1	9985		0	4
160242	5	2	1	9985		0	4
160243	2	1		9995		0	4
160245	3	2	1	9985		0	18
160245	4	1	1	9985		0	18
160245	5	1		9995		0	18
160245	6	2		9995		0	17
160247	3	1		9995		0	4
160247	4	2		9995		0	10
160251	6	2	1	9995		0	5
160252	5	2		9995		0	59
160252	6	1	1	9985		0	55
160252	7	1		9995		0	10
160253	2	2		9995		0	9
160256	3	1	1	9985		0	12
160256	4	2	1	9985		0	9
160256	5	2		9995		0	9
160257	5	1		9995		0	5
160258	5	2		9995		0	43
160266	3	2		9995		0	4
160267	2	2		9995		0	8
160267	3	1		9995		0	8
160267	4	2	1	9985		0	4
160268	2	2		9995		1	12
160269	2	2		9995		0	31
160270	5	1		9995		0	15
160272	3	1		9995		0	5
160273	3	1		9995		0	7
160273	4	2		9995		0	4
160276	4	2	1	9985		0	5
160277	3	1	1	9985		0	15
160277	4	1	1	9985		0	14
160278	5	2		9995		0	15
160278	6	1		9995		0	5
160278	7	2	1	9985		0	5
160278	8	2	1	9985		0	5
160278	9	1	1	9985		0	5
160278	10	1	1	9985		0	5
160279	4	2		9995		0	6
160279	5	2	1	9985		0	6
160279	6	1	1	9985		0	6
160279	7	1		9995		0	2
160280	3	1		9995		0	34
160282	3	2		9995		0	10
160282	4	2	1	9985		0	2
160283	5	1	1	9995		0	14
160284	3	2		9995		0	5
160284	4	1		9995		0	5
160285	3	1		9995		0	4
160285	4	2		9995		0	15
160286	4	2	1	9985		0	4
160288	3	2		9995		0	21
160288	4	2	1	9985		0	5
160290	6	1		9995		0	5
160290	7	2		9995		0	10
160290	8	2	1	9985		0	5
160290	9	2	1	9985		0	5
160291	3	2		9995		0	7
160294	3	2		9995		0	36
160296	3	2		9995		0	11
160296	4	1		9995		0	7
160298	5	2	1	9985		0	9
160298	6	1	1	9985		0	9
160299	2	2		9995		0	12
160299	3	1		9995		0	12
160301	3	1		9995		0	2
160302	3	2		9995		0	5
160302	4	2	1	9985		0	5
160303	7	1	0	9985		0	4
160304	4	2	1	9985		0	5
160306	5	2		9995		0	8
160308	2	1		9995		0	21
160309	3	1		9995		0	4
160310	4	1		9995		0	5
160310	5	2		9995		0	5
160310	6	2	1	9985		0	5
160313	2	2		9995		0	21
160313	3	1		9995		0	14
160315	7	1		9995		0	14
160315	8	2		9995		0	4
160317	2	2		9995		0	6
160317	3	1		9995		0	11
160324	3	1		9995		0	3
160324	4	2		9995		0	3
160325	3	1		9995		0	5
160325	4	2		9995		0	5
160327	2	2		9995		0	12
160328	3	1		9995		0	3
160329	2	2		9995		0	3
160332	2	2		9995		0	8
160332	3	1		9995		0	12
160334	4	2		9995		0	10
160335	4	2		9995		0	4
160335	5	1		9995		0	21
160337	2	1		9995		0	34
160337	3	2		9995		0	5
160337	4	2	1	9985		0	5
160337	5	2	1	9985		0	5
160338	3	1		9995		0	3
160338	4	2		9995		0	28
160340	2	2		9995		0	2
160341	4	2		9995		0	10
160343	4	1		9995		0	4
160345	6	1		9995		0	60
160345	7	2		9995		0	8
160345	8	1	1	9995		0	7
160346	5	1		9995		0	26
160346	6	2		9995		0	3
160348	5	2		9995		0	5
160348	6	2	1	9985		0	3
160350	7	2		9995		0	10
160351	4	2		9995		0	32
160351	5	2	1	9985		0	3
160351	6	2	1	9985		0	3
160352	4	2		9995		0	6
160356	3	2		9995		0	72
160356	4	1		9995		0	20
160364	3	1		9995		0	5
160364	4	2		9995		0	5
160365	2	2		9995		0	2
160366	3	1		9995		0	13
160367	3	1		9995		0	5
160367	4	2		9995		0	10
160367	5	2	1	9985		0	5
160368	3	2		9995		0	38
160368	4	1		9995		0	10
160368	5	2	1	9985		0	5
160368	6	1	1	9985		0	5
160370	6	2	1	9985		0	17
160372	5	2		9995		0	30
160373	4	1		9995		0	52
160373	5	2		9995		0	21
160375	7	1	1	9985		0	4
160376	4	2		9995		0	4
160377	6	2		9995		0	4
160380	5	2		9995		0	5
160380	6	1		9995		0	13
160382	3	2	1	9985		0	28
160382	4	2	1	9985		0	7
160383	2	2		9995		0	15
160383	3	1		9995		0	59
160385	3	1	1	9985		0	8
160386	4	1		9995		0	86
160386	5	2		9995		0	12
160387	2	1	1	9985		0	7
160387	3	2		9995		0	10
160390	2	2		9995		0	5
160393	4	1		9995		0	30
160394	4	2		9995		0	5
160395	3	2		9995		0	12
160395	4	1		9995		0	5
160395	5	1	1	9985		0	5
160397	3	1		9995		0	10
160397	4	2		9995		0	7
160399	6	1	1	9985		0	12
160399	7	2		9995		0	2
160403	2	2		9995		0	9
160403	3	1	1	9985		0	28
160403	4	1	1	9985		0	28
160403	5	1		9995		0	5
160404	6	2		9995		0	21
160404	7	1	1	9985		0	9
160404	8	1	1	9985		0	7
160407	3	2	1	9985		0	7
160407	4	2	0	9985		0	7
160408	3	2		9995		0	2
160409	2	2		9995		0	6
160410	4	2		9995		0	5
160414	4	2		9995		0	40
160414	5	2	1	9995		0	5
160415	3	1		9995		0	5
160416	3	2		9995		0	8
160418	3	2		9995		0	8
160421	3	2		9995		0	13
160421	4	1	1	9985		0	8
160422	4	2		9995		0	7
160422	5	2	1	9985		0	2
160423	4	2		9995		0	26
160423	5	1	1	9985		0	13
160423	6	2	1	9985		0	9
160423	7	2	1	9985		0	9
160427	3	1		9995		0	3
160427	4	2	1	9985		0	8
160427	5	2	1	9985		0	8
160427	6	2		9995		0	2
160427	7	2	1	9985		0	8
160429	3	2		9995		0	5
160429	4	2	1	9985		0	5
160429	5	1		9995		0	5
160429	6	1	1	9985		0	5
160431	2	2		9995		0	5
160431	3	2	1	9985		0	5
160432	3	1		9995		0	17
160432	4	2		9995		0	6
160437	3	2		9995		0	58
160437	4	1	1	9985		0	24
160439	4	2		9995		0	4
160442	2	1		9995		0	30
160442	3	2		9995		0	12
160444	5	2	1	9985		0	2
160444	6	1	1	9985		0	4
160444	7	2	1	9985		0	9
160444	8	2	1	9985		0	9
