hhno	logday	schml	pkdl	othl	mlwhl	midml	mlso
90007	3	2	0	0	0	3	3
90007	4	2	0	0	0	2	2
90007	5	2	0	0	0	4	4
90007	6	2	0	0	0	4	5
90007	7	2	0	0	0	4	4
90009	3	0	0	0	0	0	2
90010	3	0	0	0	0	1	1
90010	4	0	0	0	0	1	1
90011	1	2	0	0	0	1	1
90011	2	2	0	0	0	1	3
90011	3	2	0	0	0	3	3
90011	4	2	0	0	0	1	1
90011	5	0	0	0	0	1	3
90011	7	2	0	0	0	1	1
90012	2	0	0	0	0	1	1
90013	1	2	1	0	0	1	1
90013	2	2	1	0	0	1	1
90013	3	0	1	0	0	1	1
90013	4	2	1	0	0	1	1
90013	5	2	1	0	0	1	1
90013	6	0	0	1	0	1	2
90014	5	0	0	0	0	0	2
90015	1	4	0	0	0	4	4
90015	2	4	0	0	0	4	4
90015	3	4	0	0	0	4	4
90015	4	4	0	0	0	4	5
90015	6	0	0	0	0	0	8
90015	7	4	0	0	0	4	4
90016	3	0	0	0	0	0	1
90017	1	4	0	0	0	2	2
90017	2	4	0	0	0	2	2
90017	3	4	0	0	0	2	2
90017	4	4	0	0	0	2	2
90017	7	4	0	0	0	2	4
90018	6	0	0	0	0	1	2
90019	2	0	0	0	0	4	7
90019	4	0	0	0	0	1	5
90019	5	0	0	0	0	0	4
90019	6	0	0	0	0	4	8
90019	7	0	0	0	0	1	1
90020	1	0	0	0	0	1	1
90020	2	0	0	0	0	1	1
90020	3	0	0	0	0	1	1
90020	4	0	0	0	0	1	1
90020	7	0	0	0	0	1	1
90021	1	4	1	0	0	2	3
90021	2	4	1	0	0	2	2
90021	3	6	0	0	0	3	3
90021	4	4	0	0	0	3	3
90021	5	2	1	0	0	2	2
90021	6	0	0	0	0	0	1
90021	7	0	0	0	0	0	1
90022	1	0	0	0	0	1	4
90022	2	0	0	0	0	1	4
90022	3	0	0	0	0	1	4
90022	4	0	0	0	0	1	4
90022	5	0	0	0	0	1	4
90022	6	0	0	0	0	3	10
90022	7	0	0	0	0	3	12
90023	1	0	0	0	0	3	3
90023	2	0	0	0	0	3	3
90023	3	0	0	0	0	3	5
90023	4	0	0	0	0	3	3
90023	5	0	0	0	0	2	4
90023	6	0	0	0	0	3	6
90023	7	0	0	0	0	2	6
90024	1	2	0	0	0	3	3
90024	2	0	0	0	0	1	3
90024	4	0	0	0	0	1	1
90024	6	0	0	0	0	1	5
90027	1	0	0	0	0	1	4
90027	2	0	0	0	0	1	3
90027	5	0	0	0	0	1	4
90027	6	0	0	0	0	1	4
90027	7	0	0	0	0	1	4
90028	1	0	0	0	0	1	1
90028	2	0	0	0	0	1	1
90028	6	0	0	0	0	1	3
90029	1	4	0	0	0	5	5
90029	2	0	0	0	0	2	2
90029	4	0	0	0	0	1	1
90029	5	0	0	0	0	1	1
90029	6	0	0	0	0	2	4
90029	7	0	0	0	0	1	1
90030	1	2	0	0	0	2	5
90030	2	0	0	0	0	1	4
90030	3	0	0	0	0	1	4
90030	4	0	0	0	0	1	4
90030	5	0	0	2	0	3	6
90030	6	0	0	1	0	2	5
90030	7	0	0	0	0	1	4
90031	4	0	0	0	0	1	1
90032	1	2	0	0	0	2	2
90032	2	2	0	0	0	1	1
90032	5	0	0	0	0	1	1
90032	6	0	0	0	0	1	1
90032	7	0	0	0	0	1	1
90033	1	0	0	0	0	1	1
