hhno	visgpno	sex	age	occ	soc	dact	nbalvis
180002	4	2	0	9995		0	4
180003	3	1	0	9995		0	4
180003	4	2	0	9995		0	6
180004	3	1	0	9995		0	4
180005	3	1	1	9995		0	34
180012	5	1	1	9995		0	11
180015	3	2	1	9985		0	4
180021	3	2	0	9995		0	9
180023	4	2	0	9995		0	5
180026	3	2	0	9995		0	5
180027	5	1	0	9995		0	10
180027	6	2	1	9985		0	5
180027	7	2	0	9995		0	5
180028	2	2	0	9995		0	9
180028	3	1	0	9995		0	9
180029	4	1	0	9995		0	9
180029	5	2	0	9995		0	4
180029	6	1	1	9985		0	4
180029	7	2	1	9985		0	4
180029	8	2	1	9985		0	4
180031	3	2	0	9995		0	14
180034	5	2	0	9995		0	9
180034	6	2	1	9985		0	2
180034	7	1	1	9985		0	2
180036	5	2	1	9985		0	5
180036	6	2	0	9995		0	5
180036	7	1	0	9995		0	5
180037	5	1	0	9995		0	4
180037	6	2	1	9985		0	4
180038	4	2	0	9995		0	12
180040	3	1	0	9995		0	10
180040	4	1	1	9985		0	10
180040	5	2	0	9995		0	5
180040	6	1	1	9985		0	5
180040	7	1	1	9985		0	5
180040	8	2	1	9985		0	5
180040	9	1	1	9985		0	5
180042	4	2	0	9995		0	5
180042	5	1	1	9995		0	20
180042	6	2	1	9995		0	15
180042	7	1	1	9995		0	20
180042	8	2	1	9995		0	20
180047	3	1	1	9985		0	15
180048	4	1	0	9995		0	7
180048	5	1	1	9985		0	2
180050	4	2	0	9995		0	4
180051	4	1	0	9995		0	9
180051	5	2	0	9995		0	5
180051	6	2	1	9985		0	5
180051	7	1	1	9985		0	5
180053	6	2	0	9995		0	6
180053	7	1	0	9995		0	5
180055	5	2	0	9995		0	9
180057	4	1	0	9995		0	4
180058	3	2	0	9995		0	5
180059	6	2	0	9995		0	5
180063	3	2	0	9995		0	14
180063	4	1	1	9985		0	7
180065	4	2	1	9985		0	35
180065	5	2	0	9995		0	4
180066	7	1	0	9995		0	5
180066	8	2	0	9995		0	9
180068	3	2	0	9995		0	31
180068	4	2	1	9985		0	19
180068	5	2	1	9985		0	19
180070	4	2	1	9985		0	8
180070	5	2	1	9985		0	5
180075	4	2	1	9985		0	4
180075	5	1	1	9985		0	4
180078	3	2	0	9995		0	8
180081	3	2	0	9995		0	10
180081	4	1	0	9995		0	5
180083	4	2	0	9995		0	30
180083	5	2	1	9985		0	30
180083	6	1	0	9995		0	6
180085	5	2	1	9985		0	8
180087	5	2	0	9995		0	7
180088	3	1	0	9995		0	24
180089	4	1	0	9995		0	38
180091	4	2	0	9995		0	10
180091	5	2	1	9985		0	10
180091	6	1	0	9995		0	5
180093	5	1	0	9995		0	5
180093	6	2	0	9995		0	5
180094	3	2	0	9995		0	7
180094	4	1	0	9995		0	11
180095	2	2	0	9995		0	8
180095	3	1	0	9995		0	9
180097	2	2	1	9985		0	9
180097	3	2	1	9985		0	9
180098	5	1	0	9995		0	4
180099	3	2	0	9995		0	10
180101	2	2	1	9985		0	4
180102	4	1	0	9995		0	14
180102	5	2	0	9995		0	7
180104	4	1	0	9995		0	4
180104	5	2	0	9995		0	4
180104	6	1	1	9985		0	4
180107	2	2	0	9995		0	5
180108	3	1	1	9995		0	5
180108	4	1	0	9995		0	4
180109	3	1	1	9985		0	5
180109	4	1	1	9985		0	5
180110	4	1	0	9995		0	20
180110	5	2	0	9995		0	10
180112	3	1	1	9985		0	9
180112	4	1	1	9995		0	9
180112	5	1	0	9995		0	17
180112	6	2	0	9995		0	8
180115	7	1	1	9985		0	5
180115	8	1	1	9985		0	5
180115	9	2	1	9985		0	5
180116	2	2	0	9995		0	4
180116	3	2	1	9995		0	4
180119	4	1	0	9995		0	10
180119	5	2	0	9995		0	10
180126	3	2	0	9995		0	25
180126	4	2	1	9995		0	20
180126	5	1	1	9985		0	20
180128	4	2	0	9995		0	25
180128	5	2	1	9995		0	4
180130	4	2	0	9995		0	10
180131	3	1	0	9995		0	29
180131	4	2	0	9995		0	35
180131	5	2	1	9985		0	10
180132	5	2	0	9995		0	8
180135	3	2	1	9985		0	4
180138	3	1	0	9995		0	27
180138	4	2	0	9995		0	4
180138	5	2	1	9985		0	4
180140	3	1	0	9995		0	11
180140	4	2	0	9995		0	21
180140	5	1	1	9985		0	5
180143	4	1	1	9995		0	2
180148	3	1	0	9995		0	2
180150	3	1	0	9995		0	11
180151	2	2	0	9995		0	5
180152	2	2	0	9995		0	24
180152	3	1	0	9995		0	5
180153	4	1	0	9995		0	4
180153	5	2	0	9995		0	2
180154	3	2	0	9995		0	4
180154	4	1	0	9995		0	4
180156	6	1	1	9985		0	21
180156	7	1	0	9995		0	9
180156	8	2	1	9995		0	7
180157	4	2	0	9995		0	4
180159	6	2	0	9995		0	9
180165	2	2	0	9995		0	2
180167	3	2	0	9995		0	6
180167	4	1	0	9995		0	6
180167	5	1	1	9985		0	6
180167	6	1	1	9985		0	6
180170	5	2	1	9985		0	5
180171	5	2	0	9995		0	13
180172	3	1	1	9985		0	13
180172	4	1	0	9995		0	17
180172	5	2	0	9995		0	5
180172	6	1	1	9985		0	5
180173	3	1	0	9995		0	15
180175	3	2	0	9995		0	5
180176	5	2	0	9995		0	5
180177	5	2	0	9995		0	9
180179	6	2	1	9985		0	4
180179	7	1	1	9985		0	4
180181	3	1	0	9995		0	37
180181	4	2	0	9995		0	24
180183	4	1	0	9995		0	7
180185	5	1	1	9985		0	9
180185	6	2	1	9985		0	4
180185	7	2	0	9995		0	4
180186	4	2	1	9985		0	14
180186	5	2	1	9985		0	14
180190	2	2	0	9995		0	28
180190	3	2	1	9985		0	4
180190	4	1	1	9985		0	4
180190	5	2	1	9985		0	8
180190	6	2	1	9985		0	5
180192	2	2	0	9995		0	5
180193	4	2	0	9995		0	17
180196	5	1	1	9985		0	5
180197	3	2	0	9995		0	4
180199	3	2	1	9985		0	11
180199	4	2	0	9995		0	7
180199	5	1	0	9995		0	7
180199	6	1	1	9985		0	7
180199	7	1	1	9985		0	7
180199	8	2	1	9985		0	7
180200	3	1	0	9995		0	4
180200	4	2	0	9995		0	4
180201	4	1	1	9985		0	5
180204	5	1	1	9985		0	14
180207	4	1	0	9995		0	10
180207	5	2	0	9995		0	10
180207	6	1	1	9985		0	10
180209	3	2	0	9995		0	10
180209	4	1	0	9995		0	4
180212	6	1	0	9995		0	8
180213	2	1	1	9995		0	5
180216	7	2	1	9985		0	13
180216	8	2	0	9995		0	17
180216	9	1	0	9995		0	5
180216	10	2	1	9985		0	2
180221	2	1	0	9995		0	16
180227	3	1	0	9995		0	5
180227	4	2	0	9995		0	5
180229	5	2	0	9995		0	4
180229	6	1	0	9995		0	4
180230	3	2	0	9995		0	9
180230	4	1	0	9995		0	4
180230	5	1	1	9985		0	9
180234	6	2	1	9985		0	15
180239	2	1	1	9985		0	9
180240	2	2	0	9995		0	4
180242	4	2	0	9995		0	11
180244	2	1	1	9995		0	3
180244	3	1	0	9995		0	41
180244	4	2	0	9995		0	12
180244	5	2	1	9985		0	3
180244	6	2	1	9985		0	3
180246	3	2	1	9985		0	35
180246	4	1	1	9995		0	26
180246	5	1	0	9995		0	4
180249	3	2	1	9985		0	14
180249	4	2	0	9995		0	3
180250	4	1	0	9995		0	10
180250	5	2	0	9995		0	35
180250	6	2	1	9995		0	4
180250	7	2	1	9985		0	5
180251	3	2	1	9985		0	4
180252	7	2	0	9995		0	13
180252	8	1	0	9995		0	5
180254	4	2	0	9995		0	8
180254	5	2	1	9985		0	6
180255	5	2	0	9995		0	5
180260	5	1	0	9995		0	14
180260	6	2	0	9995		0	34
180261	3	2	0	9995		0	27
180264	3	2	0	9995		0	4
180264	4	1	1	9985		0	4
180264	5	1	1	9985		0	4
180269	4	2	1	9985		0	10
180269	5	2	0	9995		0	21
180269	6	1	0	9995		0	5
180271	5	2	1	9985		0	5
180271	6	1	1	9985		0	5
180271	7	1	1	9985		0	5
180274	3	2	1	9985		0	3
180277	3	2	0	9995		0	8
180277	4	1	0	9995		0	4
180277	5	1	1	9985		0	4
180277	6	1	1	9985		0	8
180283	3	1	1	9995		0	5
180286	3	2	0	9995		0	9
180286	4	1	0	9995		0	4
180287	6	1	0	9995		0	4
180288	3	2	0	9995		0	15
180293	2	1	0	9995		0	63
180295	4	1	0	9995		0	5
180295	5	2	0	9995		0	51
180296	4	2	0	9995		0	4
180299	4	2	0	9995		0	5
180304	7	2	0	9995		0	6
180307	3	1	0	9995		0	16
180309	2	2	0	9995		0	2
180313	5	2	1	9985		0	8
180313	6	2	1	9985		0	4
180313	7	2	0	9995		0	8
180313	8	1	1	9985		0	8
180316	3	1	0	9995		0	13
180316	4	2	0	9995		0	11
180317	4	2	0	9995		0	4
180318	2	2	0	9995		0	10
180320	3	2	1	9985		0	7
180321	3	2	0	9995		0	6
180323	3	2	0	9995		0	7
180324	6	2	0	9995		0	5
180327	2	2	1	9995		0	5
180327	3	2	0	9995		0	5
180332	5	2	0	9995		0	18
180332	6	1	0	9995		0	48
180336	3	1	0	9995		0	2
180338	4	2	1	9985		0	5
180339	3	1	0	9995		0	5
180341	5	1	0	9995		0	42
180348	2	1	0	9995		0	4
180350	3	2	1	9985		0	6
180350	4	2	1	9985		0	6
180350	5	2	0	9995		0	6
180350	6	1	0	9995		0	6
180352	3	1	0	9995		0	2
180356	3	1	0	9995		0	18
180356	4	2	0	9995		0	16
180356	5	2	1	9985		0	2
180356	6	2	1	9985		0	2
180358	3	1	0	9995		0	5
180360	3	1	0	9995		0	4
180361	6	2	0	9995		0	59
180361	7	1	0	9995		0	40
180361	8	2	1	9985		0	4
180362	6	2	0	9995		0	24
180362	7	1	0	9995		0	32
180363	3	2	0	9995		0	31
180363	4	1	0	9995		0	62
180363	5	2	1	9985		0	7
180363	6	2	1	9985		0	7
180364	2	1	0	9995		0	18
180364	3	2	1	9985		0	11
180364	4	2	1	9985		0	11
180364	5	2	1	9985		0	11
180364	6	2	1	9985		0	11
180365	4	2	1	9985		0	3
180366	5	1	0	9995		0	2
