hhno	visgpno	sex	age	occ	soc	dact	nbalvis
216367	1	1	0		7		39
216367	2	2	0		7		14
216368	1	2	0		7		4
216369	1	2	0		7		4
216369	2	1	0		7		4
216371	1	2	0		7		20
216373	1	2	0		7		14
216376	1	1	1		6		7
216377	1	1	0		7		4
216379	1	2	1		6		6
216382	1	1	0		7		8
216382	2	2	0		7		8
216382	3	2	1		6		4
216382	4	1	1		6		4
216384	1	2	0		7		30
216384	2	1	0		7		14
216384	3	2	1		6		14
216384	4	2	1		6		14
216384	5	1	1		6		4
216385	1	2	0		7		4
216385	2	1	0		7		4
216385	3	1	1		6		4
216389	1	2	1		7		17
216394	1	2	0		7		15
216397	1	1	0		7		35
216397	2	2	0		7		49
216398	1	2	1		6		8
216398	2	2	1		6		4
216399	1	1	1		6		7
216399	2	2	1		6		14
216399	3	2	1		6		7
216400	1	2	1		6		7
216400	2	1	1		6		7
216400	3	2	0		7		7
216400	4	1	0		7		7
216402	1	2	0		7		21
216402	2	1	0		7		14
216402	3	1	1		6		7
216402	4	2	1		6		7
216404	1	2	0		7		21
216404	2	1	0		7		10
216405	1	1	0		7		14
216405	2	2	0		7		21
216405	3	1	1		6		7
216405	4	2	1		6		14
216405	5	1	1		6		7
216405	6	2	1		6		7
216407	1	1	0		7		7
216407	2	2	0		7		19
216407	3	1	1		6		11
216409	1	1	1		6		22
216409	2	2	0		7		25
216411	1	2	0		7		35
216413	1	1	0		7		7
216413	2	2	0		7		7
216413	3	2	1		6		7
216413	4	2	1		6		7
216414	1	1	0		7		4
216416	1	2	0		7		23
216416	2	1	0		7		11
216417	1	2	1		6		25
216417	2	2	1		6		17
216418	1	1	0		7		28
216418	2	2	0		7		14
216419	1	1	1		6		11
216419	2	1	0		7		7
216419	3	2	0		7		7
216421	1	2	0		7		14
216421	2	1	0		7		7
216422	1	2	0		7		3
216422	2	1	0		7		31
216423	1	1	0		7		24
216423	2	2	0		7		38
216424	1	1	1		6		15
216424	2	2	0		7		25
216424	3	2	1		6		7
216426	1	2	0		7		8
216427	1	1	0		7		46
216427	2	1	1		6		7
216427	3	2	0		7		42
216427	4	2	1		6		7
216427	5	2	1		6		7
216427	6	2	1		6		21
216427	7	2	1		6		14
216428	1	1	0		7		8
216428	2	2	0		7		8
216428	3	1	1		6		15
216428	4	2	1		6		21
216431	1	1	0		7		4
216431	2	2	0		7		4
216431	3	2	1		6		4
216431	4	2	1		6		4
216431	5	1	1		6		22
216436	1	1	1		7		11
216436	2	2	0		7		7
216436	3	1	0		7		7
216436	4	2	1		6		7
216436	5	1	1		6		7
216438	1	2	1		6		7
216440	1	2	0		7		11
216440	2	1	0		7		29
216441	1	2	0		7		14
216442	1	1	0		7		4
216443	1	2	0		7		7
216443	2	1	0		7		7
216446	1	2	0		7		21
216446	2	1	0		7		20
216447	1	2	0		7		7
216448	1	1	0		7		12
216448	2	2	0		7		12
216452	1	1	0		7		14
216453	1	2	0		7		26
216453	2	1	1		6		19
216453	3	1	1		6		21
